site,lat,long,year,month,vpdmax
BM,36.06,-118.39,1912,9,12.3680000305176
BM,36.06,-118.39,1912,10,7.93599987030029
BM,36.06,-118.39,1912,11,7.60099983215332
BM,36.06,-118.39,1912,12,4.24399995803833
BM,36.06,-118.39,1913,1,5.16900014877319
BM,36.06,-118.39,1913,2,4.71999979019165
BM,36.06,-118.39,1913,3,5.15799999237061
BM,36.06,-118.39,1913,4,8.37600040435791
BM,36.06,-118.39,1913,5,10.7489995956421
BM,36.06,-118.39,1913,6,11.3380002975464
BM,36.06,-118.39,1913,7,14.0799999237061
BM,36.06,-118.39,1913,8,16.3719997406006
BM,36.06,-118.39,1913,9,15.3070001602173
BM,36.06,-118.39,1913,10,11.7889995574951
BM,36.06,-118.39,1913,11,5.8730001449585
BM,36.06,-118.39,1913,12,4.51900005340576
BM,36.06,-118.39,1914,1,5.37400007247925
BM,36.06,-118.39,1914,2,5.65899991989136
BM,36.06,-118.39,1914,3,7.96500015258789
BM,36.06,-118.39,1914,4,7.58199977874756
BM,36.06,-118.39,1914,5,9.73400020599365
BM,36.06,-118.39,1914,6,14.7329998016357
BM,36.06,-118.39,1914,7,17.5979995727539
BM,36.06,-118.39,1914,8,20.0179996490479
BM,36.06,-118.39,1914,9,13.7889995574951
BM,36.06,-118.39,1914,10,9.94999980926514
BM,36.06,-118.39,1914,11,9.38500022888184
BM,36.06,-118.39,1914,12,3.77500009536743
BM,36.06,-118.39,1915,1,5.29300022125244
BM,36.06,-118.39,1915,2,3.80900001525879
BM,36.06,-118.39,1915,3,6.65100002288818
BM,36.06,-118.39,1915,4,6.62599992752075
BM,36.06,-118.39,1915,5,5.91300010681152
BM,36.06,-118.39,1915,6,14.2049999237061
BM,36.06,-118.39,1915,7,16.2469997406006
BM,36.06,-118.39,1915,8,20.4689998626709
BM,36.06,-118.39,1915,9,13.3420000076294
BM,36.06,-118.39,1915,10,15.2559995651245
BM,36.06,-118.39,1915,11,7.00299978256226
BM,36.06,-118.39,1915,12,5.91099977493286
BM,36.06,-118.39,1917,1,3.72900009155273
BM,36.06,-118.39,1917,2,4.2979998588562
BM,36.06,-118.39,1917,3,5.38399982452393
BM,36.06,-118.39,1917,4,6.47100019454956
BM,36.06,-118.39,1917,5,6.83300018310547
BM,36.06,-118.39,1917,6,17.3799991607666
BM,36.06,-118.39,1917,7,19.6070003509521
BM,36.06,-118.39,1917,8,18.9409999847412
BM,36.06,-118.39,1917,9,14.9969997406006
BM,36.06,-118.39,1917,10,13.2760000228882
BM,36.06,-118.39,1917,11,9.72200012207031
BM,36.06,-118.39,1917,12,9.3129997253418
BM,36.06,-118.39,1918,1,6.42399978637695
BM,36.06,-118.39,1918,2,4.59499979019165
BM,36.06,-118.39,1918,3,6.40399980545044
BM,36.06,-118.39,1918,4,7.17600011825562
BM,36.06,-118.39,1918,5,7.66900014877319
BM,36.06,-118.39,1918,6,19.9699993133545
BM,36.06,-118.39,1918,7,16.05299949646
BM,36.06,-118.39,1918,8,16.0690002441406
BM,36.06,-118.39,1918,9,12.2889995574951
BM,36.06,-118.39,1918,10,9.26599979400635
BM,36.06,-118.39,1918,11,5.55900001525879
BM,36.06,-118.39,1918,12,5.23699998855591
BM,36.06,-118.39,1919,1,6.71199989318848
BM,36.06,-118.39,1919,2,2.34500002861023
BM,36.06,-118.39,1919,3,4.39300012588501
BM,36.06,-118.39,1919,4,8.66699981689453
BM,36.06,-118.39,1919,5,11.3850002288818
BM,36.06,-118.39,1919,6,15.3879995346069
BM,36.06,-118.39,1919,7,18.5240001678467
BM,36.06,-118.39,1919,8,19.0769996643066
BM,36.06,-118.39,1919,9,13.0109996795654
BM,36.06,-118.39,1919,10,6.78499984741211
BM,36.06,-118.39,1919,11,8.40100002288818
BM,36.06,-118.39,1919,12,7.14699983596802
BM,36.06,-118.39,1920,1,8.92599964141846
BM,36.06,-118.39,1920,2,5.72599983215332
BM,36.06,-118.39,1920,3,5.59200000762939
BM,36.06,-118.39,1920,4,6.8289999961853
BM,36.06,-118.39,1920,5,11.3760004043579
BM,36.06,-118.39,1920,6,13.8030004501343
BM,36.06,-118.39,1920,7,16.7609996795654
BM,36.06,-118.39,1920,8,18.05299949646
BM,36.06,-118.39,1920,9,11.706000328064
BM,36.06,-118.39,1920,10,6.70900011062622
BM,36.06,-118.39,1920,11,5.26000022888184
BM,36.06,-118.39,1920,12,4.53499984741211
BM,36.06,-118.39,1921,1,4.69700002670288
BM,36.06,-118.39,1921,2,6.56699991226196
BM,36.06,-118.39,1921,3,6.56099987030029
BM,36.06,-118.39,1921,4,7.34999990463257
BM,36.06,-118.39,1921,5,6.99599981307983
BM,36.06,-118.39,1921,6,13.9949998855591
BM,36.06,-118.39,1921,7,20.6550006866455
BM,36.06,-118.39,1921,8,17.5419998168945
BM,36.06,-118.39,1921,9,13.5520000457764
BM,36.06,-118.39,1921,10,10.3219995498657
BM,36.06,-118.39,1921,11,8.25599956512451
BM,36.06,-118.39,1921,12,4.91800022125244
BM,36.06,-118.39,1923,1,4.29699993133545
BM,36.06,-118.39,1923,2,4.88199996948242
BM,36.06,-118.39,1923,3,6.23199987411499
BM,36.06,-118.39,1923,4,4.92399978637695
BM,36.06,-118.39,1923,5,9.3149995803833
BM,36.06,-118.39,1923,6,9.30300045013428
BM,36.06,-118.39,1923,7,16.1189994812012
BM,36.06,-118.39,1923,8,15.6110000610352
BM,36.06,-118.39,1923,9,11.7250003814697
BM,36.06,-118.39,1923,10,8.55900001525879
BM,36.06,-118.39,1923,11,7.77699995040894
BM,36.06,-118.39,1923,12,4.83400011062622
BM,36.06,-118.39,1924,1,5.47499990463257
BM,36.06,-118.39,1924,2,6.37799978256226
BM,36.06,-118.39,1924,3,5.50099992752075
BM,36.06,-118.39,1924,4,7.70599985122681
BM,36.06,-118.39,1924,5,12.3830003738403
BM,36.06,-118.39,1924,6,17.1140003204346
BM,36.06,-118.39,1924,7,16.9619998931885
BM,36.06,-118.39,1924,8,16.8999996185303
BM,36.06,-118.39,1924,9,15.1099996566772
