site,lat,long,year,month,ppt
BM,36.06,-118.39,1955,12,488.398986816406
BM,36.06,-118.39,1956,1,265.114990234375
BM,36.06,-118.39,1956,2,34.7000007629395
BM,36.06,-118.39,1956,3,2.91199994087219
BM,36.06,-118.39,1956,4,112.955001831055
BM,36.06,-118.39,1956,5,56.476001739502
BM,36.06,-118.39,1956,6,0
BM,36.06,-118.39,1956,7,49.8390007019043
BM,36.06,-118.39,1956,8,0
BM,36.06,-118.39,1956,9,0
BM,36.06,-118.39,1956,10,35.0369987487793
BM,36.06,-118.39,1956,11,3.97300004959106
BM,36.06,-118.39,1956,12,34.9199981689453
BM,36.06,-118.39,1957,1,139.167007446289
BM,36.06,-118.39,1957,2,79.2529983520508
BM,36.06,-118.39,1957,3,49.7220001220703
BM,36.06,-118.39,1957,4,88.9889984130859
BM,36.06,-118.39,1957,5,182.899002075195
BM,36.06,-118.39,1957,6,6.21600008010864
BM,36.06,-118.39,1957,7,0
BM,36.06,-118.39,1957,8,0
BM,36.06,-118.39,1957,9,6.82299995422363
BM,36.06,-118.39,1957,10,34.193000793457
BM,36.06,-118.39,1957,11,41.4599990844727
BM,36.06,-118.39,1957,12,202.042007446289
BM,36.06,-118.39,1959,1,60.0909996032715
BM,36.06,-118.39,1959,2,180.703002929688
BM,36.06,-118.39,1959,3,11.7489995956421
BM,36.06,-118.39,1959,4,28.2399997711182
BM,36.06,-118.39,1959,5,11.2959995269775
BM,36.06,-118.39,1959,6,0
BM,36.06,-118.39,1959,7,0
BM,36.06,-118.39,1959,8,0.370999991893768
BM,36.06,-118.39,1959,9,47.1349983215332
BM,36.06,-118.39,1959,10,0.00700000021606684
BM,36.06,-118.39,1959,11,0
BM,36.06,-118.39,1959,12,42.2789993286133
BM,36.06,-118.39,1960,1,101.748001098633
BM,36.06,-118.39,1960,2,241.268005371094
BM,36.06,-118.39,1960,3,60.4189987182617
BM,36.06,-118.39,1960,4,83.0970001220703
BM,36.06,-118.39,1960,5,4.51800012588501
BM,36.06,-118.39,1960,6,0
BM,36.06,-118.39,1960,7,9.26700019836426
BM,36.06,-118.39,1960,8,0
BM,36.06,-118.39,1960,9,5.75799989700317
BM,36.06,-118.39,1960,10,7.65199995040894
BM,36.06,-118.39,1960,11,112.023002624512
BM,36.06,-118.39,1960,12,35.4119987487793
BM,36.06,-118.39,1961,1,38.0950012207031
BM,36.06,-118.39,1961,2,11.7670001983643
BM,36.06,-118.39,1961,3,109.666000366211
BM,36.06,-118.39,1961,4,38.8460006713867
BM,36.06,-118.39,1961,5,44.742000579834
BM,36.06,-118.39,1961,6,3.2039999961853
BM,36.06,-118.39,1961,7,0
BM,36.06,-118.39,1961,8,59.3839988708496
BM,36.06,-118.39,1961,9,0.0350000001490116
BM,36.06,-118.39,1961,10,0
BM,36.06,-118.39,1961,11,113.369003295898
BM,36.06,-118.39,1961,12,41.9230003356934
BM,36.06,-118.39,1962,1,134.136001586914
BM,36.06,-118.39,1962,2,360.070007324219
BM,36.06,-118.39,1962,3,130.712997436523
BM,36.06,-118.39,1962,4,4.48299980163574
BM,36.06,-118.39,1962,5,30.9500007629395
BM,36.06,-118.39,1962,6,0
BM,36.06,-118.39,1962,7,0
BM,36.06,-118.39,1962,8,0
BM,36.06,-118.39,1962,9,4.8600001335144
BM,36.06,-118.39,1962,10,20.9020004272461
BM,36.06,-118.39,1962,11,0
BM,36.06,-118.39,1962,12,0
BM,36.06,-118.39,1964,1,84.0210037231445
BM,36.06,-118.39,1964,2,9.14999961853027
BM,36.06,-118.39,1964,3,126.244003295898
BM,36.06,-118.39,1964,4,62.1640014648438
BM,36.06,-118.39,1964,5,67.2149963378906
BM,36.06,-118.39,1964,6,9.82100009918213
BM,36.06,-118.39,1964,7,0
BM,36.06,-118.39,1964,8,6.02799987792969
BM,36.06,-118.39,1964,9,7.69399976730347
BM,36.06,-118.39,1964,10,38.4339981079102
BM,36.06,-118.39,1964,11,173.246994018555
BM,36.06,-118.39,1964,12,328.570007324219
BM,36.06,-118.39,1966,1,46.1949996948242
BM,36.06,-118.39,1966,2,55.1710014343262
BM,36.06,-118.39,1966,3,17.2730007171631
BM,36.06,-118.39,1966,4,19.6000003814697
BM,36.06,-118.39,1966,5,16.4950008392334
BM,36.06,-118.39,1966,6,5.53900003433228
BM,36.06,-118.39,1966,7,0
BM,36.06,-118.39,1966,8,10.9739999771118
BM,36.06,-118.39,1966,9,0.164000004529953
BM,36.06,-118.39,1966,10,0
BM,36.06,-118.39,1966,11,116.651000976562
BM,36.06,-118.39,1966,12,526.815979003906
BM,36.06,-118.39,1967,1,147.973007202148
BM,36.06,-118.39,1967,2,28.886999130249
BM,36.06,-118.39,1967,3,147.02799987793
BM,36.06,-118.39,1967,4,266.781005859375
BM,36.06,-118.39,1967,5,43.5900001525879
BM,36.06,-118.39,1967,6,8.34700012207031
BM,36.06,-118.39,1967,7,27.3159999847412
BM,36.06,-118.39,1967,8,8.98200035095215
BM,36.06,-118.39,1967,9,30.6509990692139
BM,36.06,-118.39,1967,10,0
BM,36.06,-118.39,1967,11,74.7020034790039
BM,36.06,-118.39,1967,12,116.718002319336
BM,36.06,-118.39,1969,1,650.135009765625
BM,36.06,-118.39,1969,2,354.808013916016
BM,36.06,-118.39,1969,3,100.981002807617
BM,36.06,-118.39,1969,4,87.1399993896484
BM,36.06,-118.39,1969,5,17.0659999847412
BM,36.06,-118.39,1969,6,40.726001739502
BM,36.06,-118.39,1969,7,46.814998626709
BM,36.06,-118.39,1969,8,0
BM,36.06,-118.39,1969,9,0.987999975681305
BM,36.06,-118.39,1969,10,17.6119995117188
BM,36.06,-118.39,1969,11,35.0089988708496
BM,36.06,-118.39,1969,12,84.3550033569336
BM,36.06,-118.39,1970,1,283.654998779297
BM,36.06,-118.39,1970,2,53.7190017700195
BM,36.06,-118.39,1970,3,103.80899810791
BM,36.06,-118.39,1970,4,34.2220001220703
BM,36.06,-118.39,1970,5,8.40100002288818
BM,36.06,-118.39,1970,6,12.1560001373291
BM,36.06,-118.39,1970,7,2.49300003051758
BM,36.06,-118.39,1970,8,0
BM,36.06,-118.39,1970,9,0
BM,36.06,-118.39,1970,10,0.837000012397766
BM,36.06,-118.39,1970,11,168.966003417969
BM,36.06,-118.39,1970,12,187.615005493164
BM,36.06,-118.39,1971,1,69.4680023193359
BM,36.06,-118.39,1971,2,30.1760005950928
BM,36.06,-118.39,1971,3,50.1370010375977
BM,36.06,-118.39,1971,4,42.7080001831055
BM,36.06,-118.39,1971,5,79.2330017089844
BM,36.06,-118.39,1971,6,0
BM,36.06,-118.39,1971,7,16.9820003509521
BM,36.06,-118.39,1971,8,9.19799995422363
BM,36.06,-118.39,1971,9,5.13199996948242
BM,36.06,-118.39,1971,10,5.03599977493286
BM,36.06,-118.39,1971,11,63.2509994506836
BM,36.06,-118.39,1971,12,184.399993896484
BM,36.06,-118.39,1972,1,35.3279991149902
BM,36.06,-118.39,1972,2,34.1949996948242
BM,36.06,-118.39,1972,3,13.3050003051758
BM,36.06,-118.39,1972,4,54.5499992370605
BM,36.06,-118.39,1972,5,9.34200000762939
BM,36.06,-118.39,1972,6,45.8870010375977
BM,36.06,-118.39,1972,7,0
BM,36.06,-118.39,1972,8,0.164000004529953
BM,36.06,-118.39,1972,9,42.2130012512207
BM,36.06,-118.39,1972,10,12.6350002288818
BM,36.06,-118.39,1972,11,160.921005249023
BM,36.06,-118.39,1972,12,129.960006713867
BM,36.06,-118.39,1973,1,260.783996582031
BM,36.06,-118.39,1973,2,179.843994140625
BM,36.06,-118.39,1973,3,182.100997924805
BM,36.06,-118.39,1973,4,25.636999130249
BM,36.06,-118.39,1973,5,41.6279983520508
BM,36.06,-118.39,1973,6,10.2019996643066
BM,36.06,-118.39,1973,7,0
BM,36.06,-118.39,1973,8,6.34700012207031
BM,36.06,-118.39,1973,9,0
BM,36.06,-118.39,1973,10,30.1749992370605
BM,36.06,-118.39,1973,11,114.670997619629
BM,36.06,-118.39,1973,12,113.733001708984
BM,36.06,-118.39,1975,1,70.5090026855469
BM,36.06,-118.39,1975,2,182.875
BM,36.06,-118.39,1975,3,185.255996704102
BM,36.06,-118.39,1975,4,105.36799621582
BM,36.06,-118.39,1975,5,33.8520011901855
BM,36.06,-118.39,1975,6,13.2869997024536
BM,36.06,-118.39,1975,7,0
BM,36.06,-118.39,1975,8,0.00100000004749745
BM,36.06,-118.39,1975,9,26.5049991607666
BM,36.06,-118.39,1975,10,47.5660018920898
BM,36.06,-118.39,1975,11,46.6710014343262
BM,36.06,-118.39,1975,12,17.0480003356934
BM,36.06,-118.39,1976,1,0
BM,36.06,-118.39,1976,2,113.91300201416
BM,36.06,-118.39,1976,3,81.2819976806641
BM,36.06,-118.39,1976,4,52.8969993591309
BM,36.06,-118.39,1976,5,23.5480003356934
BM,36.06,-118.39,1976,6,0
BM,36.06,-118.39,1976,7,70.5940017700195
BM,36.06,-118.39,1976,8,9.06999969482422
BM,36.06,-118.39,1976,9,109.750999450684
BM,36.06,-118.39,1976,10,54.1290016174316
BM,36.06,-118.39,1976,11,6.45900011062622
BM,36.06,-118.39,1976,12,6.10900020599365
BM,36.06,-118.39,1977,1,90.7939987182617
BM,36.06,-118.39,1977,2,58.2130012512207
BM,36.06,-118.39,1977,3,25.048999786377
BM,36.06,-118.39,1977,4,3.76699995994568
BM,36.06,-118.39,1977,5,75.302001953125
BM,36.06,-118.39,1977,6,18.0249996185303
BM,36.06,-118.39,1977,7,8.9040002822876
BM,36.06,-118.39,1977,8,41.9739990234375
BM,36.06,-118.39,1977,9,0.256000012159348
BM,36.06,-118.39,1977,10,0.52700001001358
BM,36.06,-118.39,1977,11,32.859001159668
BM,36.06,-118.39,1977,12,284.261993408203
BM,36.06,-118.39,1979,1,123.911003112793
BM,36.06,-118.39,1979,2,213.850997924805
BM,36.06,-118.39,1979,3,152.348999023438
BM,36.06,-118.39,1979,4,11.5740003585815
BM,36.06,-118.39,1979,5,14.9289999008179
BM,36.06,-118.39,1979,6,0
BM,36.06,-118.39,1979,7,13.6969995498657
BM,36.06,-118.39,1979,8,11.3769998550415
BM,36.06,-118.39,1979,9,11.5100002288818
BM,36.06,-118.39,1979,10,44.1980018615723
BM,36.06,-118.39,1979,11,59.7900009155273
BM,36.06,-118.39,1979,12,42.5950012207031
BM,36.06,-118.39,1980,1,485.684997558594
BM,36.06,-118.39,1980,2,332.798004150391
BM,36.06,-118.39,1980,3,103.587997436523
BM,36.06,-118.39,1980,4,31.4750003814697
BM,36.06,-118.39,1980,5,50.8619995117188
BM,36.06,-118.39,1980,6,20.1959991455078
BM,36.06,-118.39,1980,7,6.28499984741211
BM,36.06,-118.39,1980,8,0
BM,36.06,-118.39,1980,9,0
BM,36.06,-118.39,1980,10,9.70300006866455
BM,36.06,-118.39,1980,11,4.86299991607666
BM,36.06,-118.39,1980,12,61.1119995117188
BM,36.06,-118.39,1981,1,129.158004760742
BM,36.06,-118.39,1981,2,99.6449966430664
BM,36.06,-118.39,1981,3,166.768997192383
BM,36.06,-118.39,1981,4,50.0099983215332
BM,36.06,-118.39,1981,5,31.69700050354
BM,36.06,-118.39,1981,6,0
BM,36.06,-118.39,1981,7,2.1010000705719
BM,36.06,-118.39,1981,8,4.75799989700317
BM,36.06,-118.39,1981,9,6.75400018692017
BM,36.06,-118.39,1981,10,90.661003112793
BM,36.06,-118.39,1981,11,33.060001373291
BM,36.06,-118.39,1981,12,83.6100006103516
BM,36.06,-118.39,1982,1,246.031005859375
BM,36.06,-118.39,1982,2,153.203994750977
BM,36.06,-118.39,1982,3,147.973999023438
BM,36.06,-118.39,1982,4,225.526992797852
BM,36.06,-118.39,1982,5,13.6300001144409
BM,36.06,-118.39,1982,6,38.923999786377
BM,36.06,-118.39,1982,7,37.9010009765625
BM,36.06,-118.39,1982,8,0
BM,36.06,-118.39,1982,9,76.4830017089844
BM,36.06,-118.39,1982,10,81
BM,36.06,-118.39,1982,11,143.856002807617
BM,36.06,-118.39,1982,12,305.640014648438
BM,36.06,-118.39,1983,1,237.070007324219
BM,36.06,-118.39,1983,2,271.845001220703
BM,36.06,-118.39,1983,3,272.621002197266
BM,36.06,-118.39,1983,4,81.7269973754883
BM,36.06,-118.39,1983,5,44.2330017089844
BM,36.06,-118.39,1983,6,11.3059997558594
BM,36.06,-118.39,1983,7,3.84400010108948
BM,36.06,-118.39,1983,8,60.564998626709
BM,36.06,-118.39,1983,9,11.2880001068115
BM,36.06,-118.39,1983,10,21.5450000762939
BM,36.06,-118.39,1983,11,242.546005249023
BM,36.06,-118.39,1983,12,228.242004394531
BM,36.06,-118.39,1984,1,8.44999980926514
BM,36.06,-118.39,1984,2,100.769996643066
BM,36.06,-118.39,1984,3,43.1829986572266
BM,36.06,-118.39,1984,4,38.7869987487793
BM,36.06,-118.39,1984,5,0.0750000029802322
BM,36.06,-118.39,1984,6,9.23700046539307
BM,36.06,-118.39,1984,7,87.3639984130859
BM,36.06,-118.39,1984,8,38.9599990844727
BM,36.06,-118.39,1984,9,8.73400020599365
BM,36.06,-118.39,1984,10,40.3730010986328
BM,36.06,-118.39,1984,11,213.852996826172
BM,36.06,-118.39,1984,12,100.955001831055
BM,36.06,-118.39,1985,1,62.0670013427734
BM,36.06,-118.39,1985,2,83.5120010375977
BM,36.06,-118.39,1985,3,180.817993164062
BM,36.06,-118.39,1985,4,6.72800016403198
BM,36.06,-118.39,1985,5,2.34800004959106
BM,36.06,-118.39,1985,6,12.3100004196167
BM,36.06,-118.39,1985,7,13.9499998092651
BM,36.06,-118.39,1985,8,2.02699995040894
BM,36.06,-118.39,1985,9,18.2649993896484
BM,36.06,-118.39,1985,10,28.7870006561279
BM,36.06,-118.39,1985,11,202.438995361328
BM,36.06,-118.39,1985,12,104.886001586914
BM,36.06,-118.39,1986,1,125.640998840332
BM,36.06,-118.39,1986,2,402.975006103516
BM,36.06,-118.39,1986,3,218.533996582031
BM,36.06,-118.39,1986,4,35.5200004577637
BM,36.06,-118.39,1986,5,18.8640003204346
BM,36.06,-118.39,1986,6,0
BM,36.06,-118.39,1986,7,2.39400005340576
BM,36.06,-118.39,1986,8,0
BM,36.06,-118.39,1986,9,50.9490013122559
BM,36.06,-118.39,1986,10,11.7919998168945
BM,36.06,-118.39,1986,11,21.7630004882812
BM,36.06,-118.39,1986,12,37.0200004577637
BM,36.06,-118.39,1987,1,102.263000488281
BM,36.06,-118.39,1987,2,137.845001220703
BM,36.06,-118.39,1987,3,139.852005004883
BM,36.06,-118.39,1987,4,18.3279991149902
BM,36.06,-118.39,1987,5,35.5849990844727
BM,36.06,-118.39,1987,6,19.5170001983643
BM,36.06,-118.39,1987,7,3.28500008583069
BM,36.06,-118.39,1987,8,5.65999984741211
BM,36.06,-118.39,1987,9,2.43199992179871
BM,36.06,-118.39,1987,10,22.9080009460449
BM,36.06,-118.39,1987,11,70.7180023193359
BM,36.06,-118.39,1987,12,117.879997253418
BM,36.06,-118.39,1988,1,165.102005004883
BM,36.06,-118.39,1988,2,13.831000328064
BM,36.06,-118.39,1988,3,38.4910011291504
BM,36.06,-118.39,1988,4,87.7779998779297
BM,36.06,-118.39,1988,5,39.6669998168945
BM,36.06,-118.39,1988,6,22.753999710083
BM,36.06,-118.39,1988,7,46.875
BM,36.06,-118.39,1988,8,47.7200012207031
BM,36.06,-118.39,1988,9,2.3510000705719
BM,36.06,-118.39,1988,10,0
BM,36.06,-118.39,1988,11,144.695007324219
BM,36.06,-118.39,1988,12,216.947998046875
BM,36.06,-118.39,1989,1,65.2509994506836
BM,36.06,-118.39,1989,2,139.699005126953
BM,36.06,-118.39,1989,3,139.225997924805
BM,36.06,-118.39,1989,4,35.3230018615723
BM,36.06,-118.39,1989,5,42.7050018310547
BM,36.06,-118.39,1989,6,8.19900035858154
BM,36.06,-118.39,1989,7,4.41400003433228
BM,36.06,-118.39,1989,8,0
BM,36.06,-118.39,1989,9,59.1679992675781
BM,36.06,-118.39,1989,10,57.6100006103516
BM,36.06,-118.39,1989,11,36.7529983520508
BM,36.06,-118.39,1989,12,1.81099998950958
BM,36.06,-118.39,1990,1,134.679000854492
BM,36.06,-118.39,1990,2,153.927001953125
BM,36.06,-118.39,1990,3,83.9889984130859
BM,36.06,-118.39,1990,4,27.4839992523193
BM,36.06,-118.39,1990,5,63.314998626709
BM,36.06,-118.39,1990,6,9.28299999237061
BM,36.06,-118.39,1990,7,12.9479999542236
BM,36.06,-118.39,1990,8,2.12299990653992
BM,36.06,-118.39,1990,9,30.6709995269775
BM,36.06,-118.39,1990,10,2.01900005340576
BM,36.06,-118.39,1990,11,41.3359985351562
BM,36.06,-118.39,1990,12,55.6349983215332
BM,36.06,-118.39,1991,1,34.0309982299805
BM,36.06,-118.39,1991,2,21.6700000762939
BM,36.06,-118.39,1991,3,354.463989257812
BM,36.06,-118.39,1991,4,113.528999328613
BM,36.06,-118.39,1991,5,43.1769981384277
BM,36.06,-118.39,1991,6,3.03399991989136
BM,36.06,-118.39,1991,7,32.3629989624023
BM,36.06,-118.39,1991,8,7.34800004959106
BM,36.06,-118.39,1991,9,6.44199991226196
BM,36.06,-118.39,1991,10,61.2799987792969
BM,36.06,-118.39,1991,11,72.8850021362305
BM,36.06,-118.39,1991,12,54.6240005493164
BM,36.06,-118.39,1992,1,67.5059967041016
BM,36.06,-118.39,1992,2,201.02099609375
BM,36.06,-118.39,1992,3,99.9710006713867
BM,36.06,-118.39,1992,4,29.6520004272461
BM,36.06,-118.39,1992,5,15.6009998321533
BM,36.06,-118.39,1992,6,23.9799995422363
BM,36.06,-118.39,1992,7,27.8250007629395
BM,36.06,-118.39,1992,8,22.0069999694824
BM,36.06,-118.39,1992,9,2.32100009918213
BM,36.06,-118.39,1992,10,82.7570037841797
BM,36.06,-118.39,1992,11,4.00099992752075
BM,36.06,-118.39,1992,12,214.24299621582
BM,36.06,-118.39,1993,1,349.615997314453
BM,36.06,-118.39,1993,2,112.916000366211
BM,36.06,-118.39,1993,3,204.820999145508
BM,36.06,-118.39,1993,4,17.2199993133545
BM,36.06,-118.39,1993,5,4.65100002288818
BM,36.06,-118.39,1993,6,74.1490020751953
BM,36.06,-118.39,1993,7,0
BM,36.06,-118.39,1993,8,0
BM,36.06,-118.39,1993,9,0
BM,36.06,-118.39,1993,10,6.70699977874756
BM,36.06,-118.39,1993,11,69.4489974975586
BM,36.06,-118.39,1993,12,90.7229995727539
BM,36.06,-118.39,1994,1,51.201000213623
BM,36.06,-118.39,1994,2,204.598007202148
BM,36.06,-118.39,1994,3,62.4539985656738
BM,36.06,-118.39,1994,4,85.1729965209961
BM,36.06,-118.39,1994,5,59.0550003051758
BM,36.06,-118.39,1994,6,2.62199997901917
BM,36.06,-118.39,1994,7,0
BM,36.06,-118.39,1994,8,0
BM,36.06,-118.39,1994,9,2.30299997329712
BM,36.06,-118.39,1994,10,38.757999420166
BM,36.06,-118.39,1994,11,117.23999786377
BM,36.06,-118.39,1994,12,71.2829971313477
BM,36.06,-118.39,1995,1,150.307998657227
BM,36.06,-118.39,1995,2,76.5189971923828
BM,36.06,-118.39,1995,3,290.377014160156
BM,36.06,-118.39,1995,4,67.9199981689453
BM,36.06,-118.39,1995,5,118.738998413086
BM,36.06,-118.39,1995,6,60.9189987182617
BM,36.06,-118.39,1995,7,6.31699991226196
BM,36.06,-118.39,1995,8,1.81599998474121
BM,36.06,-118.39,1995,9,0
BM,36.06,-118.39,1995,10,0
BM,36.06,-118.39,1995,11,0
BM,36.06,-118.39,1995,12,106.210998535156
BM,36.06,-118.39,1996,1,227.714004516602
BM,36.06,-118.39,1996,2,305.954986572266
BM,36.06,-118.39,1996,3,154.873992919922
BM,36.06,-118.39,1996,4,59.8709983825684
BM,36.06,-118.39,1996,5,20.8910007476807
BM,36.06,-118.39,1996,6,10.6409997940063
BM,36.06,-118.39,1996,7,10.789999961853
BM,36.06,-118.39,1996,8,5.01999998092651
BM,36.06,-118.39,1996,9,0
BM,36.06,-118.39,1996,10,31.8680000305176
BM,36.06,-118.39,1996,11,206.050994873047
BM,36.06,-118.39,1996,12,269.954986572266
BM,36.06,-118.39,1997,1,386.428009033203
BM,36.06,-118.39,1997,2,9.52999973297119
BM,36.06,-118.39,1997,3,12.4799995422363
BM,36.06,-118.39,1997,4,13.6479997634888
BM,36.06,-118.39,1997,5,0
BM,36.06,-118.39,1997,6,0
BM,36.06,-118.39,1997,7,14.6859998703003
BM,36.06,-118.39,1997,8,10.6669998168945
BM,36.06,-118.39,1997,9,40.8819999694824
BM,36.06,-118.39,1997,10,17.8589992523193
BM,36.06,-118.39,1997,11,110.912002563477
BM,36.06,-118.39,1997,12,141.363998413086
BM,36.06,-118.39,1998,1,149.792007446289
BM,36.06,-118.39,1998,2,175.97900390625
BM,36.06,-118.39,1998,3,242.628997802734
BM,36.06,-118.39,1998,4,129.912994384766
BM,36.06,-118.39,1998,5,127.68399810791
BM,36.06,-118.39,1998,6,34.1189994812012
BM,36.06,-118.39,1998,7,6.77099990844727
BM,36.06,-118.39,1998,8,17.9409999847412
BM,36.06,-118.39,1998,9,7.37799978256226
BM,36.06,-118.39,1998,10,23.7229995727539
BM,36.06,-118.39,1998,11,53.2690010070801
BM,36.06,-118.39,1998,12,59.2589988708496
BM,36.06,-118.39,1999,1,222.738998413086
BM,36.06,-118.39,1999,2,81.2689971923828
BM,36.06,-118.39,1999,3,42.6319999694824
BM,36.06,-118.39,1999,4,104.188003540039
BM,36.06,-118.39,1999,5,27.261999130249
BM,36.06,-118.39,1999,6,13.9370002746582
BM,36.06,-118.39,1999,7,18.5540008544922
BM,36.06,-118.39,1999,8,21.8659992218018
BM,36.06,-118.39,1999,9,5.36499977111816
BM,36.06,-118.39,1999,10,0
BM,36.06,-118.39,1999,11,37.0089988708496
BM,36.06,-118.39,1999,12,6.37400007247925
BM,36.06,-118.39,2000,1,187.666000366211
BM,36.06,-118.39,2000,2,200.380996704102
BM,36.06,-118.39,2000,3,87.609001159668
BM,36.06,-118.39,2000,4,64.5899963378906
BM,36.06,-118.39,2000,5,34.4469985961914
BM,36.06,-118.39,2000,6,13.7159996032715
BM,36.06,-118.39,2000,7,3.3970000743866
BM,36.06,-118.39,2000,8,15.9289999008179
BM,36.06,-118.39,2000,9,2.72399997711182
BM,36.06,-118.39,2000,10,84.6539993286133
BM,36.06,-118.39,2000,11,15.8509998321533
BM,36.06,-118.39,2000,12,9.14400005340576
BM,36.06,-118.39,2001,1,143.106994628906
BM,36.06,-118.39,2001,2,250.923004150391
BM,36.06,-118.39,2001,3,36.0139999389648
BM,36.06,-118.39,2001,4,141.151992797852
BM,36.06,-118.39,2001,5,5.40799999237061
BM,36.06,-118.39,2001,6,0
BM,36.06,-118.39,2001,7,8.35799980163574
BM,36.06,-118.39,2001,8,0
BM,36.06,-118.39,2001,9,0
BM,36.06,-118.39,2001,10,16.9529991149902
BM,36.06,-118.39,2001,11,130.940002441406
BM,36.06,-118.39,2001,12,250.235992431641
BM,36.06,-118.39,2002,1,90.8610000610352
BM,36.06,-118.39,2002,2,14.0120000839233
BM,36.06,-118.39,2002,3,130.468002319336
BM,36.06,-118.39,2002,4,45.3569984436035
BM,36.06,-118.39,2002,5,45.2799987792969
BM,36.06,-118.39,2002,6,0.0350000001490116
BM,36.06,-118.39,2002,7,3.10500001907349
BM,36.06,-118.39,2002,8,0
BM,36.06,-118.39,2002,9,0.252999991178513
BM,36.06,-118.39,2002,10,0
BM,36.06,-118.39,2002,11,295.388000488281
BM,36.06,-118.39,2002,12,203.925003051758
BM,36.06,-118.39,2003,1,22.5170001983643
BM,36.06,-118.39,2003,2,78.0530014038086
BM,36.06,-118.39,2003,3,86.8949966430664
BM,36.06,-118.39,2003,4,100.916000366211
BM,36.06,-118.39,2003,5,70.1360015869141
BM,36.06,-118.39,2003,6,0.261999994516373
BM,36.06,-118.39,2003,7,6.10900020599365
BM,36.06,-118.39,2003,8,9.82699966430664
BM,36.06,-118.39,2003,9,5.92199993133545
BM,36.06,-118.39,2003,10,0
BM,36.06,-118.39,2003,11,54.5180015563965
BM,36.06,-118.39,2003,12,245.470001220703
BM,36.06,-118.39,2004,1,121.857002258301
BM,36.06,-118.39,2004,2,118.120002746582
BM,36.06,-118.39,2004,3,125.730003356934
BM,36.06,-118.39,2004,4,10.548999786377
BM,36.06,-118.39,2004,5,6.5770001411438
BM,36.06,-118.39,2004,6,0.310000002384186
BM,36.06,-118.39,2004,7,0
BM,36.06,-118.39,2004,8,3.92899990081787
BM,36.06,-118.39,2004,9,0
BM,36.06,-118.39,2004,10,106.973999023438
BM,36.06,-118.39,2004,11,25.4619998931885
BM,36.06,-118.39,2004,12,138.518997192383
BM,36.06,-118.39,2005,1,348.307006835938
BM,36.06,-118.39,2005,2,43.9770011901855
BM,36.06,-118.39,2005,3,221.526992797852
BM,36.06,-118.39,2005,4,59.298999786377
BM,36.06,-118.39,2005,5,90.504997253418
BM,36.06,-118.39,2005,6,2.72399997711182
BM,36.06,-118.39,2005,7,10.576000213623
BM,36.06,-118.39,2005,8,12.3400001525879
BM,36.06,-118.39,2005,9,10.0790004730225
BM,36.06,-118.39,2005,10,9.14200019836426
BM,36.06,-118.39,2005,11,9.91600036621094
BM,36.06,-118.39,2005,12,131.188003540039
BM,36.06,-118.39,2006,1,237.434005737305
BM,36.06,-118.39,2006,2,40.951000213623
BM,36.06,-118.39,2006,3,174.934005737305
BM,36.06,-118.39,2006,4,207.365005493164
BM,36.06,-118.39,2006,5,45.2050018310547
BM,36.06,-118.39,2006,6,6.63100004196167
BM,36.06,-118.39,2006,7,22.701000213623
BM,36.06,-118.39,2006,8,0
BM,36.06,-118.39,2006,9,0.0560000017285347
BM,36.06,-118.39,2006,10,23.8250007629395
BM,36.06,-118.39,2006,11,8.63500022888184
BM,36.06,-118.39,2006,12,123.977996826172
BM,36.06,-118.39,2007,1,25.6569995880127
BM,36.06,-118.39,2007,2,101.842002868652
BM,36.06,-118.39,2007,3,32.4700012207031
BM,36.06,-118.39,2007,4,39.1539993286133
BM,36.06,-118.39,2007,5,3.92899990081787
BM,36.06,-118.39,2007,6,2.69400000572205
BM,36.06,-118.39,2007,7,0
BM,36.06,-118.39,2007,8,38.6399993896484
BM,36.06,-118.39,2007,9,8.66199970245361
BM,36.06,-118.39,2007,10,56.4490013122559
BM,36.06,-118.39,2007,11,7.73600006103516
BM,36.06,-118.39,2007,12,137.591995239258
BM,36.06,-118.39,2008,1,198.783996582031
BM,36.06,-118.39,2008,2,147.315002441406
BM,36.06,-118.39,2008,3,6.00299978256226
BM,36.06,-118.39,2008,4,0
BM,36.06,-118.39,2008,5,13.5059995651245
BM,36.06,-118.39,2008,6,0
BM,36.06,-118.39,2008,7,50.4729995727539
BM,36.06,-118.39,2008,8,0.691999971866608
BM,36.06,-118.39,2008,9,3.82299995422363
BM,36.06,-118.39,2008,10,2.20199990272522
BM,36.06,-118.39,2008,11,57.314998626709
BM,36.06,-118.39,2008,12,98.7070007324219
BM,36.06,-118.39,2009,1,51.5740013122559
BM,36.06,-118.39,2009,2,105.621002197266
BM,36.06,-118.39,2009,3,54.1660003662109
BM,36.06,-118.39,2009,4,32.8919982910156
BM,36.06,-118.39,2009,5,43.4119987487793
BM,36.06,-118.39,2009,6,12.7609996795654
BM,36.06,-118.39,2009,7,2.07699990272522
BM,36.06,-118.39,2009,8,0.0140000004321337
BM,36.06,-118.39,2009,9,0
BM,36.06,-118.39,2009,10,90.8040008544922
BM,36.06,-118.39,2009,11,7.93900012969971
BM,36.06,-118.39,2009,12,176.298004150391
BM,36.06,-118.39,2010,1,165.36799621582
BM,36.06,-118.39,2010,2,139.563995361328
BM,36.06,-118.39,2010,3,63.2360000610352
BM,36.06,-118.39,2010,4,116.59700012207
BM,36.06,-118.39,2010,5,15.7489995956421
