site,lat,long,year,month,tmax
BM,36.06,-118.39,1913,7,18.2140007019043
BM,36.06,-118.39,1913,8,19.8239994049072
BM,36.06,-118.39,1913,9,17.6319999694824
BM,36.06,-118.39,1913,10,13.3100004196167
BM,36.06,-118.39,1913,11,7.09999990463257
BM,36.06,-118.39,1913,12,3.0550000667572
BM,36.06,-118.39,1914,1,4.9210000038147
BM,36.06,-118.39,1914,2,5.35599994659424
BM,36.06,-118.39,1914,3,8.87100028991699
BM,36.06,-118.39,1914,4,8.70100021362305
BM,36.06,-118.39,1914,5,11.8450002670288
BM,36.06,-118.39,1914,6,17.4950008392334
BM,36.06,-118.39,1914,7,21.0259990692139
BM,36.06,-118.39,1914,8,22.1840000152588
BM,36.06,-118.39,1914,9,16.2569999694824
BM,36.06,-118.39,1914,10,12.0310001373291
BM,36.06,-118.39,1914,11,8.9980001449585
BM,36.06,-118.39,1914,12,1.18400001525879
BM,36.06,-118.39,1915,1,3.99799990653992
BM,36.06,-118.39,1915,2,2.78200006484985
BM,36.06,-118.39,1915,3,7.0479998588562
BM,36.06,-118.39,1915,4,7.03200006484985
BM,36.06,-118.39,1915,5,7.5789999961853
BM,36.06,-118.39,1915,6,16.4050006866455
BM,36.06,-118.39,1915,7,19.5860004425049
BM,36.06,-118.39,1915,8,22.3689994812012
BM,36.06,-118.39,1915,9,15.6499996185303
BM,36.06,-118.39,1915,10,16.1030006408691
BM,36.06,-118.39,1915,11,7.15100002288818
BM,36.06,-118.39,1915,12,5.30999994277954
BM,36.06,-118.39,1916,1,-2.34299993515015
BM,36.06,-118.39,1916,2,5.77099990844727
BM,36.06,-118.39,1916,3,6.47399997711182
BM,36.06,-118.39,1916,4,9.19200038909912
BM,36.06,-118.39,1916,5,10.5410003662109
BM,36.06,-118.39,1916,6,16.1900005340576
BM,36.06,-118.39,1916,7,19.4820003509521
BM,36.06,-118.39,1916,8,18.6940002441406
BM,36.06,-118.39,1916,9,15.960000038147
BM,36.06,-118.39,1916,10,7.23999977111816
BM,36.06,-118.39,1916,11,6.96299982070923
BM,36.06,-118.39,1916,12,3.03999996185303
BM,36.06,-118.39,1917,1,0.232999995350838
BM,36.06,-118.39,1917,2,2.4760000705719
BM,36.06,-118.39,1917,3,3.8659999370575
BM,36.06,-118.39,1917,4,6.22599983215332
BM,36.06,-118.39,1917,5,7.93699979782104
BM,36.06,-118.39,1917,6,18.7940006256104
BM,36.06,-118.39,1917,7,22.3889999389648
BM,36.06,-118.39,1917,8,21.1590003967285
BM,36.06,-118.39,1917,9,17.3090000152588
BM,36.06,-118.39,1917,10,15.2329998016357
BM,36.06,-118.39,1917,11,11.289999961853
BM,36.06,-118.39,1917,12,9.90200042724609
BM,36.06,-118.39,1918,1,5.64300012588501
BM,36.06,-118.39,1918,2,3.35899996757507
BM,36.06,-118.39,1918,3,6.02299976348877
BM,36.06,-118.39,1918,4,7.39200019836426
BM,36.06,-118.39,1918,5,8.97700023651123
BM,36.06,-118.39,1918,6,21.2320003509521
BM,36.06,-118.39,1918,7,19.7670001983643
BM,36.06,-118.39,1918,8,19.3430004119873
BM,36.06,-118.39,1918,9,16.0669994354248
BM,36.06,-118.39,1918,10,11.6379995346069
BM,36.06,-118.39,1918,11,5.25699996948242
BM,36.06,-118.39,1918,12,3.56200003623962
BM,36.06,-118.39,1919,1,5.41099977493286
BM,36.06,-118.39,1919,2,-1.18900001049042
BM,36.06,-118.39,1919,3,2.39599990844727
BM,36.06,-118.39,1919,4,9.35000038146973
BM,36.06,-118.39,1919,5,13.0150003433228
BM,36.06,-118.39,1919,6,17.4890003204346
BM,36.06,-118.39,1919,7,21.3770008087158
BM,36.06,-118.39,1919,8,21.3360004425049
BM,36.06,-118.39,1919,9,15.7589998245239
BM,36.06,-118.39,1919,10,8.40999984741211
BM,36.06,-118.39,1919,11,8.71399974822998
BM,36.06,-118.39,1919,12,6.92399978637695
BM,36.06,-118.39,1920,1,9.125
BM,36.06,-118.39,1920,2,4.76999998092651
BM,36.06,-118.39,1920,3,4.40100002288818
BM,36.06,-118.39,1920,4,6.96799993515015
BM,36.06,-118.39,1920,5,12.7810001373291
BM,36.06,-118.39,1920,6,16.1979999542236
BM,36.06,-118.39,1920,7,19.7070007324219
BM,36.06,-118.39,1920,8,20.7280006408691
BM,36.06,-118.39,1920,9,14.6280002593994
BM,36.06,-118.39,1920,10,7.89599990844727
BM,36.06,-118.39,1920,11,5.21400022506714
BM,36.06,-118.39,1920,12,2.87199997901917
BM,36.06,-118.39,1921,1,2.82399988174438
BM,36.06,-118.39,1921,2,6.44999980926514
BM,36.06,-118.39,1921,3,6.73799991607666
BM,36.06,-118.39,1921,4,7.42799997329712
BM,36.06,-118.39,1921,5,8.17099952697754
BM,36.06,-118.39,1921,6,16.8560009002686
BM,36.06,-118.39,1921,7,21.8269996643066
BM,36.06,-118.39,1921,8,20.1879997253418
BM,36.06,-118.39,1921,9,15.625
BM,36.06,-118.39,1921,10,12.9930000305176
BM,36.06,-118.39,1921,11,9.08699989318848
BM,36.06,-118.39,1921,12,3.97000002861023
BM,36.06,-118.39,1922,1,-0.354999989271164
BM,36.06,-118.39,1922,2,0.101999998092651
BM,36.06,-118.39,1922,3,3.15400004386902
BM,36.06,-118.39,1922,4,4.75099992752075
BM,36.06,-118.39,1922,5,12.1700000762939
BM,36.06,-118.39,1922,6,17.246000289917
BM,36.06,-118.39,1922,7,21.2339992523193
BM,36.06,-118.39,1922,8,19.6459999084473
BM,36.06,-118.39,1922,9,18.9249992370605
BM,36.06,-118.39,1922,10,10.9610004425049
BM,36.06,-118.39,1922,11,5.26900005340576
BM,36.06,-118.39,1922,12,2.84899997711182
BM,36.06,-118.39,1923,1,1.85599994659424
BM,36.06,-118.39,1923,2,3.55900001525879
BM,36.06,-118.39,1923,3,5.7649998664856
BM,36.06,-118.39,1923,4,4.98400020599365
BM,36.06,-118.39,1923,5,11.28600025177
BM,36.06,-118.39,1923,6,12.8059997558594
BM,36.06,-118.39,1923,7,19.5879993438721
BM,36.06,-118.39,1923,8,19.242000579834
BM,36.06,-118.39,1923,9,15.371000289917
BM,36.06,-118.39,1923,10,10.2659997940063
BM,36.06,-118.39,1923,11,8.43900012969971
BM,36.06,-118.39,1923,12,2.97399997711182
BM,36.06,-118.39,1924,1,3.8510000705719
BM,36.06,-118.39,1924,2,6.92999982833862
BM,36.06,-118.39,1924,3,4.57399988174438
BM,36.06,-118.39,1924,4,8.62100028991699
BM,36.06,-118.39,1924,5,14.7170000076294
BM,36.06,-118.39,1924,6,18.7169990539551
BM,36.06,-118.39,1924,7,20.1110000610352
BM,36.06,-118.39,1924,8,19.6110000610352
BM,36.06,-118.39,1924,9,16.693000793457
BM,36.06,-118.39,1924,10,9.40499973297119
BM,36.06,-118.39,1924,11,7.57600021362305
BM,36.06,-118.39,1924,12,1.73099994659424
BM,36.06,-118.39,1925,1,3.16400003433228
BM,36.06,-118.39,1925,2,4.22200012207031
BM,36.06,-118.39,1925,3,5.91800022125244
BM,36.06,-118.39,1925,4,8.05700016021729
BM,36.06,-118.39,1925,5,12.1359996795654
BM,36.06,-118.39,1925,6,16.25
BM,36.06,-118.39,1925,7,20.7999992370605
BM,36.06,-118.39,1925,8,18.7819995880127
BM,36.06,-118.39,1925,9,12.8420000076294
BM,36.06,-118.39,1925,10,9.83600044250488
BM,36.06,-118.39,1925,11,7.96600008010864
BM,36.06,-118.39,1925,12,8.03800010681152
BM,36.06,-118.39,1926,1,5.82200002670288
BM,36.06,-118.39,1926,2,6.27299976348877
BM,36.06,-118.39,1926,3,8.73299980163574
BM,36.06,-118.39,1926,4,9.34799957275391
BM,36.06,-118.39,1926,5,12.4119997024536
BM,36.06,-118.39,1926,6,20.1889991760254
BM,36.06,-118.39,1926,7,21.492000579834
BM,36.06,-118.39,1926,8,20.0879993438721
BM,36.06,-118.39,1926,9,15.0769996643066
BM,36.06,-118.39,1926,10,13.2530002593994
BM,36.06,-118.39,1926,11,10.4090003967285
BM,36.06,-118.39,1926,12,1.47200000286102
BM,36.06,-118.39,1927,1,3.05900001525879
BM,36.06,-118.39,1927,2,1.90799999237061
BM,36.06,-118.39,1927,3,4.25899982452393
BM,36.06,-118.39,1927,4,6.94999980926514
BM,36.06,-118.39,1927,5,11.0179996490479
BM,36.06,-118.39,1927,6,17.2240009307861
BM,36.06,-118.39,1927,7,21.1149997711182
BM,36.06,-118.39,1927,8,19.0020008087158
BM,36.06,-118.39,1927,9,12.9580001831055
BM,36.06,-118.39,1927,10,13.3540000915527
BM,36.06,-118.39,1927,11,10.6140003204346
BM,36.06,-118.39,1927,12,5.43900012969971
BM,36.06,-118.39,1928,1,9.07600021362305
BM,36.06,-118.39,1928,2,6.80999994277954
BM,36.06,-118.39,1928,3,8.01000022888184
BM,36.06,-118.39,1928,4,8.47299957275391
BM,36.06,-118.39,1928,5,13.8900003433228
BM,36.06,-118.39,1928,6,17.4599990844727
BM,36.06,-118.39,1928,7,20.617000579834
BM,36.06,-118.39,1928,8,20.6159992218018
BM,36.06,-118.39,1928,9,17.746000289917
BM,36.06,-118.39,1928,10,12.3990001678467
BM,36.06,-118.39,1928,11,9.81799983978271
BM,36.06,-118.39,1928,12,6.49700021743774
BM,36.06,-118.39,1929,1,5.06400012969971
BM,36.06,-118.39,1929,2,3.64499998092651
BM,36.06,-118.39,1929,3,6.48699998855591
BM,36.06,-118.39,1929,4,5.19899988174438
BM,36.06,-118.39,1929,5,13.3360004425049
BM,36.06,-118.39,1929,6,16.0459995269775
BM,36.06,-118.39,1929,7,20.1030006408691
BM,36.06,-118.39,1929,8,21.6690006256104
BM,36.06,-118.39,1929,9,16.3320007324219
BM,36.06,-118.39,1929,10,14.0670003890991
BM,36.06,-118.39,1929,11,13.0459995269775
BM,36.06,-118.39,1929,12,12.0979995727539
BM,36.06,-118.39,1930,1,3.38000011444092
BM,36.06,-118.39,1930,2,8.1540002822876
BM,36.06,-118.39,1930,3,7.2350001335144
BM,36.06,-118.39,1930,4,8.91100025177002
BM,36.06,-118.39,1930,5,7.34299993515015
BM,36.06,-118.39,1930,6,18.4990005493164
BM,36.06,-118.39,1930,7,20.8040008544922
BM,36.06,-118.39,1930,8,19.5020008087158
BM,36.06,-118.39,1930,9,12.8240003585815
BM,36.06,-118.39,1930,10,12.3680000305176
BM,36.06,-118.39,1930,11,8.94999980926514
BM,36.06,-118.39,1930,12,8.84799957275391
BM,36.06,-118.39,1931,1,5.56699991226196
BM,36.06,-118.39,1931,2,3.98200011253357
BM,36.06,-118.39,1931,3,8.8149995803833
BM,36.06,-118.39,1931,4,11.7220001220703
BM,36.06,-118.39,1931,5,15.3100004196167
BM,36.06,-118.39,1931,6,14.7349996566772
BM,36.06,-118.39,1931,7,23.7040004730225
BM,36.06,-118.39,1931,8,21.4950008392334
BM,36.06,-118.39,1931,9,15.0699996948242
BM,36.06,-118.39,1931,10,11.5690002441406
BM,36.06,-118.39,1931,11,7.44899988174438
BM,36.06,-118.39,1931,12,4.41699981689453
BM,36.06,-118.39,1932,1,2.94099998474121
BM,36.06,-118.39,1932,2,4.42399978637695
BM,36.06,-118.39,1932,3,7.95300006866455
BM,36.06,-118.39,1932,4,7.31300020217896
BM,36.06,-118.39,1932,5,10.5179996490479
BM,36.06,-118.39,1932,6,18.0739994049072
BM,36.06,-118.39,1932,7,19.9349994659424
BM,36.06,-118.39,1932,8,20.3889999389648
BM,36.06,-118.39,1932,9,18.9740009307861
BM,36.06,-118.39,1932,10,12.5590000152588
BM,36.06,-118.39,1932,11,12.0050001144409
BM,36.06,-118.39,1932,12,2.78200006484985
BM,36.06,-118.39,1933,1,3.76999998092651
BM,36.06,-118.39,1933,2,4.2960000038147
BM,36.06,-118.39,1933,3,7.28499984741211
BM,36.06,-118.39,1933,4,7.86800003051758
BM,36.06,-118.39,1933,5,6.83300018310547
BM,36.06,-118.39,1933,6,15.8129997253418
BM,36.06,-118.39,1933,7,22.4559993743896
BM,36.06,-118.39,1933,8,21.0009994506836
BM,36.06,-118.39,1933,9,16.0179996490479
BM,36.06,-118.39,1933,10,15.6960000991821
BM,36.06,-118.39,1933,11,12.0880002975464
BM,36.06,-118.39,1933,12,8.60099983215332
BM,36.06,-118.39,1934,1,8.38799953460693
BM,36.06,-118.39,1934,2,6.72800016403198
BM,36.06,-118.39,1934,3,12.3509998321533
BM,36.06,-118.39,1934,4,13.5240001678467
BM,36.06,-118.39,1934,5,14.2309999465942
BM,36.06,-118.39,1934,6,14.41100025177
BM,36.06,-118.39,1934,7,20.4810009002686
BM,36.06,-118.39,1934,8,20.8700008392334
BM,36.06,-118.39,1934,9,17.0869998931885
BM,36.06,-118.39,1934,10,13.0559997558594
BM,36.06,-118.39,1934,11,9.68000030517578
BM,36.06,-118.39,1934,12,6.36499977111816
BM,36.06,-118.39,1935,1,5.29699993133545
BM,36.06,-118.39,1935,2,6.19000005722046
BM,36.06,-118.39,1935,3,5.24399995803833
BM,36.06,-118.39,1935,4,6.67999982833862
BM,36.06,-118.39,1935,5,10.6999998092651
BM,36.06,-118.39,1935,6,19.4360008239746
BM,36.06,-118.39,1935,7,19.8120002746582
BM,36.06,-118.39,1935,8,21.6319999694824
BM,36.06,-118.39,1935,9,19.1989994049072
BM,36.06,-118.39,1935,10,11.0019998550415
BM,36.06,-118.39,1935,11,8.74300003051758
BM,36.06,-118.39,1935,12,6.75500011444092
BM,36.06,-118.39,1936,1,6.32200002670288
BM,36.06,-118.39,1936,2,4.4210000038147
BM,36.06,-118.39,1936,3,9.97399997711182
BM,36.06,-118.39,1936,4,10.335000038147
BM,36.06,-118.39,1936,5,14.3400001525879
BM,36.06,-118.39,1936,6,17.9060001373291
BM,36.06,-118.39,1936,7,21.867000579834
BM,36.06,-118.39,1936,8,22.1569995880127
BM,36.06,-118.39,1936,9,18.3959999084473
BM,36.06,-118.39,1936,10,13.1149997711182
BM,36.06,-118.39,1936,11,13.1330003738403
BM,36.06,-118.39,1936,12,5.83500003814697
BM,36.06,-118.39,1937,1,-0.884999990463257
BM,36.06,-118.39,1937,2,5.40799999237061
BM,36.06,-118.39,1937,3,8.02299976348877
BM,36.06,-118.39,1937,4,7.53599977493286
BM,36.06,-118.39,1937,5,13.8920001983643
BM,36.06,-118.39,1937,6,16.7919998168945
BM,36.06,-118.39,1937,7,21.3279991149902
BM,36.06,-118.39,1937,8,21.7800006866455
BM,36.06,-118.39,1937,9,17.6590003967285
BM,36.06,-118.39,1937,10,13.5050001144409
BM,36.06,-118.39,1937,11,11.0900001525879
BM,36.06,-118.39,1937,12,8.47200012207031
BM,36.06,-118.39,1938,1,7.22499990463257
BM,36.06,-118.39,1938,2,3.41799998283386
BM,36.06,-118.39,1938,3,4.27400016784668
BM,36.06,-118.39,1938,4,7.15799999237061
BM,36.06,-118.39,1938,5,11.4790000915527
BM,36.06,-118.39,1938,6,18.3649997711182
BM,36.06,-118.39,1938,7,20.9130001068115
BM,36.06,-118.39,1938,8,20.9309997558594
BM,36.06,-118.39,1938,9,18.4599990844727
BM,36.06,-118.39,1938,10,11.1020002365112
BM,36.06,-118.39,1938,11,9.27400016784668
BM,36.06,-118.39,1938,12,8.32699966430664
BM,36.06,-118.39,1939,1,5.70699977874756
BM,36.06,-118.39,1939,2,2.49699997901917
BM,36.06,-118.39,1939,3,8.29800033569336
BM,36.06,-118.39,1939,4,11.4390001296997
BM,36.06,-118.39,1939,5,12.7919998168945
BM,36.06,-118.39,1939,6,18.503999710083
BM,36.06,-118.39,1939,7,21.3689994812012
BM,36.06,-118.39,1939,8,22.8439998626709
BM,36.06,-118.39,1939,9,16.8509998321533
BM,36.06,-118.39,1939,10,12.6619997024536
BM,36.06,-118.39,1939,11,12.7749996185303
BM,36.06,-118.39,1939,12,10.3640003204346
BM,36.06,-118.39,1940,1,5.78999996185303
BM,36.06,-118.39,1940,2,5.15199995040894
BM,36.06,-118.39,1940,3,8.53499984741211
BM,36.06,-118.39,1940,4,8.71500015258789
BM,36.06,-118.39,1940,5,15.2930002212524
BM,36.06,-118.39,1940,6,20.7220001220703
BM,36.06,-118.39,1940,7,20.3649997711182
BM,36.06,-118.39,1940,8,22.2110004425049
BM,36.06,-118.39,1940,9,14.8070001602173
BM,36.06,-118.39,1940,10,12.8290004730225
BM,36.06,-118.39,1940,11,9.36100006103516
BM,36.06,-118.39,1940,12,7.20599985122681
BM,36.06,-118.39,1941,1,5.18300008773804
BM,36.06,-118.39,1941,2,4.66800022125244
BM,36.06,-118.39,1941,3,6.69999980926514
BM,36.06,-118.39,1941,4,5.71600008010864
BM,36.06,-118.39,1941,5,12.2270002365112
BM,36.06,-118.39,1941,6,15.173999786377
BM,36.06,-118.39,1941,7,20.8110008239746
BM,36.06,-118.39,1941,8,17.9769992828369
BM,36.06,-118.39,1941,9,14.6230001449585
BM,36.06,-118.39,1941,10,9.3100004196167
BM,36.06,-118.39,1941,11,11.4680004119873
BM,36.06,-118.39,1941,12,4.74900007247925
BM,36.06,-118.39,1942,1,4.66099977493286
BM,36.06,-118.39,1942,2,1.30999994277954
BM,36.06,-118.39,1942,3,5.51200008392334
BM,36.06,-118.39,1942,4,6.37599992752075
BM,36.06,-118.39,1942,5,9.5629997253418
BM,36.06,-118.39,1942,6,16.6609992980957
BM,36.06,-118.39,1942,7,22.3129997253418
BM,36.06,-118.39,1942,8,21.6509990692139
BM,36.06,-118.39,1942,9,16.8810005187988
BM,36.06,-118.39,1942,10,13.1499996185303
BM,36.06,-118.39,1942,11,10.3409996032715
BM,36.06,-118.39,1942,12,7.69299983978271
BM,36.06,-118.39,1943,1,6.53700017929077
BM,36.06,-118.39,1943,2,6.88800001144409
BM,36.06,-118.39,1943,3,6.61199998855591
BM,36.06,-118.39,1943,4,8.21300029754639
BM,36.06,-118.39,1943,5,13.0450000762939
BM,36.06,-118.39,1943,6,14.1350002288818
BM,36.06,-118.39,1943,7,20.5629997253418
BM,36.06,-118.39,1943,8,20.19700050354
BM,36.06,-118.39,1943,9,19.7469997406006
BM,36.06,-118.39,1943,10,12.9390001296997
BM,36.06,-118.39,1943,11,11.5030002593994
BM,36.06,-118.39,1943,12,5.63199996948242
BM,36.06,-118.39,1944,1,4.75099992752075
BM,36.06,-118.39,1944,2,2.37100005149841
BM,36.06,-118.39,1944,3,6.10400009155273
BM,36.06,-118.39,1944,4,5.18599987030029
BM,36.06,-118.39,1944,5,11.9350004196167
BM,36.06,-118.39,1944,6,12.8059997558594
BM,36.06,-118.39,1944,7,19.5709991455078
BM,36.06,-118.39,1944,8,21.0580005645752
BM,36.06,-118.39,1944,9,18.386999130249
BM,36.06,-118.39,1944,10,13.423999786377
BM,36.06,-118.39,1944,11,5.30100011825562
BM,36.06,-118.39,1944,12,4.13600015640259
BM,36.06,-118.39,1945,1,5.04199981689453
BM,36.06,-118.39,1945,2,3.19199991226196
BM,36.06,-118.39,1945,3,2.58699989318848
BM,36.06,-118.39,1945,4,7.99200010299683
BM,36.06,-118.39,1945,5,9.89000034332275
BM,36.06,-118.39,1945,6,16.7369995117188
BM,36.06,-118.39,1945,7,22.4570007324219
BM,36.06,-118.39,1945,8,21.2080001831055
BM,36.06,-118.39,1945,9,18.3379993438721
BM,36.06,-118.39,1945,10,12.1999998092651
BM,36.06,-118.39,1945,11,6.88800001144409
BM,36.06,-118.39,1945,12,2.43799996376038
BM,36.06,-118.39,1946,1,3.97199988365173
BM,36.06,-118.39,1946,2,3.60500001907349
BM,36.06,-118.39,1946,3,5.69700002670288
BM,36.06,-118.39,1946,4,10.8030004501343
BM,36.06,-118.39,1946,5,12.1379995346069
BM,36.06,-118.39,1946,6,17.1660003662109
BM,36.06,-118.39,1946,7,20.9020004272461
BM,36.06,-118.39,1946,8,21.9400005340576
BM,36.06,-118.39,1946,9,17.8269996643066
BM,36.06,-118.39,1946,10,9.35799980163574
BM,36.06,-118.39,1946,11,4.68499994277954
BM,36.06,-118.39,1946,12,4.21000003814697
BM,36.06,-118.39,1947,1,3.65799999237061
BM,36.06,-118.39,1947,2,6.28000020980835
BM,36.06,-118.39,1947,3,7.98199987411499
BM,36.06,-118.39,1947,4,9.29399967193604
BM,36.06,-118.39,1947,5,15.6789999008179
BM,36.06,-118.39,1947,6,16.863000869751
BM,36.06,-118.39,1947,7,20.0389995574951
BM,36.06,-118.39,1947,8,19.4379997253418
BM,36.06,-118.39,1947,9,19.6399993896484
BM,36.06,-118.39,1947,10,11.6780004501343
BM,36.06,-118.39,1947,11,5.09700012207031
BM,36.06,-118.39,1947,12,4.60300016403198
BM,36.06,-118.39,1948,1,8.03600025177002
BM,36.06,-118.39,1948,2,2.46900010108948
BM,36.06,-118.39,1948,3,2.33400011062622
BM,36.06,-118.39,1948,4,7.15500020980835
BM,36.06,-118.39,1948,5,10.2790002822876
BM,36.06,-118.39,1948,6,16.4050006866455
BM,36.06,-118.39,1948,7,20.6009998321533
BM,36.06,-118.39,1948,8,20.6609992980957
BM,36.06,-118.39,1948,9,18.3999996185303
BM,36.06,-118.39,1948,10,12.9119997024536
BM,36.06,-118.39,1948,11,8.51099967956543
BM,36.06,-118.39,1948,12,2.1470000743866
BM,36.06,-118.39,1949,1,-2.27600002288818
BM,36.06,-118.39,1949,2,1.33599996566772
BM,36.06,-118.39,1949,3,3.04900002479553
BM,36.06,-118.39,1949,4,10.5830001831055
BM,36.06,-118.39,1949,5,11.1440000534058
BM,36.06,-118.39,1949,6,18.4979991912842
BM,36.06,-118.39,1949,7,20.8680000305176
BM,36.06,-118.39,1949,8,19.4969997406006
BM,36.06,-118.39,1949,9,18.6499996185303
BM,36.06,-118.39,1949,10,12.4379997253418
BM,36.06,-118.39,1949,11,11.7220001220703
BM,36.06,-118.39,1949,12,3.05200004577637
BM,36.06,-118.39,1950,1,0.375
BM,36.06,-118.39,1950,2,5.97399997711182
BM,36.06,-118.39,1950,3,6.52799987792969
BM,36.06,-118.39,1950,4,10.8570003509521
BM,36.06,-118.39,1950,5,12.5570001602173
BM,36.06,-118.39,1950,6,17.4930000305176
BM,36.06,-118.39,1950,7,22.0410003662109
BM,36.06,-118.39,1950,8,21.9080009460449
BM,36.06,-118.39,1950,9,16.0869998931885
BM,36.06,-118.39,1950,10,14.3489999771118
BM,36.06,-118.39,1950,11,11.1070003509521
BM,36.06,-118.39,1950,12,7.44099998474121
BM,36.06,-118.39,1951,1,3.28699994087219
BM,36.06,-118.39,1951,2,3.80299997329712
BM,36.06,-118.39,1951,3,6.80499982833862
BM,36.06,-118.39,1951,4,8.74100017547607
BM,36.06,-118.39,1951,5,12.7040004730225
BM,36.06,-118.39,1951,6,17.6520004272461
BM,36.06,-118.39,1951,7,22.0170001983643
BM,36.06,-118.39,1951,8,21.5900001525879
BM,36.06,-118.39,1951,9,20.6229991912842
BM,36.06,-118.39,1951,10,11.8610000610352
BM,36.06,-118.39,1951,11,7.47200012207031
BM,36.06,-118.39,1951,12,1.20799994468689
BM,36.06,-118.39,1952,1,0.00499999988824129
BM,36.06,-118.39,1952,2,3.08400011062622
BM,36.06,-118.39,1952,3,2.37199997901917
BM,36.06,-118.39,1952,4,8.94600009918213
BM,36.06,-118.39,1952,5,14.3299999237061
BM,36.06,-118.39,1952,6,15.4919996261597
BM,36.06,-118.39,1952,7,21.30299949646
BM,36.06,-118.39,1952,8,22.0930004119873
BM,36.06,-118.39,1952,9,18.7210006713867
BM,36.06,-118.39,1952,10,16.9500007629395
BM,36.06,-118.39,1952,11,5.38299989700317
BM,36.06,-118.39,1952,12,3.37299990653992
BM,36.06,-118.39,1953,1,7.66699981689453
BM,36.06,-118.39,1953,2,5.33900022506714
BM,36.06,-118.39,1953,3,6.72599983215332
BM,36.06,-118.39,1953,4,7.91200017929077
BM,36.06,-118.39,1953,5,7.43900012969971
BM,36.06,-118.39,1953,6,14.9399995803833
BM,36.06,-118.39,1953,7,21.8409996032715
BM,36.06,-118.39,1953,8,20.0599994659424
BM,36.06,-118.39,1953,9,19.4080009460449
BM,36.06,-118.39,1953,10,11.9879999160767
BM,36.06,-118.39,1953,11,8.47900009155273
BM,36.06,-118.39,1953,12,6.60099983215332
BM,36.06,-118.39,1954,1,3.94600009918213
BM,36.06,-118.39,1954,2,10.0229997634888
BM,36.06,-118.39,1954,3,4.13600015640259
BM,36.06,-118.39,1954,4,11.5170001983643
BM,36.06,-118.39,1954,5,15.7259998321533
BM,36.06,-118.39,1954,6,16.2749996185303
BM,36.06,-118.39,1954,7,22.4160003662109
BM,36.06,-118.39,1954,8,19.4270000457764
BM,36.06,-118.39,1954,9,17.9680004119873
BM,36.06,-118.39,1954,10,14.3199996948242
BM,36.06,-118.39,1954,11,10.03600025177
BM,36.06,-118.39,1954,12,5.45499992370605
BM,36.06,-118.39,1955,1,1.08299994468689
BM,36.06,-118.39,1955,2,3.53399991989136
BM,36.06,-118.39,1955,3,6.34200000762939
BM,36.06,-118.39,1955,4,6.59200000762939
BM,36.06,-118.39,1955,5,11.0790004730225
BM,36.06,-118.39,1955,6,15.7589998245239
BM,36.06,-118.39,1955,7,19.6350002288818
BM,36.06,-118.39,1955,8,22.6599998474121
BM,36.06,-118.39,1955,9,18.4909992218018
BM,36.06,-118.39,1955,10,14.7299995422363
BM,36.06,-118.39,1955,11,7.64599990844727
BM,36.06,-118.39,1955,12,4.05999994277954
BM,36.06,-118.39,1956,1,3.7590000629425
BM,36.06,-118.39,1956,2,2.65799999237061
BM,36.06,-118.39,1956,3,7.49200010299683
BM,36.06,-118.39,1956,4,7.30499982833862
BM,36.06,-118.39,1956,5,11.5109996795654
BM,36.06,-118.39,1956,6,17.5200004577637
BM,36.06,-118.39,1956,7,19.6319999694824
BM,36.06,-118.39,1956,8,19.19700050354
BM,36.06,-118.39,1956,9,19.1849994659424
BM,36.06,-118.39,1956,10,10.4479999542236
BM,36.06,-118.39,1956,11,9.94600009918213
BM,36.06,-118.39,1956,12,7.46299982070923
BM,36.06,-118.39,1957,1,0.513000011444092
BM,36.06,-118.39,1957,2,5.71400022506714
BM,36.06,-118.39,1957,3,5.53200006484985
BM,36.06,-118.39,1957,4,7.94899988174438
BM,36.06,-118.39,1957,5,8.80000019073486
BM,36.06,-118.39,1957,6,18.2189998626709
BM,36.06,-118.39,1957,7,20.3190002441406
BM,36.06,-118.39,1957,8,20.2140007019043
BM,36.06,-118.39,1957,9,17.3400001525879
BM,36.06,-118.39,1957,10,8.89700031280518
BM,36.06,-118.39,1957,11,5.17000007629395
BM,36.06,-118.39,1957,12,6.7039999961853
BM,36.06,-118.39,1958,1,4.29199981689453
BM,36.06,-118.39,1958,2,4.43499994277954
BM,36.06,-118.39,1958,3,0.962000012397766
BM,36.06,-118.39,1958,4,7.89799976348877
BM,36.06,-118.39,1958,5,13.6829996109009
BM,36.06,-118.39,1958,6,15.3030004501343
BM,36.06,-118.39,1958,7,19.4669990539551
BM,36.06,-118.39,1958,8,22.3509998321533
BM,36.06,-118.39,1958,9,18.7299995422363
BM,36.06,-118.39,1958,10,16.0960006713867
BM,36.06,-118.39,1958,11,8.32100009918213
BM,36.06,-118.39,1958,12,9.47500038146973
BM,36.06,-118.39,1959,1,4.67600011825562
BM,36.06,-118.39,1959,2,1.50999999046326
BM,36.06,-118.39,1959,3,8.12199974060059
BM,36.06,-118.39,1959,4,12.4759998321533
BM,36.06,-118.39,1959,5,10.3129997253418
BM,36.06,-118.39,1959,6,18.7549991607666
BM,36.06,-118.39,1959,7,22.5979995727539
BM,36.06,-118.39,1959,8,20.8460006713867
BM,36.06,-118.39,1959,9,16.4559993743896
BM,36.06,-118.39,1959,10,14.9670000076294
BM,36.06,-118.39,1959,11,11.6520004272461
BM,36.06,-118.39,1959,12,6.63000011444092
BM,36.06,-118.39,1960,1,0.216000005602837
BM,36.06,-118.39,1960,2,2.31599998474121
