site,lat,long,year,month,tmax
BM,36.06,-118.39,1960,3,8.17000007629395
BM,36.06,-118.39,1960,4,9.2209997177124
BM,36.06,-118.39,1960,5,11.7069997787476
BM,36.06,-118.39,1960,6,20.2110004425049
BM,36.06,-118.39,1960,7,21.5610008239746
BM,36.06,-118.39,1960,8,21.4160003662109
BM,36.06,-118.39,1960,9,19.7040004730225
BM,36.06,-118.39,1960,10,12.4219999313354
BM,36.06,-118.39,1960,11,6.1399998664856
BM,36.06,-118.39,1960,12,5.77899980545044
BM,36.06,-118.39,1961,1,6.64499998092651
BM,36.06,-118.39,1961,2,4.53299999237061
BM,36.06,-118.39,1961,3,4.00500011444092
BM,36.06,-118.39,1961,4,9.92099952697754
BM,36.06,-118.39,1961,5,10.2170000076294
BM,36.06,-118.39,1961,6,19.4599990844727
BM,36.06,-118.39,1961,7,22.0820007324219
BM,36.06,-118.39,1961,8,20.992000579834
BM,36.06,-118.39,1961,9,16.6040000915527
BM,36.06,-118.39,1961,10,12.5150003433228
BM,36.06,-118.39,1961,11,6.60500001907349
BM,36.06,-118.39,1961,12,2.94000005722046
BM,36.06,-118.39,1962,1,4.65199995040894
BM,36.06,-118.39,1962,2,1.86500000953674
BM,36.06,-118.39,1962,3,1.3639999628067
BM,36.06,-118.39,1962,4,12.1400003433228
BM,36.06,-118.39,1962,5,8.82600021362305
BM,36.06,-118.39,1962,6,16.6159992218018
BM,36.06,-118.39,1962,7,20.0200004577637
BM,36.06,-118.39,1962,8,21.2630004882812
BM,36.06,-118.39,1962,9,19.0130004882812
BM,36.06,-118.39,1962,10,13.7700004577637
BM,36.06,-118.39,1962,11,8.96199989318848
BM,36.06,-118.39,1962,12,6.86999988555908
BM,36.06,-118.39,1963,1,4.57399988174438
BM,36.06,-118.39,1963,2,7.29500007629395
BM,36.06,-118.39,1963,3,3.34400010108948
BM,36.06,-118.39,1963,4,4.47200012207031
BM,36.06,-118.39,1963,5,11.2419996261597
BM,36.06,-118.39,1963,6,14.0839996337891
BM,36.06,-118.39,1963,7,20.1200008392334
BM,36.06,-118.39,1963,8,20.4669990539551
BM,36.06,-118.39,1963,9,18.4179992675781
BM,36.06,-118.39,1963,10,13.3280000686646
BM,36.06,-118.39,1963,11,6.92399978637695
BM,36.06,-118.39,1963,12,6.44999980926514
BM,36.06,-118.39,1964,1,3.3510000705719
BM,36.06,-118.39,1964,2,4.89099979400635
BM,36.06,-118.39,1964,3,3.1340000629425
BM,36.06,-118.39,1964,4,7.21199989318848
BM,36.06,-118.39,1964,5,10.3210000991821
BM,36.06,-118.39,1964,6,15.5520000457764
BM,36.06,-118.39,1964,7,21.0659999847412
BM,36.06,-118.39,1964,8,21.742000579834
BM,36.06,-118.39,1964,9,16.9669990539551
BM,36.06,-118.39,1964,10,16.3840007781982
BM,36.06,-118.39,1964,11,4.32600021362305
BM,36.06,-118.39,1964,12,2.82500004768372
BM,36.06,-118.39,1965,1,3.53500008583069
BM,36.06,-118.39,1965,2,5.46299982070923
BM,36.06,-118.39,1965,3,3.72099995613098
BM,36.06,-118.39,1965,4,6.65899991989136
BM,36.06,-118.39,1965,5,9.97299957275391
BM,36.06,-118.39,1965,6,13.8940000534058
BM,36.06,-118.39,1965,7,19.7530002593994
BM,36.06,-118.39,1965,8,20.7080001831055
BM,36.06,-118.39,1965,9,14.8800001144409
BM,36.06,-118.39,1965,10,16.503999710083
BM,36.06,-118.39,1965,11,6.71400022506714
BM,36.06,-118.39,1965,12,2.70000004768372
BM,36.06,-118.39,1966,1,2.47199988365173
BM,36.06,-118.39,1966,2,2.24900007247925
BM,36.06,-118.39,1966,3,7.11399984359741
BM,36.06,-118.39,1966,4,11.9180002212524
BM,36.06,-118.39,1966,5,14.6529998779297
BM,36.06,-118.39,1966,6,16.8150005340576
BM,36.06,-118.39,1966,7,20.0839996337891
BM,36.06,-118.39,1966,8,22.5510005950928
BM,36.06,-118.39,1966,9,17.6989994049072
BM,36.06,-118.39,1966,10,14.0640001296997
BM,36.06,-118.39,1966,11,7.30000019073486
BM,36.06,-118.39,1966,12,4.6100001335144
BM,36.06,-118.39,1967,1,5.32299995422363
BM,36.06,-118.39,1967,2,7.00600004196167
BM,36.06,-118.39,1967,3,4.90999984741211
BM,36.06,-118.39,1967,4,1.84200000762939
BM,36.06,-118.39,1967,5,11.4580001831055
BM,36.06,-118.39,1967,6,14.8780002593994
BM,36.06,-118.39,1967,7,22.2800006866455
BM,36.06,-118.39,1967,8,23.2129993438721
BM,36.06,-118.39,1967,9,17.6079998016357
BM,36.06,-118.39,1967,10,15.7390003204346
BM,36.06,-118.39,1967,11,9.91399955749512
BM,36.06,-118.39,1967,12,1.567999958992
BM,36.06,-118.39,1968,1,4.26900005340576
BM,36.06,-118.39,1968,2,5.95900011062622
BM,36.06,-118.39,1968,3,5.47800016403198
BM,36.06,-118.39,1968,4,9.05399990081787
BM,36.06,-118.39,1968,5,11.6280002593994
BM,36.06,-118.39,1968,6,18.32200050354
BM,36.06,-118.39,1968,7,21.2019996643066
BM,36.06,-118.39,1968,8,18.9850006103516
BM,36.06,-118.39,1968,9,18.9260005950928
BM,36.06,-118.39,1968,10,13.2390003204346
BM,36.06,-118.39,1968,11,7.27199983596802
BM,36.06,-118.39,1968,12,2.12199997901917
BM,36.06,-118.39,1969,1,4.56400012969971
BM,36.06,-118.39,1969,2,0.723999977111816
BM,36.06,-118.39,1969,3,3.96000003814697
BM,36.06,-118.39,1969,4,9.05900001525879
BM,36.06,-118.39,1969,5,13.5419998168945
BM,36.06,-118.39,1969,6,14.1190004348755
BM,36.06,-118.39,1969,7,20.5739994049072
BM,36.06,-118.39,1969,8,23.3659992218018
BM,36.06,-118.39,1969,9,18.8379993438721
BM,36.06,-118.39,1969,10,10.8920001983643
BM,36.06,-118.39,1969,11,9.51299953460693
BM,36.06,-118.39,1969,12,5.28900003433228
BM,36.06,-118.39,1970,1,4.42600011825562
BM,36.06,-118.39,1970,2,5.86999988555908
BM,36.06,-118.39,1970,3,5.51000022888184
BM,36.06,-118.39,1970,4,5.95499992370605
BM,36.06,-118.39,1970,5,13.7639999389648
BM,36.06,-118.39,1970,6,16.5629997253418
BM,36.06,-118.39,1970,7,22.0340003967285
BM,36.06,-118.39,1970,8,22.4899997711182
BM,36.06,-118.39,1970,9,18.0879993438721
BM,36.06,-118.39,1970,10,12.7559995651245
BM,36.06,-118.39,1970,11,8.87600040435791
BM,36.06,-118.39,1970,12,1.46399998664856
BM,36.06,-118.39,1971,1,6.0479998588562
BM,36.06,-118.39,1971,2,5.18800020217896
BM,36.06,-118.39,1971,3,6.34899997711182
BM,36.06,-118.39,1971,4,7.03499984741211
BM,36.06,-118.39,1971,5,6.98999977111816
BM,36.06,-118.39,1971,6,15.6999998092651
BM,36.06,-118.39,1971,7,21.2220001220703
BM,36.06,-118.39,1971,8,22.4050006866455
BM,36.06,-118.39,1971,9,18.1350002288818
BM,36.06,-118.39,1971,10,10.3699998855591
BM,36.06,-118.39,1971,11,6.80299997329712
BM,36.06,-118.39,1971,12,-0.39300000667572
BM,36.06,-118.39,1972,1,4.97599983215332
BM,36.06,-118.39,1972,2,6.29699993133545
BM,36.06,-118.39,1972,3,9.48400020599365
BM,36.06,-118.39,1972,4,8.62199974060059
BM,36.06,-118.39,1972,5,12.6420001983643
BM,36.06,-118.39,1972,6,18.0109996795654
BM,36.06,-118.39,1972,7,22.1849994659424
BM,36.06,-118.39,1972,8,19.7889995574951
BM,36.06,-118.39,1972,9,15.4169998168945
BM,36.06,-118.39,1972,10,8.8439998626709
BM,36.06,-118.39,1972,11,5.17199993133545
BM,36.06,-118.39,1972,12,2.9449999332428
BM,36.06,-118.39,1973,1,2.62100005149841
BM,36.06,-118.39,1973,2,2.94000005722046
BM,36.06,-118.39,1973,3,1.45799994468689
BM,36.06,-118.39,1973,4,7.33699989318848
BM,36.06,-118.39,1973,5,14.3649997711182
BM,36.06,-118.39,1973,6,18.5909996032715
BM,36.06,-118.39,1973,7,21.3110008239746
BM,36.06,-118.39,1973,8,20.5470008850098
BM,36.06,-118.39,1973,9,17.6569995880127
BM,36.06,-118.39,1973,10,12.6309995651245
BM,36.06,-118.39,1973,11,5.08300018310547
BM,36.06,-118.39,1973,12,6.14699983596802
BM,36.06,-118.39,1974,1,2.76300001144409
BM,36.06,-118.39,1974,2,5.01700019836426
BM,36.06,-118.39,1974,3,5.46600008010864
BM,36.06,-118.39,1974,4,8.28499984741211
BM,36.06,-118.39,1974,5,12.6680002212524
BM,36.06,-118.39,1974,6,19.1669998168945
BM,36.06,-118.39,1974,7,19.9479999542236
BM,36.06,-118.39,1974,8,20.7970008850098
BM,36.06,-118.39,1974,9,19.8150005340576
BM,36.06,-118.39,1974,10,11.8369998931885
BM,36.06,-118.39,1974,11,8.2519998550415
BM,36.06,-118.39,1974,12,3.53099989891052
BM,36.06,-118.39,1975,1,6.20800018310547
BM,36.06,-118.39,1975,2,2.82500004768372
BM,36.06,-118.39,1975,3,3.19600009918213
BM,36.06,-118.39,1975,4,2.72499990463257
BM,36.06,-118.39,1975,5,11.9720001220703
BM,36.06,-118.39,1975,6,17.1790008544922
BM,36.06,-118.39,1975,7,20.238000869751
BM,36.06,-118.39,1975,8,19.7040004730225
BM,36.06,-118.39,1975,9,18.6380004882812
BM,36.06,-118.39,1975,10,11.076000213623
BM,36.06,-118.39,1975,11,7.96400022506714
BM,36.06,-118.39,1975,12,7.38600015640259
BM,36.06,-118.39,1976,1,7.1100001335144
BM,36.06,-118.39,1976,2,4.76700019836426
BM,36.06,-118.39,1976,3,4.44999980926514
BM,36.06,-118.39,1976,4,6.51700019836426
BM,36.06,-118.39,1976,5,13.7130002975464
BM,36.06,-118.39,1976,6,16.6189994812012
BM,36.06,-118.39,1976,7,20.4330005645752
BM,36.06,-118.39,1976,8,16.4360008239746
BM,36.06,-118.39,1976,9,15.9750003814697
BM,36.06,-118.39,1976,10,12.6230001449585
BM,36.06,-118.39,1976,11,11.1920003890991
BM,36.06,-118.39,1976,12,7.39599990844727
BM,36.06,-118.39,1977,1,3.77900004386902
BM,36.06,-118.39,1977,2,7.2649998664856
BM,36.06,-118.39,1977,3,2.06800007820129
BM,36.06,-118.39,1977,4,11.1219997406006
BM,36.06,-118.39,1977,5,6.51399993896484
BM,36.06,-118.39,1977,6,18.6000003814697
BM,36.06,-118.39,1977,7,20.7880001068115
BM,36.06,-118.39,1977,8,21.7819995880127
BM,36.06,-118.39,1977,9,17.0230007171631
BM,36.06,-118.39,1977,10,13.8780002593994
BM,36.06,-118.39,1977,11,9.94299983978271
BM,36.06,-118.39,1977,12,6.65700006484985
BM,36.06,-118.39,1978,1,3.23099994659424
BM,36.06,-118.39,1978,2,3.85800004005432
BM,36.06,-118.39,1978,3,6.78700017929077
BM,36.06,-118.39,1978,4,5.27299976348877
BM,36.06,-118.39,1978,5,12.3570003509521
BM,36.06,-118.39,1978,6,16.9360008239746
BM,36.06,-118.39,1978,7,19.7339992523193
BM,36.06,-118.39,1978,8,20.0459995269775
BM,36.06,-118.39,1978,9,15.9230003356934
BM,36.06,-118.39,1978,10,15.0749998092651
BM,36.06,-118.39,1978,11,5.94000005722046
BM,36.06,-118.39,1978,12,2.96799993515015
BM,36.06,-118.39,1979,1,0.796999990940094
BM,36.06,-118.39,1979,2,3.06800007820129
BM,36.06,-118.39,1979,3,4.56699991226196
BM,36.06,-118.39,1979,4,8.6899995803833
BM,36.06,-118.39,1979,5,13.3859996795654
BM,36.06,-118.39,1979,6,18.2259998321533
BM,36.06,-118.39,1979,7,20.9459991455078
BM,36.06,-118.39,1979,8,19.5949993133545
BM,36.06,-118.39,1979,9,20.1700000762939
BM,36.06,-118.39,1979,10,12.4530000686646
BM,36.06,-118.39,1979,11,6.8270001411438
BM,36.06,-118.39,1979,12,7.26200008392334
BM,36.06,-118.39,1980,1,4.27299976348877
BM,36.06,-118.39,1980,2,5.74900007247925
BM,36.06,-118.39,1980,3,3.09599995613098
BM,36.06,-118.39,1980,4,8.95600032806396
BM,36.06,-118.39,1980,5,7.76200008392334
BM,36.06,-118.39,1980,6,14.3489999771118
BM,36.06,-118.39,1980,7,20.1410007476807
BM,36.06,-118.39,1980,8,19.6259994506836
BM,36.06,-118.39,1980,9,17.8619995117188
BM,36.06,-118.39,1980,10,13.2440004348755
BM,36.06,-118.39,1980,11,10.2559995651245
BM,36.06,-118.39,1980,12,8.72399997711182
BM,36.06,-118.39,1981,1,5.63000011444092
BM,36.06,-118.39,1981,2,6.59999990463257
BM,36.06,-118.39,1981,3,3.78900003433228
BM,36.06,-118.39,1981,4,10.1660003662109
BM,36.06,-118.39,1981,5,12.3199996948242
BM,36.06,-118.39,1981,6,20.1319999694824
BM,36.06,-118.39,1981,7,20.9360008239746
BM,36.06,-118.39,1981,8,22.1879997253418
BM,36.06,-118.39,1981,9,18.6609992980957
BM,36.06,-118.39,1981,10,8.59000015258789
BM,36.06,-118.39,1981,11,8.40100002288818
BM,36.06,-118.39,1981,12,6.61600017547607
BM,36.06,-118.39,1982,1,2.85400009155273
BM,36.06,-118.39,1982,2,5.83400011062622
BM,36.06,-118.39,1982,3,2.54299998283386
BM,36.06,-118.39,1982,4,6.59700012207031
BM,36.06,-118.39,1982,5,11.7530002593994
BM,36.06,-118.39,1982,6,13.7370004653931
BM,36.06,-118.39,1982,7,19.1100006103516
BM,36.06,-118.39,1982,8,21.3689994812012
BM,36.06,-118.39,1982,9,16.2399997711182
BM,36.06,-118.39,1982,10,11.6230001449585
BM,36.06,-118.39,1982,11,5.50600004196167
BM,36.06,-118.39,1982,12,3.68099999427795
BM,36.06,-118.39,1983,1,5.27600002288818
BM,36.06,-118.39,1983,2,3.51399993896484
BM,36.06,-118.39,1983,3,3.26099991798401
BM,36.06,-118.39,1983,4,3.47699999809265
BM,36.06,-118.39,1983,5,11.2910003662109
BM,36.06,-118.39,1983,6,16.451000213623
BM,36.06,-118.39,1983,7,19.1709995269775
BM,36.06,-118.39,1983,8,19.6700000762939
BM,36.06,-118.39,1983,9,18.1700000762939
BM,36.06,-118.39,1983,10,11.4329996109009
BM,36.06,-118.39,1983,11,5.66400003433228
BM,36.06,-118.39,1983,12,4.05000019073486
BM,36.06,-118.39,1984,1,6.86600017547607
BM,36.06,-118.39,1984,2,5.21400022506714
BM,36.06,-118.39,1984,3,7.12099981307983
BM,36.06,-118.39,1984,4,6.73199987411499
BM,36.06,-118.39,1984,5,14.9230003356934
BM,36.06,-118.39,1984,6,15.9899997711182
BM,36.06,-118.39,1984,7,21.0209999084473
BM,36.06,-118.39,1984,8,20.8759994506836
BM,36.06,-118.39,1984,9,18.6459999084473
BM,36.06,-118.39,1984,10,8.79300022125244
BM,36.06,-118.39,1984,11,4.76300001144409
BM,36.06,-118.39,1984,12,2.02999997138977
