site,lat,long,year,month,td_mean
BM,36.06,-118.39,1951,11,-7.16099977493286
BM,36.06,-118.39,1951,12,-9.89200019836426
BM,36.06,-118.39,1952,1,-13.2349996566772
BM,36.06,-118.39,1952,2,-9.59899997711182
BM,36.06,-118.39,1952,3,-8.80399990081787
BM,36.06,-118.39,1952,4,-3.3050000667572
BM,36.06,-118.39,1952,5,-3.7279999256134
BM,36.06,-118.39,1952,6,-1.72099995613098
BM,36.06,-118.39,1952,7,6.32600021362305
BM,36.06,-118.39,1952,8,3.46600008010864
BM,36.06,-118.39,1952,9,1.18799996376038
BM,36.06,-118.39,1952,10,-4.58699989318848
BM,36.06,-118.39,1952,11,-7.89699983596802
BM,36.06,-118.39,1952,12,-8.09200000762939
BM,36.06,-118.39,1954,1,-10.5909996032715
BM,36.06,-118.39,1954,2,-9.65499973297119
BM,36.06,-118.39,1954,3,-9.79699993133545
BM,36.06,-118.39,1954,4,-4.80700016021729
BM,36.06,-118.39,1954,5,-5.20699977874756
BM,36.06,-118.39,1954,6,-2.66499996185303
BM,36.06,-118.39,1954,7,5.87400007247925
BM,36.06,-118.39,1954,8,-2.125
BM,36.06,-118.39,1954,9,-5.77600002288818
BM,36.06,-118.39,1954,10,-5.83500003814697
BM,36.06,-118.39,1954,11,-4.9229998588562
BM,36.06,-118.39,1954,12,-12.7670001983643
BM,36.06,-118.39,1955,1,-12.5279998779297
BM,36.06,-118.39,1955,2,-11.9910001754761
BM,36.06,-118.39,1955,3,-9.81900024414062
BM,36.06,-118.39,1955,4,-8.69699954986572
BM,36.06,-118.39,1955,5,-2.66700005531311
BM,36.06,-118.39,1955,6,0.409000009298325
BM,36.06,-118.39,1955,7,1.89800000190735
BM,36.06,-118.39,1955,8,5.3270001411438
BM,36.06,-118.39,1955,9,-2.10500001907349
BM,36.06,-118.39,1955,10,-4.31899976730347
BM,36.06,-118.39,1955,11,-7.11700010299683
BM,36.06,-118.39,1955,12,-5.89499998092651
BM,36.06,-118.39,1956,1,-9.24400043487549
BM,36.06,-118.39,1956,2,-12.4449996948242
BM,36.06,-118.39,1956,3,-11.3859996795654
BM,36.06,-118.39,1956,4,-3.96499991416931
BM,36.06,-118.39,1956,5,-3.46399998664856
BM,36.06,-118.39,1956,6,-1.11099994182587
BM,36.06,-118.39,1956,7,4.60400009155273
BM,36.06,-118.39,1956,8,-2.08800005912781
BM,36.06,-118.39,1956,9,0.986000001430511
BM,36.06,-118.39,1956,10,-3.59400010108948
BM,36.06,-118.39,1956,11,-10.4670000076294
BM,36.06,-118.39,1956,12,-13.2290000915527
BM,36.06,-118.39,1957,1,-12.3339996337891
BM,36.06,-118.39,1957,2,-4.30399990081787
BM,36.06,-118.39,1957,3,-6.84000015258789
BM,36.06,-118.39,1957,4,-6.80200004577637
BM,36.06,-118.39,1957,5,-0.370000004768372
BM,36.06,-118.39,1957,6,2.00300002098083
BM,36.06,-118.39,1957,7,3.51600003242493
BM,36.06,-118.39,1957,8,1.942999958992
BM,36.06,-118.39,1957,9,-0.537999987602234
BM,36.06,-118.39,1957,10,-1.75300002098083
BM,36.06,-118.39,1957,11,-7.5789999961853
BM,36.06,-118.39,1957,12,-9.91399955749512
BM,36.06,-118.39,1958,1,-11.4020004272461
BM,36.06,-118.39,1958,2,-4.6100001335144
BM,36.06,-118.39,1958,3,-7.4229998588562
BM,36.06,-118.39,1958,4,-7.26599979400635
BM,36.06,-118.39,1958,5,-1.96099996566772
BM,36.06,-118.39,1958,6,0.10700000077486
BM,36.06,-118.39,1958,7,1.62699997425079
BM,36.06,-118.39,1958,8,6.86800003051758
BM,36.06,-118.39,1958,9,-0.18299999833107
BM,36.06,-118.39,1958,10,-2.91000008583069
BM,36.06,-118.39,1958,11,-7.35400009155273
BM,36.06,-118.39,1958,12,-9.80099964141846
BM,36.06,-118.39,1959,1,-9.79199981689453
BM,36.06,-118.39,1959,2,-8.18900012969971
BM,36.06,-118.39,1959,3,-10.2150001525879
BM,36.06,-118.39,1959,4,-6.58599996566772
BM,36.06,-118.39,1959,5,-4.33300018310547
BM,36.06,-118.39,1959,6,1.2059999704361
BM,36.06,-118.39,1959,7,5.15999984741211
BM,36.06,-118.39,1959,8,1.90799999237061
BM,36.06,-118.39,1959,9,-3.04699993133545
BM,36.06,-118.39,1959,10,-4.39699983596802
BM,36.06,-118.39,1959,11,-9.59500026702881
BM,36.06,-118.39,1959,12,-10.8039999008179
BM,36.06,-118.39,1960,1,-10.5120000839233
BM,36.06,-118.39,1960,2,-9.48999977111816
BM,36.06,-118.39,1960,3,-6.92500019073486
BM,36.06,-118.39,1960,4,-7.5460000038147
BM,36.06,-118.39,1960,5,-6.53399991989136
BM,36.06,-118.39,1960,6,1.3639999628067
BM,36.06,-118.39,1960,7,3.35999989509583
BM,36.06,-118.39,1960,8,-0.512000024318695
BM,36.06,-118.39,1960,9,0.370999991893768
BM,36.06,-118.39,1960,10,-4.03299999237061
BM,36.06,-118.39,1960,11,-5.85200023651123
BM,36.06,-118.39,1960,12,-11.8629999160767
BM,36.06,-118.39,1961,1,-14.0819997787476
BM,36.06,-118.39,1961,2,-7.48999977111816
BM,36.06,-118.39,1961,3,-7.67700004577637
BM,36.06,-118.39,1961,4,-8.07600021362305
BM,36.06,-118.39,1961,5,-5.68300008773804
BM,36.06,-118.39,1961,6,1.90499997138977
BM,36.06,-118.39,1961,7,4.6560001373291
BM,36.06,-118.39,1961,8,6.07600021362305
BM,36.06,-118.39,1961,9,-4.35799980163574
BM,36.06,-118.39,1961,10,-5.52299976348877
BM,36.06,-118.39,1961,11,-8.54599952697754
BM,36.06,-118.39,1961,12,-10.0129995346069
BM,36.06,-118.39,1965,1,-7.98400020599365
BM,36.06,-118.39,1965,2,-9.7819995880127
BM,36.06,-118.39,1965,3,-9.1540002822876
BM,36.06,-118.39,1965,4,-4.58599996566772
BM,36.06,-118.39,1965,5,-4.02299976348877
BM,36.06,-118.39,1965,6,0.776000022888184
BM,36.06,-118.39,1965,7,3.00399994850159
BM,36.06,-118.39,1965,8,1.83899998664856
BM,36.06,-118.39,1965,9,-5.09800004959106
BM,36.06,-118.39,1965,10,-6.26700019836426
BM,36.06,-118.39,1965,11,-5.00299978256226
BM,36.06,-118.39,1965,12,-10.6800003051758
BM,36.06,-118.39,1966,1,-14.3319997787476
BM,36.06,-118.39,1966,2,-12.6499996185303
BM,36.06,-118.39,1966,3,-9.55599975585938
BM,36.06,-118.39,1966,4,-9.32600021362305
BM,36.06,-118.39,1966,5,-2.08599996566772
BM,36.06,-118.39,1966,6,-0.684000015258789
BM,36.06,-118.39,1966,7,1.92700004577637
BM,36.06,-118.39,1966,8,2.74799990653992
BM,36.06,-118.39,1966,9,-1.13800001144409
BM,36.06,-118.39,1966,10,-4.92600011825562
BM,36.06,-118.39,1966,11,-3.90300011634827
BM,36.06,-118.39,1966,12,-9.62800025939941
BM,36.06,-118.39,1968,1,-11.3590002059937
BM,36.06,-118.39,1968,2,-2.71000003814697
BM,36.06,-118.39,1968,3,-7.6710000038147
BM,36.06,-118.39,1968,4,-8.20100021362305
BM,36.06,-118.39,1968,5,-4.93900012969971
BM,36.06,-118.39,1968,6,-0.870999991893768
BM,36.06,-118.39,1968,7,4.14900016784668
BM,36.06,-118.39,1968,8,0.363999992609024
BM,36.06,-118.39,1968,9,-3.92799997329712
BM,36.06,-118.39,1968,10,-5.88899993896484
BM,36.06,-118.39,1968,11,-6.36299991607666
BM,36.06,-118.39,1968,12,-11.128999710083
BM,36.06,-118.39,1969,1,-8.58600044250488
BM,36.06,-118.39,1969,2,-7.86600017547607
BM,36.06,-118.39,1969,3,-10.4449996948242
BM,36.06,-118.39,1969,4,-7.04199981689453
BM,36.06,-118.39,1969,5,-2.71900010108948
BM,36.06,-118.39,1969,6,2.28800010681152
BM,36.06,-118.39,1969,7,4.93400001525879
BM,36.06,-118.39,1969,8,2.38199996948242
BM,36.06,-118.39,1969,9,0.762000024318695
BM,36.06,-118.39,1969,10,-7.04199981689453
BM,36.06,-118.39,1969,11,-5.84800004959106
BM,36.06,-118.39,1969,12,-8.94099998474121
BM,36.06,-118.39,1970,1,-9.08199977874756
BM,36.06,-118.39,1970,2,-6.67399978637695
BM,36.06,-118.39,1970,3,-8.94900035858154
BM,36.06,-118.39,1970,4,-10.8400001525879
BM,36.06,-118.39,1970,5,-4.50299978256226
BM,36.06,-118.39,1970,6,1.40100002288818
BM,36.06,-118.39,1970,7,5.39200019836426
BM,36.06,-118.39,1970,8,4.01800012588501
BM,36.06,-118.39,1970,9,-7.09600019454956
BM,36.06,-118.39,1970,10,-7.47599983215332
BM,36.06,-118.39,1970,11,-5.16599988937378
BM,36.06,-118.39,1970,12,-9.13199996948242
BM,36.06,-118.39,1971,1,-9.92399978637695
BM,36.06,-118.39,1971,2,-10.4879999160767
BM,36.06,-118.39,1971,3,-10.3669996261597
BM,36.06,-118.39,1971,4,-8.23400020599365
BM,36.06,-118.39,1971,5,-2.03099989891052
BM,36.06,-118.39,1971,6,-1.93799996376038
BM,36.06,-118.39,1971,7,1.8309999704361
BM,36.06,-118.39,1971,8,4.15799999237061
BM,36.06,-118.39,1971,9,-5.53900003433228
BM,36.06,-118.39,1971,10,-6.58199977874756
BM,36.06,-118.39,1971,11,-7.5770001411438
BM,36.06,-118.39,1971,12,-10.6540002822876
BM,36.06,-118.39,1973,1,-11.246000289917
BM,36.06,-118.39,1973,2,-5.58699989318848
BM,36.06,-118.39,1973,3,-8.05399990081787
BM,36.06,-118.39,1973,4,-9.26799964904785
BM,36.06,-118.39,1973,5,-1.70299994945526
BM,36.06,-118.39,1973,6,-2.48000001907349
BM,36.06,-118.39,1973,7,0.759999990463257
BM,36.06,-118.39,1973,8,-0.595000028610229
BM,36.06,-118.39,1973,9,-6.83099985122681
BM,36.06,-118.39,1973,10,-9.49499988555908
BM,36.06,-118.39,1973,11,-6.15299987792969
BM,36.06,-118.39,1973,12,-10.3769998550415
BM,36.06,-118.39,1974,1,-10.2080001831055
BM,36.06,-118.39,1974,2,-12.7959995269775
BM,36.06,-118.39,1974,3,-6.51700019836426
BM,36.06,-118.39,1974,4,-11.4460000991821
BM,36.06,-118.39,1974,5,-6.71799993515015
BM,36.06,-118.39,1974,6,-3.53699994087219
BM,36.06,-118.39,1974,7,2.79399991035461
BM,36.06,-118.39,1974,8,-2.47300004959106
BM,36.06,-118.39,1974,9,-2.15300011634827
BM,36.06,-118.39,1974,10,-3.82599997520447
BM,36.06,-118.39,1974,11,-8.33500003814697
BM,36.06,-118.39,1974,12,-12.4329996109009
BM,36.06,-118.39,1975,1,-13.3020000457764
BM,36.06,-118.39,1975,2,-10.4200000762939
BM,36.06,-118.39,1975,3,-8.37100028991699
BM,36.06,-118.39,1975,4,-10.0590000152588
BM,36.06,-118.39,1975,5,-7.20100021362305
BM,36.06,-118.39,1975,6,-1.32099997997284
BM,36.06,-118.39,1975,7,1.10000002384186
BM,36.06,-118.39,1975,8,-2.75300002098083
BM,36.06,-118.39,1975,9,-0.583999991416931
BM,36.06,-118.39,1975,10,-7.56500005722046
BM,36.06,-118.39,1975,11,-10.1099996566772
BM,36.06,-118.39,1975,12,-10.4119997024536
BM,36.06,-118.39,1976,1,-13.2220001220703
BM,36.06,-118.39,1976,2,-9.67899990081787
BM,36.06,-118.39,1976,3,-14.0729999542236
BM,36.06,-118.39,1976,4,-9.98400020599365
BM,36.06,-118.39,1976,5,-5.08099985122681
BM,36.06,-118.39,1976,6,-3.64299988746643
BM,36.06,-118.39,1976,7,3.75200009346008
BM,36.06,-118.39,1976,8,-1.61000001430511
BM,36.06,-118.39,1976,9,0.662999987602234
BM,36.06,-118.39,1976,10,-5.84800004959106
BM,36.06,-118.39,1976,11,-7.28700017929077
BM,36.06,-118.39,1976,12,-16.0200004577637
BM,36.06,-118.39,1977,1,-13.1789999008179
BM,36.06,-118.39,1977,2,-12.3009996414185
BM,36.06,-118.39,1977,3,-14.5769996643066
BM,36.06,-118.39,1977,4,-10.9379997253418
BM,36.06,-118.39,1977,5,-6.04500007629395
BM,36.06,-118.39,1977,6,0.850000023841858
BM,36.06,-118.39,1977,7,0.266999989748001
BM,36.06,-118.39,1977,8,1.55599999427795
BM,36.06,-118.39,1977,9,-2.92000007629395
BM,36.06,-118.39,1977,10,-6.51000022888184
BM,36.06,-118.39,1977,11,-7.85599994659424
BM,36.06,-118.39,1977,12,-8.54699993133545
BM,36.06,-118.39,1978,1,-7.0019998550415
BM,36.06,-118.39,1978,2,-8.39900016784668
BM,36.06,-118.39,1978,3,-4.79099988937378
BM,36.06,-118.39,1978,4,-8.83399963378906
BM,36.06,-118.39,1978,5,-6.83799982070923
BM,36.06,-118.39,1978,6,-2.88700008392334
BM,36.06,-118.39,1978,7,1.5
BM,36.06,-118.39,1978,8,-1.94799995422363
BM,36.06,-118.39,1978,9,-2.62299990653992
BM,36.06,-118.39,1978,10,-4.56599998474121
BM,36.06,-118.39,1978,11,-5.72499990463257
BM,36.06,-118.39,1978,12,-12.8940000534058
BM,36.06,-118.39,1979,1,-12.4440002441406
BM,36.06,-118.39,1979,2,-12.8380002975464
BM,36.06,-118.39,1979,3,-6.15399980545044
BM,36.06,-118.39,1979,4,-9.82800006866455
BM,36.06,-118.39,1979,5,-3.07999992370605
BM,36.06,-118.39,1979,6,-2.89400005340576
BM,36.06,-118.39,1979,7,-0.234999999403954
BM,36.06,-118.39,1979,8,-0.444000005722046
BM,36.06,-118.39,1979,9,-1.43700003623962
BM,36.06,-118.39,1979,10,-6.14499998092651
BM,36.06,-118.39,1979,11,-11.164999961853
BM,36.06,-118.39,1979,12,-11.6639995574951
BM,36.06,-118.39,1980,1,-9.49499988555908
BM,36.06,-118.39,1980,2,-9.51799964904785
BM,36.06,-118.39,1980,3,-10.9720001220703
BM,36.06,-118.39,1980,4,-9.90900039672852
BM,36.06,-118.39,1980,5,-1.52600002288818
BM,36.06,-118.39,1980,6,-6.17999982833862
BM,36.06,-118.39,1980,7,1.60300004482269
BM,36.06,-118.39,1980,8,-1.35699999332428
BM,36.06,-118.39,1980,9,-3.75399994850159
BM,36.06,-118.39,1980,10,-5.93900012969971
BM,36.06,-118.39,1980,11,-12.8330001831055
BM,36.06,-118.39,1980,12,-11.1639995574951
BM,36.06,-118.39,1981,1,-8.61100006103516
BM,36.06,-118.39,1981,2,-11.6190004348755
BM,36.06,-118.39,1981,3,-7.80200004577637
BM,36.06,-118.39,1981,4,-8.71500015258789
BM,36.06,-118.39,1981,5,-4.07999992370605
BM,36.06,-118.39,1981,6,-0.839999973773956
BM,36.06,-118.39,1981,7,-0.910000026226044
BM,36.06,-118.39,1981,8,0.00100000004749745
BM,36.06,-118.39,1981,9,-1.49800002574921
BM,36.06,-118.39,1981,10,-6.61199998855591
BM,36.06,-118.39,1981,11,-5.65199995040894
BM,36.06,-118.39,1981,12,-8.80399990081787
BM,36.06,-118.39,1982,1,-12.4820003509521
BM,36.06,-118.39,1982,2,-8.18599987030029
BM,36.06,-118.39,1982,3,-8.8149995803833
BM,36.06,-118.39,1982,4,-9.51599979400635
BM,36.06,-118.39,1982,5,-6.31599998474121
BM,36.06,-118.39,1982,6,-1.38199996948242
BM,36.06,-118.39,1982,7,1.84599995613098
BM,36.06,-118.39,1982,8,0.927999973297119
BM,36.06,-118.39,1982,9,-2.1159999370575
BM,36.06,-118.39,1982,10,-8.9709997177124
BM,36.06,-118.39,1982,11,-10.951000213623
BM,36.06,-118.39,1982,12,-12.5209999084473
BM,36.06,-118.39,1983,1,-11.9619998931885
BM,36.06,-118.39,1983,2,-7.82999992370605
BM,36.06,-118.39,1983,3,-6.22399997711182
BM,36.06,-118.39,1983,4,-9.42599964141846
BM,36.06,-118.39,1983,5,-7.71999979019165
BM,36.06,-118.39,1983,6,-3.06900000572205
BM,36.06,-118.39,1983,7,-0.778999984264374
BM,36.06,-118.39,1983,8,3.20099997520447
BM,36.06,-118.39,1983,9,0.462000012397766
BM,36.06,-118.39,1983,10,-3.79299998283386
BM,36.06,-118.39,1983,11,-6.26100015640259
BM,36.06,-118.39,1983,12,-7.48400020599365
BM,36.06,-118.39,1984,1,-14.0480003356934
BM,36.06,-118.39,1984,2,-15.0260000228882
BM,36.06,-118.39,1984,3,-10.7259998321533
BM,36.06,-118.39,1984,4,-10.1759996414185
BM,36.06,-118.39,1984,5,-5.22300004959106
BM,36.06,-118.39,1984,6,-1.91400003433228
BM,36.06,-118.39,1984,7,7.26000022888184
BM,36.06,-118.39,1984,8,5.5479998588562
BM,36.06,-118.39,1984,9,1.77799999713898
BM,36.06,-118.39,1984,10,-6.99100017547607
BM,36.06,-118.39,1984,11,-9.29899978637695
BM,36.06,-118.39,1984,12,-12.1759996414185
BM,36.06,-118.39,1985,1,-13.6809997558594
BM,36.06,-118.39,1985,2,-11.7119998931885
BM,36.06,-118.39,1985,3,-10.7239999771118
BM,36.06,-118.39,1985,4,-7.81599998474121
BM,36.06,-118.39,1985,5,-8.37399959564209
BM,36.06,-118.39,1985,6,-1.21099996566772
BM,36.06,-118.39,1985,7,2.99399995803833
BM,36.06,-118.39,1985,8,-2.4210000038147
BM,36.06,-118.39,1985,9,-4.34299993515015
BM,36.06,-118.39,1985,10,-5.89300012588501
BM,36.06,-118.39,1985,11,-7.22399997711182
BM,36.06,-118.39,1985,12,-12.08899974823
BM,36.06,-118.39,1986,1,-9.35200023651123
BM,36.06,-118.39,1986,2,-6.09899997711182
BM,36.06,-118.39,1986,3,-5.51000022888184
BM,36.06,-118.39,1986,4,-7.3439998626709
BM,36.06,-118.39,1986,5,-6.49100017547607
BM,36.06,-118.39,1986,6,-1.557000041008
BM,36.06,-118.39,1986,7,2.36400008201599
BM,36.06,-118.39,1986,8,2.08899998664856
BM,36.06,-118.39,1986,9,-5.42199993133545
BM,36.06,-118.39,1986,10,-5.02400016784668
BM,36.06,-118.39,1986,11,-7.35599994659424
BM,36.06,-118.39,1986,12,-12.1909999847412
BM,36.06,-118.39,1987,1,-14.4820003509521
BM,36.06,-118.39,1987,2,-11.5679998397827
BM,36.06,-118.39,1987,3,-9.89900016784668
BM,36.06,-118.39,1987,4,-8.23600006103516
BM,36.06,-118.39,1987,5,-0.546999990940094
BM,36.06,-118.39,1987,6,-1.76999998092651
BM,36.06,-118.39,1987,7,-1.48599994182587
BM,36.06,-118.39,1987,8,-0.601000010967255
BM,36.06,-118.39,1987,9,-3.88100004196167
BM,36.06,-118.39,1987,10,-1.84700000286102
BM,36.06,-118.39,1987,11,-5.71000003814697
BM,36.06,-118.39,1987,12,-10.3339996337891
BM,36.06,-118.39,1988,1,-11.9270000457764
BM,36.06,-118.39,1988,2,-10.8500003814697
BM,36.06,-118.39,1988,3,-11.0120000839233
BM,36.06,-118.39,1988,4,-7.43599987030029
BM,36.06,-118.39,1988,5,-7.80299997329712
BM,36.06,-118.39,1988,6,0.120999999344349
BM,36.06,-118.39,1988,7,4.47900009155273
BM,36.06,-118.39,1988,8,3.72099995613098
BM,36.06,-118.39,1988,9,-2.11400008201599
BM,36.06,-118.39,1988,10,-4.74100017547607
BM,36.06,-118.39,1988,11,-5.6399998664856
BM,36.06,-118.39,1988,12,-12.1630001068115
BM,36.06,-118.39,1989,1,-13.3920001983643
BM,36.06,-118.39,1989,2,-9.43299961090088
BM,36.06,-118.39,1989,3,-7.18800020217896
BM,36.06,-118.39,1989,4,-9.86600017547607
BM,36.06,-118.39,1989,5,-6.22900009155273
BM,36.06,-118.39,1989,6,-0.865000009536743
BM,36.06,-118.39,1989,7,-0.591000020503998
BM,36.06,-118.39,1989,8,-1.35399997234344
BM,36.06,-118.39,1989,9,-1.86500000953674
BM,36.06,-118.39,1989,10,-6.13299989700317
BM,36.06,-118.39,1989,11,-11.1129999160767
BM,36.06,-118.39,1989,12,-14.6569995880127
BM,36.06,-118.39,1990,1,-11.878999710083
BM,36.06,-118.39,1990,2,-12.0279998779297
BM,36.06,-118.39,1990,3,-10.2320003509521
BM,36.06,-118.39,1990,4,-3.75200009346008
BM,36.06,-118.39,1990,5,-4.83300018310547
BM,36.06,-118.39,1990,6,-1.58500003814697
BM,36.06,-118.39,1990,7,4.46299982070923
BM,36.06,-118.39,1990,8,0.839999973773956
BM,36.06,-118.39,1990,9,0.901000022888184
BM,36.06,-118.39,1990,10,-7.25500011444092
BM,36.06,-118.39,1990,11,-10.9969997406006
BM,36.06,-118.39,1990,12,-17.9790000915527
BM,36.06,-118.39,1991,1,-13.5679998397827
BM,36.06,-118.39,1991,2,-11.5740003585815
BM,36.06,-118.39,1991,3,-9.39299964904785
BM,36.06,-118.39,1991,4,-10.3249998092651
BM,36.06,-118.39,1991,5,-6.22200012207031
BM,36.06,-118.39,1991,6,-2.63800001144409
BM,36.06,-118.39,1991,7,2.37800002098083
BM,36.06,-118.39,1991,8,0.959999978542328
BM,36.06,-118.39,1991,9,2.29099988937378
BM,36.06,-118.39,1991,10,-3.50300002098083
BM,36.06,-118.39,1991,11,-6.66300010681152
BM,36.06,-118.39,1991,12,-12.7869997024536
BM,36.06,-118.39,1992,1,-15.3229999542236
BM,36.06,-118.39,1992,2,-5.58799982070923
BM,36.06,-118.39,1992,3,-4.23799991607666
BM,36.06,-118.39,1992,4,-6.83799982070923
BM,36.06,-118.39,1992,5,-0.541000008583069
BM,36.06,-118.39,1992,6,0.73199999332428
BM,36.06,-118.39,1992,7,3.70700001716614
BM,36.06,-118.39,1992,8,2.50699996948242
BM,36.06,-118.39,1992,9,-3.84999990463257
BM,36.06,-118.39,1992,10,-3.61899995803833
BM,36.06,-118.39,1992,11,-11.2799997329712
BM,36.06,-118.39,1992,12,-12.7299995422363
BM,36.06,-118.39,1993,1,-11.5019998550415
BM,36.06,-118.39,1993,2,-6.76800012588501
BM,36.06,-118.39,1993,3,-6.14799976348877
BM,36.06,-118.39,1993,4,-9.57900047302246
BM,36.06,-118.39,1993,5,-3.84299993515015
BM,36.06,-118.39,1993,6,-1.92200005054474
BM,36.06,-118.39,1993,7,-2.02900004386902
BM,36.06,-118.39,1993,8,-0.0370000004768372
BM,36.06,-118.39,1993,9,-5.72900009155273
BM,36.06,-118.39,1993,10,-5.20100021362305
BM,36.06,-118.39,1993,11,-12.03600025177
BM,36.06,-118.39,1993,12,-12.628999710083
BM,36.06,-118.39,1994,1,-12.8780002593994
BM,36.06,-118.39,1994,2,-11.3290004730225
BM,36.06,-118.39,1994,3,-9.15299987792969
BM,36.06,-118.39,1994,4,-7.13800001144409
BM,36.06,-118.39,1994,5,-3.22499990463257
BM,36.06,-118.39,1994,6,-4.61299991607666
BM,36.06,-118.39,1994,7,-0.40200001001358
BM,36.06,-118.39,1994,8,0.0149999996647239
BM,36.06,-118.39,1994,9,-3.13100004196167
BM,36.06,-118.39,1994,10,-5.4689998626709
BM,36.06,-118.39,1994,11,-10.6560001373291
BM,36.06,-118.39,1994,12,-9.65999984741211
BM,36.06,-118.39,1995,1,-6.57200002670288
BM,36.06,-118.39,1995,2,-8.13799953460693
BM,36.06,-118.39,1995,3,-6.91699981689453
BM,36.06,-118.39,1995,4,-8.38099956512451
BM,36.06,-118.39,1995,5,-1.0460000038147
BM,36.06,-118.39,1995,6,-0.662000000476837
BM,36.06,-118.39,1995,7,1.43599998950958
BM,36.06,-118.39,1995,8,-0.108000002801418
BM,36.06,-118.39,1995,9,-1.57200002670288
BM,36.06,-118.39,1995,10,-8.81799983978271
BM,36.06,-118.39,1995,11,-7.06599998474121
BM,36.06,-118.39,1995,12,-10.3889999389648
BM,36.06,-118.39,1996,1,-11.2480001449585
BM,36.06,-118.39,1996,2,-4.71400022506714
BM,36.06,-118.39,1996,3,-10.8179998397827
BM,36.06,-118.39,1996,4,-8.69499969482422
BM,36.06,-118.39,1996,5,-4.78999996185303
BM,36.06,-118.39,1996,6,-1.68400001525879
BM,36.06,-118.39,1996,7,3.63800001144409
BM,36.06,-118.39,1996,8,1.53600001335144
BM,36.06,-118.39,1996,9,-2.72000002861023
BM,36.06,-118.39,1996,10,-6.75099992752075
BM,36.06,-118.39,1996,11,-5.8270001411438
BM,36.06,-118.39,1996,12,-8.11499977111816
BM,36.06,-118.39,1997,1,-8.14099979400635
BM,36.06,-118.39,1997,2,-11.5209999084473
BM,36.06,-118.39,1997,3,-11.7770004272461
BM,36.06,-118.39,1997,4,-7.59499979019165
BM,36.06,-118.39,1997,5,-2.13199996948242
BM,36.06,-118.39,1997,6,0.0820000022649765
BM,36.06,-118.39,1997,7,1.40600001811981
BM,36.06,-118.39,1997,8,1.99500000476837
BM,36.06,-118.39,1997,9,2.97300004959106
BM,36.06,-118.39,1997,10,-6.51700019836426
BM,36.06,-118.39,1997,11,-5.71600008010864
BM,36.06,-118.39,1997,12,-13.7259998321533
BM,36.06,-118.39,1998,1,-8.5
BM,36.06,-118.39,1998,2,-7.02799987792969
BM,36.06,-118.39,1998,3,-8.47399997711182
BM,36.06,-118.39,1998,4,-8.39999961853027
BM,36.06,-118.39,1998,5,-4.92399978637695
BM,36.06,-118.39,1998,6,-0.017000000923872
BM,36.06,-118.39,1998,7,3.94199991226196
BM,36.06,-118.39,1998,8,2.20199990272522
BM,36.06,-118.39,1998,9,2.2409999370575
BM,36.06,-118.39,1998,10,-7.22300004959106
BM,36.06,-118.39,1998,11,-7.88500022888184
BM,36.06,-118.39,1998,12,-13.1719999313354
BM,36.06,-118.39,1999,1,-13.2880001068115
BM,36.06,-118.39,1999,2,-11.3219995498657
BM,36.06,-118.39,1999,3,-10.5860004425049
BM,36.06,-118.39,1999,4,-9.49699974060059
BM,36.06,-118.39,1999,5,-4.42799997329712
BM,36.06,-118.39,1999,6,-1.84899997711182
BM,36.06,-118.39,1999,7,2.27500009536743
BM,36.06,-118.39,1999,8,0.580999970436096
BM,36.06,-118.39,1999,9,-1.43900001049042
BM,36.06,-118.39,1999,10,-9.25300025939941
BM,36.06,-118.39,1999,11,-10.878999710083
BM,36.06,-118.39,1999,12,-14.5970001220703
BM,36.06,-118.39,2000,1,-11.2180004119873
BM,36.06,-118.39,2000,2,-8.5939998626709
BM,36.06,-118.39,2000,3,-9.33500003814697
BM,36.06,-118.39,2000,4,-7.97300004959106
BM,36.06,-118.39,2000,5,-3.69000005722046
BM,36.06,-118.39,2000,6,-0.234999999403954
BM,36.06,-118.39,2000,7,-0.779999971389771
BM,36.06,-118.39,2000,8,0.0649999976158142
BM,36.06,-118.39,2000,9,-3.6340000629425
BM,36.06,-118.39,2000,10,-3.99399995803833
BM,36.06,-118.39,2000,11,-11.3450002670288
BM,36.06,-118.39,2000,12,-13.3920001983643
BM,36.06,-118.39,2001,1,-12.4930000305176
BM,36.06,-118.39,2001,2,-10.1339998245239
BM,36.06,-118.39,2001,3,-6.6560001373291
BM,36.06,-118.39,2001,4,-8.10200023651123
BM,36.06,-118.39,2001,5,-3.65000009536743
BM,36.06,-118.39,2001,6,-3.74300003051758
BM,36.06,-118.39,2001,7,1.59300005435944
BM,36.06,-118.39,2001,8,0.229000002145767
BM,36.06,-118.39,2001,9,-2.19099998474121
BM,36.06,-118.39,2001,10,-5.92799997329712
BM,36.06,-118.39,2001,11,-4.8769998550415
BM,36.06,-118.39,2001,12,-9.88399982452393
BM,36.06,-118.39,2002,1,-14.41100025177
BM,36.06,-118.39,2002,2,-13.0450000762939
BM,36.06,-118.39,2002,3,-12.3970003128052
BM,36.06,-118.39,2002,4,-7.61399984359741
BM,36.06,-118.39,2002,5,-6.15199995040894
BM,36.06,-118.39,2002,6,-1.9190000295639
BM,36.06,-118.39,2002,7,1.90499997138977
BM,36.06,-118.39,2002,8,-2.70600008964539
BM,36.06,-118.39,2002,9,-2.69000005722046
BM,36.06,-118.39,2002,10,-6.59299993515015
BM,36.06,-118.39,2002,11,-9.39900016784668
BM,36.06,-118.39,2002,12,-9.8459997177124
