site,lat,long,year,month,td_mean
BM,36.06,-118.39,2003,1,-9.08100032806396
BM,36.06,-118.39,2003,2,-10.6160001754761
BM,36.06,-118.39,2003,3,-9.01700019836426
BM,36.06,-118.39,2003,4,-8.86699962615967
BM,36.06,-118.39,2003,5,-4.83599996566772
BM,36.06,-118.39,2003,6,-0.559000015258789
BM,36.06,-118.39,2003,7,1.97000002861023
BM,36.06,-118.39,2003,8,3.68600010871887
BM,36.06,-118.39,2003,9,-2.77900004386902
BM,36.06,-118.39,2003,10,-6.8600001335144
BM,36.06,-118.39,2003,11,-9.26900005340576
BM,36.06,-118.39,2003,12,-10.798999786377
BM,36.06,-118.39,2004,1,-11.9169998168945
BM,36.06,-118.39,2004,2,-9.47599983215332
BM,36.06,-118.39,2004,3,-9.02299976348877
BM,36.06,-118.39,2004,4,-8.38300037384033
BM,36.06,-118.39,2004,5,-7.2649998664856
BM,36.06,-118.39,2004,6,-1.22699999809265
BM,36.06,-118.39,2004,7,1.15299999713898
BM,36.06,-118.39,2004,8,2.89100003242493
BM,36.06,-118.39,2004,9,-5.89799976348877
BM,36.06,-118.39,2004,10,-4.83900022506714
BM,36.06,-118.39,2004,11,-8.98200035095215
BM,36.06,-118.39,2004,12,-12.5950002670288
BM,36.06,-118.39,2005,1,-8.2810001373291
BM,36.06,-118.39,2005,2,-7.91599988937378
BM,36.06,-118.39,2005,3,-9.82100009918213
BM,36.06,-118.39,2005,4,-10.5600004196167
BM,36.06,-118.39,2005,5,-3.38100004196167
BM,36.06,-118.39,2005,6,-1.93400001525879
BM,36.06,-118.39,2005,7,3.98000001907349
BM,36.06,-118.39,2005,8,0.796999990940094
BM,36.06,-118.39,2005,9,-4.61600017547607
BM,36.06,-118.39,2005,10,-4.98299980163574
BM,36.06,-118.39,2005,11,-8.74300003051758
BM,36.06,-118.39,2005,12,-9.21000003814697
BM,36.06,-118.39,2006,1,-11.6470003128052
BM,36.06,-118.39,2006,2,-13.7220001220703
BM,36.06,-118.39,2006,3,-12.3039999008179
BM,36.06,-118.39,2006,4,-7.10400009155273
BM,36.06,-118.39,2006,5,-2.91499996185303
BM,36.06,-118.39,2006,6,-0.156000003218651
BM,36.06,-118.39,2006,7,3.82500004768372
BM,36.06,-118.39,2006,8,-1.74300003051758
BM,36.06,-118.39,2006,9,-5.63500022888184
BM,36.06,-118.39,2006,10,-7.28200006484985
BM,36.06,-118.39,2006,11,-9.23999977111816
BM,36.06,-118.39,2006,12,-13.5019998550415
BM,36.06,-118.39,2007,1,-15.5600004196167
BM,36.06,-118.39,2007,2,-9.20699977874756
BM,36.06,-118.39,2007,3,-9.97399997711182
BM,36.06,-118.39,2007,4,-6.89900016784668
BM,36.06,-118.39,2007,5,-6.55200004577637
BM,36.06,-118.39,2007,6,-3.55299997329712
BM,36.06,-118.39,2007,7,0.523000001907349
BM,36.06,-118.39,2007,8,-0.331000000238419
BM,36.06,-118.39,2007,9,-1.50999999046326
BM,36.06,-118.39,2007,10,-7.11299991607666
BM,36.06,-118.39,2007,11,-11.4949998855591
BM,36.06,-118.39,2007,12,-11.6350002288818
BM,36.06,-118.39,2008,1,-12.0620002746582
BM,36.06,-118.39,2008,2,-10.1350002288818
BM,36.06,-118.39,2008,3,-12.9429998397827
BM,36.06,-118.39,2008,4,-11.2510004043579
BM,36.06,-118.39,2008,5,-6.48699998855591
BM,36.06,-118.39,2008,6,-4.19700002670288
BM,36.06,-118.39,2008,7,1.93499994277954
BM,36.06,-118.39,2008,8,0.514999985694885
BM,36.06,-118.39,2008,9,-4.81199979782104
BM,36.06,-118.39,2008,10,-7.75
BM,36.06,-118.39,2008,11,-6.06699991226196
BM,36.06,-118.39,2008,12,-12.2469997406006
BM,36.06,-118.39,2009,1,-12.4899997711182
BM,36.06,-118.39,2009,2,-10.8529996871948
BM,36.06,-118.39,2009,3,-10.5319995880127
BM,36.06,-118.39,2009,4,-8.8430004119873
BM,36.06,-118.39,2009,5,-2.4449999332428
BM,36.06,-118.39,2009,6,-0.402999997138977
BM,36.06,-118.39,2009,7,0.930999994277954
BM,36.06,-118.39,2009,8,-2.64400005340576
BM,36.06,-118.39,2009,9,-3.48600006103516
BM,36.06,-118.39,2009,10,-6.44500017166138
BM,36.06,-118.39,2009,11,-10.71399974823
BM,36.06,-118.39,2009,12,-11.4340000152588
BM,36.06,-118.39,2010,1,-9.21700000762939
BM,36.06,-118.39,2010,2,-9.17000007629395
BM,36.06,-118.39,2010,3,-12.4250001907349
BM,36.06,-118.39,2010,4,-9.64799976348877
BM,36.06,-118.39,2010,5,-7.00600004196167
BM,36.06,-118.39,2010,6,-0.137999996542931
BM,36.06,-118.39,2010,7,2.1800000667572
BM,36.06,-118.39,2010,8,-1.74300003051758
BM,36.06,-118.39,2010,9,-5.10200023651123
BM,36.06,-118.39,2010,10,-1.64999997615814
BM,36.06,-118.39,2010,11,-8.9399995803833
BM,36.06,-118.39,2010,12,-7.68400001525879
BM,36.06,-118.39,2011,1,-13.4720001220703
BM,36.06,-118.39,2011,2,-13.6859998703003
BM,36.06,-118.39,2011,3,-9.15900039672852
BM,36.06,-118.39,2011,4,-7.77799987792969
BM,36.06,-118.39,2011,5,-5.77799987792969
BM,36.06,-118.39,2011,6,-1.1139999628067
BM,36.06,-118.39,2011,7,3.01799988746643
BM,36.06,-118.39,2011,8,0.603999972343445
BM,36.06,-118.39,2011,9,-1.05900001525879
BM,36.06,-118.39,2011,10,-3.8510000705719
BM,36.06,-118.39,2011,11,-9.09000015258789
BM,36.06,-118.39,2011,12,-17.3090000152588
BM,36.06,-118.39,2012,1,-15.78600025177
BM,36.06,-118.39,2012,2,-12.2370004653931
BM,36.06,-118.39,2012,3,-11.9490003585815
BM,36.06,-118.39,2012,4,-9.66600036621094
BM,36.06,-118.39,2012,5,-6.75899982452393
BM,36.06,-118.39,2012,6,-2.9449999332428
BM,36.06,-118.39,2012,7,-0.0860000029206276
BM,36.06,-118.39,2012,8,2.11199998855591
BM,36.06,-118.39,2012,9,-1.95200002193451
BM,36.06,-118.39,2012,10,-4.3769998550415
BM,36.06,-118.39,2012,11,-8.28299999237061
BM,36.06,-118.39,2012,12,-9.18400001525879
BM,36.06,-118.39,1895,1,-11.3990001678467
BM,36.06,-118.39,1895,2,-9.47399997711182
BM,36.06,-118.39,1895,3,-9.97200012207031
BM,36.06,-118.39,1895,4,-8.61999988555908
BM,36.06,-118.39,1895,5,-4.17600011825562
BM,36.06,-118.39,1895,6,-1.24300003051758
BM,36.06,-118.39,1895,7,2.15599989891052
BM,36.06,-118.39,1895,8,1.26600003242493
BM,36.06,-118.39,1895,9,-3.23300004005432
BM,36.06,-118.39,1895,10,-4.69299983978271
BM,36.06,-118.39,1895,11,-8.91399955749512
BM,36.06,-118.39,1895,12,-12.5050001144409
BM,36.06,-118.39,1896,1,-9.82600021362305
BM,36.06,-118.39,1896,2,-9.88599967956543
BM,36.06,-118.39,1896,3,-8.66199970245361
BM,36.06,-118.39,1896,4,-9.42899990081787
BM,36.06,-118.39,1896,5,-5.1560001373291
BM,36.06,-118.39,1896,6,-1.07500004768372
BM,36.06,-118.39,1896,7,3.60500001907349
BM,36.06,-118.39,1896,8,2.07299995422363
BM,36.06,-118.39,1896,9,-1.28900003433228
BM,36.06,-118.39,1896,10,-4.8270001411438
BM,36.06,-118.39,1896,11,-7.96700000762939
BM,36.06,-118.39,1896,12,-9.69499969482422
BM,36.06,-118.39,1899,1,-10.128999710083
BM,36.06,-118.39,1899,2,-10.5979995727539
BM,36.06,-118.39,1899,3,-8.9680004119873
BM,36.06,-118.39,1899,4,-7.92899990081787
BM,36.06,-118.39,1899,5,-5.71799993515015
BM,36.06,-118.39,1899,6,-0.720000028610229
BM,36.06,-118.39,1899,7,1.86300003528595
BM,36.06,-118.39,1899,8,1.14800000190735
BM,36.06,-118.39,1899,9,-2.20600008964539
BM,36.06,-118.39,1899,10,-4.84000015258789
BM,36.06,-118.39,1899,11,-5.73999977111816
BM,36.06,-118.39,1899,12,-11.0010004043579
BM,36.06,-118.39,1910,1,-13.6059999465942
BM,36.06,-118.39,1910,2,-11.03600025177
BM,36.06,-118.39,1910,3,-8.45899963378906
BM,36.06,-118.39,1910,4,-7.42399978637695
BM,36.06,-118.39,1910,5,-4.70699977874756
BM,36.06,-118.39,1910,6,-2.16400003433228
BM,36.06,-118.39,1910,7,2.11800003051758
BM,36.06,-118.39,1910,8,0.165000006556511
BM,36.06,-118.39,1910,9,-2.52999997138977
BM,36.06,-118.39,1910,10,-5.2960000038147
BM,36.06,-118.39,1910,11,-7.57000017166138
BM,36.06,-118.39,1910,12,-10.7510004043579
BM,36.06,-118.39,1921,1,-11.8409996032715
BM,36.06,-118.39,1921,2,-10.4630002975464
BM,36.06,-118.39,1921,3,-8.92599964141846
BM,36.06,-118.39,1921,4,-9.68400001525879
BM,36.06,-118.39,1921,5,-5.08900022506714
BM,36.06,-118.39,1921,6,-0.931999981403351
BM,36.06,-118.39,1921,7,2.13499999046326
BM,36.06,-118.39,1921,8,1.02600002288818
BM,36.06,-118.39,1921,9,-2.57800006866455
BM,36.06,-118.39,1921,10,-5.13399982452393
BM,36.06,-118.39,1921,11,-9.54300022125244
BM,36.06,-118.39,1921,12,-9.82400035858154
BM,36.06,-118.39,1922,1,-14.8780002593994
BM,36.06,-118.39,1922,2,-10.58899974823
BM,36.06,-118.39,1922,3,-11.0220003128052
BM,36.06,-118.39,1922,4,-10.7729997634888
BM,36.06,-118.39,1922,5,-5.15899991989136
BM,36.06,-118.39,1922,6,-1.18599998950958
BM,36.06,-118.39,1922,7,2.48600006103516
BM,36.06,-118.39,1922,8,1.26600003242493
BM,36.06,-118.39,1922,9,-1.65699994564056
BM,36.06,-118.39,1922,10,-5.65999984741211
BM,36.06,-118.39,1922,11,-10.6149997711182
BM,36.06,-118.39,1922,12,-9.70400047302246
BM,36.06,-118.39,1930,1,-12.03600025177
BM,36.06,-118.39,1930,2,-8.80300045013428
BM,36.06,-118.39,1930,3,-8.97000026702881
BM,36.06,-118.39,1930,4,-7.3289999961853
BM,36.06,-118.39,1930,5,-5.56599998474121
BM,36.06,-118.39,1930,6,-1.692999958992
BM,36.06,-118.39,1930,7,1.81400001049042
BM,36.06,-118.39,1930,8,1.47599995136261
BM,36.06,-118.39,1930,9,-1.80999994277954
BM,36.06,-118.39,1930,10,-6.2979998588562
BM,36.06,-118.39,1930,11,-9.41800022125244
BM,36.06,-118.39,1930,12,-14.168999671936
BM,36.06,-118.39,1935,1,-11.6339998245239
BM,36.06,-118.39,1935,2,-9.45699977874756
BM,36.06,-118.39,1935,3,-11.6470003128052
BM,36.06,-118.39,1935,4,-6.78700017929077
BM,36.06,-118.39,1935,5,-4.93300008773804
BM,36.06,-118.39,1935,6,-1.29799997806549
BM,36.06,-118.39,1935,7,1.83800005912781
BM,36.06,-118.39,1935,8,1.53900003433228
BM,36.06,-118.39,1935,9,-1.72899997234344
BM,36.06,-118.39,1935,10,-5.82399988174438
BM,36.06,-118.39,1935,11,-10.835000038147
BM,36.06,-118.39,1935,12,-11.7379999160767
BM,36.06,-118.39,1937,1,-16.257999420166
BM,36.06,-118.39,1937,2,-10.9680004119873
BM,36.06,-118.39,1937,3,-8.9399995803833
BM,36.06,-118.39,1937,4,-9.125
BM,36.06,-118.39,1937,5,-4.99900007247925
BM,36.06,-118.39,1937,6,-0.705999970436096
BM,36.06,-118.39,1937,7,2.74000000953674
BM,36.06,-118.39,1937,8,0.986999988555908
BM,36.06,-118.39,1937,9,-1.88999998569489
BM,36.06,-118.39,1937,10,-5.40999984741211
BM,36.06,-118.39,1937,11,-7.38100004196167
BM,36.06,-118.39,1937,12,-10.1300001144409
BM,36.06,-118.39,1939,1,-12.1859998703003
BM,36.06,-118.39,1939,2,-12.4329996109009
BM,36.06,-118.39,1939,3,-9.8430004119873
BM,36.06,-118.39,1939,4,-7.5939998626709
BM,36.06,-118.39,1939,5,-4.55299997329712
BM,36.06,-118.39,1939,6,-1.71099996566772
BM,36.06,-118.39,1939,7,2.25600004196167
BM,36.06,-118.39,1939,8,1.54799997806549
BM,36.06,-118.39,1939,9,-0.453999996185303
BM,36.06,-118.39,1939,10,-5.74399995803833
BM,36.06,-118.39,1939,11,-9.70899963378906
BM,36.06,-118.39,1939,12,-10.451000213623
BM,36.06,-118.39,1946,1,-13.0629997253418
BM,36.06,-118.39,1946,2,-11.5769996643066
BM,36.06,-118.39,1946,3,-9.83899974822998
BM,36.06,-118.39,1946,4,-7.58099985122681
BM,36.06,-118.39,1946,5,-4.11399984359741
BM,36.06,-118.39,1946,6,-1.17499995231628
BM,36.06,-118.39,1946,7,3.34899997711182
BM,36.06,-118.39,1946,8,1.625
BM,36.06,-118.39,1946,9,-2.29099988937378
BM,36.06,-118.39,1946,10,-6.08799982070923
BM,36.06,-118.39,1946,11,-9.12199974060059
BM,36.06,-118.39,1946,12,-9.31700038909912
BM,36.06,-118.39,1949,1,-15.1660003662109
BM,36.06,-118.39,1949,2,-9.47900009155273
BM,36.06,-118.39,1949,3,-7.8730001449585
BM,36.06,-118.39,1949,4,-5.58300018310547
BM,36.06,-118.39,1949,5,-1.7940000295639
BM,36.06,-118.39,1949,6,1.21200001239777
BM,36.06,-118.39,1949,7,3.9779999256134
BM,36.06,-118.39,1949,8,-0.999000012874603
BM,36.06,-118.39,1949,9,-1.00199997425079
BM,36.06,-118.39,1949,10,-4.06699991226196
BM,36.06,-118.39,1949,11,-5.1560001373291
BM,36.06,-118.39,1949,12,-11.7410001754761
BM,36.06,-118.39,1953,1,-8.31999969482422
BM,36.06,-118.39,1953,2,-11.8699998855591
BM,36.06,-118.39,1953,3,-10.0979995727539
BM,36.06,-118.39,1953,4,-6.67700004577637
BM,36.06,-118.39,1953,5,-6.06300020217896
BM,36.06,-118.39,1953,6,-4.7649998664856
BM,36.06,-118.39,1953,7,5.56799983978271
BM,36.06,-118.39,1953,8,1.39400005340576
BM,36.06,-118.39,1953,9,-1.74100005626678
BM,36.06,-118.39,1953,10,-4.35799980163574
BM,36.06,-118.39,1953,11,-3.12100005149841
BM,36.06,-118.39,1953,12,-13.8059997558594
BM,36.06,-118.39,1962,1,-12.1920003890991
BM,36.06,-118.39,1962,2,-6.61100006103516
BM,36.06,-118.39,1962,3,-12.7440004348755
BM,36.06,-118.39,1962,4,-9.38599967956543
BM,36.06,-118.39,1962,5,-5.96299982070923
BM,36.06,-118.39,1962,6,-0.732999980449677
BM,36.06,-118.39,1962,7,1.96800005435944
BM,36.06,-118.39,1962,8,-0.432000011205673
BM,36.06,-118.39,1962,9,-2.64800000190735
BM,36.06,-118.39,1962,10,-4.34299993515015
BM,36.06,-118.39,1962,11,-6.84299993515015
BM,36.06,-118.39,1962,12,-10.3240003585815
BM,36.06,-118.39,1963,1,-14.2889995574951
BM,36.06,-118.39,1963,2,-5.73000001907349
BM,36.06,-118.39,1963,3,-12.1339998245239
BM,36.06,-118.39,1963,4,-10.1359996795654
BM,36.06,-118.39,1963,5,-4.31500005722046
BM,36.06,-118.39,1963,6,0.679000020027161
BM,36.06,-118.39,1963,7,-0.0450000017881393
BM,36.06,-118.39,1963,8,1.61800003051758
BM,36.06,-118.39,1963,9,0.851999998092651
BM,36.06,-118.39,1963,10,-1.89900004863739
BM,36.06,-118.39,1963,11,-6.27099990844727
BM,36.06,-118.39,1963,12,-12.6140003204346
BM,36.06,-118.39,1964,1,-12.8730001449585
BM,36.06,-118.39,1964,2,-14.5579996109009
BM,36.06,-118.39,1964,3,-11.5459995269775
BM,36.06,-118.39,1964,4,-7.27600002288818
BM,36.06,-118.39,1964,5,-5.41300010681152
BM,36.06,-118.39,1964,6,-0.256999999284744
BM,36.06,-118.39,1964,7,3.43199992179871
BM,36.06,-118.39,1964,8,2.74799990653992
BM,36.06,-118.39,1964,9,-3.79800009727478
BM,36.06,-118.39,1964,10,-1.83000004291534
BM,36.06,-118.39,1964,11,-7.51999998092651
BM,36.06,-118.39,1964,12,-7.84200000762939
BM,36.06,-118.39,1967,1,-10.1820001602173
BM,36.06,-118.39,1967,2,-10.6700000762939
BM,36.06,-118.39,1967,3,-9.50300025939941
BM,36.06,-118.39,1967,4,-9.55599975585938
BM,36.06,-118.39,1967,5,-3.65499997138977
BM,36.06,-118.39,1967,6,1.37199997901917
BM,36.06,-118.39,1967,7,5.13899993896484
BM,36.06,-118.39,1967,8,4.15899991989136
BM,36.06,-118.39,1967,9,2.18199992179871
BM,36.06,-118.39,1967,10,-7.70100021362305
BM,36.06,-118.39,1967,11,-3.2590000629425
BM,36.06,-118.39,1967,12,-10.7250003814697
BM,36.06,-118.39,1972,1,-12.3570003509521
BM,36.06,-118.39,1972,2,-7.96700000762939
BM,36.06,-118.39,1972,3,-7.64499998092651
BM,36.06,-118.39,1972,4,-8.90900039672852
BM,36.06,-118.39,1972,5,-4.14900016784668
BM,36.06,-118.39,1972,6,3.21399998664856
BM,36.06,-118.39,1972,7,2.15899991989136
BM,36.06,-118.39,1972,8,0.209000006318092
BM,36.06,-118.39,1972,9,-0.950999975204468
BM,36.06,-118.39,1972,10,-2.54399991035461
BM,36.06,-118.39,1972,11,-6.97300004959106
BM,36.06,-118.39,1972,12,-11.1719999313354
