site,lat,long,year,month,tmin
BM,36.06,-118.39,1953,5,-4.67799997329712
BM,36.06,-118.39,1953,6,1.64499998092651
BM,36.06,-118.39,1953,7,9.00599956512451
BM,36.06,-118.39,1953,8,6.28499984741211
BM,36.06,-118.39,1953,9,6.34100008010864
BM,36.06,-118.39,1953,10,-0.296999990940094
BM,36.06,-118.39,1953,11,-2.66899991035461
BM,36.06,-118.39,1953,12,-5.41300010681152
BM,36.06,-118.39,1954,1,-7.23199987411499
BM,36.06,-118.39,1954,2,-4.82000017166138
BM,36.06,-118.39,1954,3,-8.94200038909912
BM,36.06,-118.39,1954,4,-2.46799993515015
BM,36.06,-118.39,1954,5,1.61000001430511
BM,36.06,-118.39,1954,6,2.70099997520447
BM,36.06,-118.39,1954,7,8.68599987030029
BM,36.06,-118.39,1954,8,5.62400007247925
BM,36.06,-118.39,1954,9,4.34000015258789
BM,36.06,-118.39,1954,10,0.777999997138977
BM,36.06,-118.39,1954,11,-1.63399994373322
BM,36.06,-118.39,1954,12,-6.22300004959106
BM,36.06,-118.39,1956,1,-6.37599992752075
BM,36.06,-118.39,1956,2,-10.331000328064
BM,36.06,-118.39,1956,3,-6.42399978637695
BM,36.06,-118.39,1956,4,-5.46099996566772
BM,36.06,-118.39,1956,5,-0.474999994039536
BM,36.06,-118.39,1956,6,3.91400003433228
BM,36.06,-118.39,1956,7,7.01300001144409
BM,36.06,-118.39,1956,8,5.89599990844727
BM,36.06,-118.39,1956,9,5.94999980926514
BM,36.06,-118.39,1956,10,-1.10699999332428
BM,36.06,-118.39,1956,11,-2.74200010299683
BM,36.06,-118.39,1956,12,-4.94600009918213
BM,36.06,-118.39,1957,1,-11.1169996261597
BM,36.06,-118.39,1957,2,-5.79699993133545
BM,36.06,-118.39,1957,3,-6.74599981307983
BM,36.06,-118.39,1957,4,-4.73899984359741
BM,36.06,-118.39,1957,5,-2.23799991607666
BM,36.06,-118.39,1957,6,4.67199993133545
BM,36.06,-118.39,1957,7,6.84000015258789
BM,36.06,-118.39,1957,8,6.09100008010864
BM,36.06,-118.39,1957,9,4.38000011444092
BM,36.06,-118.39,1957,10,-1.85599994659424
BM,36.06,-118.39,1957,11,-5.24499988555908
BM,36.06,-118.39,1957,12,-5.08199977874756
BM,36.06,-118.39,1958,1,-7.22700023651123
BM,36.06,-118.39,1958,2,-7.09700012207031
BM,36.06,-118.39,1958,3,-10.2810001373291
BM,36.06,-118.39,1958,4,-6.11100006103516
BM,36.06,-118.39,1958,5,-0.814999997615814
BM,36.06,-118.39,1958,6,2.22199988365173
BM,36.06,-118.39,1958,7,6.24700021743774
BM,36.06,-118.39,1958,8,8.97299957275391
BM,36.06,-118.39,1958,9,4.83300018310547
BM,36.06,-118.39,1958,10,2.33899998664856
BM,36.06,-118.39,1958,11,-3.48399996757507
BM,36.06,-118.39,1958,12,-1.99899995326996
BM,36.06,-118.39,1959,1,-5.69299983978271
BM,36.06,-118.39,1959,2,-10.1400003433228
BM,36.06,-118.39,1959,3,-5.5019998550415
BM,36.06,-118.39,1959,4,-2.1710000038147
BM,36.06,-118.39,1959,5,-2.86100006103516
BM,36.06,-118.39,1959,6,4.57600021362305
BM,36.06,-118.39,1959,7,9.01399993896484
BM,36.06,-118.39,1959,8,6.77600002288818
BM,36.06,-118.39,1959,9,3.46099996566772
BM,36.06,-118.39,1959,10,1.82400000095367
BM,36.06,-118.39,1959,11,-1.63399994373322
BM,36.06,-118.39,1959,12,-4.67600011825562
BM,36.06,-118.39,1960,1,-10.8109998703003
BM,36.06,-118.39,1960,2,-9.31700038909912
BM,36.06,-118.39,1960,3,-4.92500019073486
BM,36.06,-118.39,1960,4,-4.30600023269653
BM,36.06,-118.39,1960,5,-1.60000002384186
BM,36.06,-118.39,1960,6,5.85099983215332
BM,36.06,-118.39,1960,7,8.55900001525879
BM,36.06,-118.39,1960,8,7.22399997711182
BM,36.06,-118.39,1960,9,6.02500009536743
BM,36.06,-118.39,1960,10,0.0370000004768372
BM,36.06,-118.39,1960,11,-5.08500003814697
BM,36.06,-118.39,1960,12,-6.40100002288818
BM,36.06,-118.39,1961,1,-5.52400016784668
BM,36.06,-118.39,1961,2,-6.40299987792969
BM,36.06,-118.39,1961,3,-7.52899980545044
BM,36.06,-118.39,1961,4,-4.0479998588562
BM,36.06,-118.39,1961,5,-2.17199993133545
BM,36.06,-118.39,1961,6,5.82800006866455
BM,36.06,-118.39,1961,7,9.00800037384033
BM,36.06,-118.39,1961,8,8.41600036621094
BM,36.06,-118.39,1961,9,3.79500007629395
BM,36.06,-118.39,1961,10,0.778999984264374
BM,36.06,-118.39,1961,11,-4.32299995422363
BM,36.06,-118.39,1961,12,-7.09200000762939
BM,36.06,-118.39,1963,1,-6.47900009155273
BM,36.06,-118.39,1963,2,-3.28500008583069
BM,36.06,-118.39,1963,3,-8.13199996948242
BM,36.06,-118.39,1963,4,-7.4520001411438
BM,36.06,-118.39,1963,5,0.234999999403954
BM,36.06,-118.39,1963,6,2.0090000629425
BM,36.06,-118.39,1963,7,6.01300001144409
BM,36.06,-118.39,1963,8,5.89900016784668
BM,36.06,-118.39,1963,9,5.28700017929077
BM,36.06,-118.39,1963,10,1.16299998760223
BM,36.06,-118.39,1963,11,-3.29099988937378
BM,36.06,-118.39,1963,12,-4.74399995803833
BM,36.06,-118.39,1964,1,-8.02400016784668
BM,36.06,-118.39,1964,2,-8.13199996948242
BM,36.06,-118.39,1964,3,-9.38599967956543
BM,36.06,-118.39,1964,4,-6.04500007629395
BM,36.06,-118.39,1964,5,-2.55399990081787
BM,36.06,-118.39,1964,6,2.63800001144409
BM,36.06,-118.39,1964,7,7.11399984359741
BM,36.06,-118.39,1964,8,8.06099987030029
BM,36.06,-118.39,1964,9,4.23600006103516
BM,36.06,-118.39,1964,10,3.96399998664856
BM,36.06,-118.39,1964,11,-5.59899997711182
BM,36.06,-118.39,1964,12,-5.66099977493286
BM,36.06,-118.39,1965,1,-6.40500020980835
BM,36.06,-118.39,1965,2,-6.39799976348877
BM,36.06,-118.39,1965,3,-6.75500011444092
BM,36.06,-118.39,1965,4,-5.12200021743774
BM,36.06,-118.39,1965,5,-2.12400007247925
BM,36.06,-118.39,1965,6,1.46700000762939
BM,36.06,-118.39,1965,7,6.9520001411438
BM,36.06,-118.39,1965,8,7.48400020599365
BM,36.06,-118.39,1965,9,2.27999997138977
BM,36.06,-118.39,1965,10,3.48000001907349
BM,36.06,-118.39,1965,11,-2.28800010681152
BM,36.06,-118.39,1965,12,-6.96099996566772
BM,36.06,-118.39,1968,1,-6.89900016784668
BM,36.06,-118.39,1968,2,-4.83400011062622
BM,36.06,-118.39,1968,3,-6.36700010299683
BM,36.06,-118.39,1968,4,-4.15399980545044
BM,36.06,-118.39,1968,5,-0.694999992847443
BM,36.06,-118.39,1968,6,5.53299999237061
BM,36.06,-118.39,1968,7,8.90200042724609
BM,36.06,-118.39,1968,8,5.71299982070923
BM,36.06,-118.39,1968,9,5.84000015258789
BM,36.06,-118.39,1968,10,1.58299994468689
BM,36.06,-118.39,1968,11,-2.67700004577637
BM,36.06,-118.39,1968,12,-7.64900016784668
BM,36.06,-118.39,1969,1,-5.86299991607666
BM,36.06,-118.39,1969,2,-10.0950002670288
BM,36.06,-118.39,1969,3,-8.53600025177002
BM,36.06,-118.39,1969,4,-4.05299997329712
BM,36.06,-118.39,1969,5,0.753000020980835
BM,36.06,-118.39,1969,6,3.12700009346008
BM,36.06,-118.39,1969,7,8.3769998550415
BM,36.06,-118.39,1969,8,9.47799968719482
BM,36.06,-118.39,1969,9,6.73299980163574
BM,36.06,-118.39,1969,10,-1.29700005054474
BM,36.06,-118.39,1969,11,-1.83599996566772
BM,36.06,-118.39,1969,12,-4.64599990844727
BM,36.06,-118.39,1970,1,-6.13199996948242
BM,36.06,-118.39,1970,2,-5.51399993896484
BM,36.06,-118.39,1970,3,-6.23999977111816
BM,36.06,-118.39,1970,4,-6.96000003814697
BM,36.06,-118.39,1970,5,0.474000006914139
BM,36.06,-118.39,1970,6,4.75600004196167
BM,36.06,-118.39,1970,7,9.2209997177124
BM,36.06,-118.39,1970,8,9.52400016784668
BM,36.06,-118.39,1970,9,4.82800006866455
BM,36.06,-118.39,1970,10,0.813000023365021
BM,36.06,-118.39,1970,11,-2.28999996185303
BM,36.06,-118.39,1970,12,-7.96000003814697
BM,36.06,-118.39,1971,1,-7.08900022506714
BM,36.06,-118.39,1971,2,-6.50500011444092
BM,36.06,-118.39,1971,3,-5.5
BM,36.06,-118.39,1971,4,-5.05399990081787
BM,36.06,-118.39,1971,5,-2.31200003623962
BM,36.06,-118.39,1971,6,3.89299988746643
BM,36.06,-118.39,1971,7,8.91199970245361
BM,36.06,-118.39,1971,8,9.96399974822998
BM,36.06,-118.39,1971,9,5.81899976730347
BM,36.06,-118.39,1971,10,-1.79700005054474
BM,36.06,-118.39,1971,11,-4.35500001907349
BM,36.06,-118.39,1971,12,-9.86299991607666
BM,36.06,-118.39,1972,1,-6.74700021743774
BM,36.06,-118.39,1972,2,-6.59899997711182
BM,36.06,-118.39,1972,3,-2.54099988937378
BM,36.06,-118.39,1972,4,-3.91899991035461
BM,36.06,-118.39,1972,5,0.382999986410141
BM,36.06,-118.39,1972,6,5.36700010299683
BM,36.06,-118.39,1972,7,9.42800045013428
BM,36.06,-118.39,1972,8,8.16499996185303
BM,36.06,-118.39,1972,9,4.33400011062622
BM,36.06,-118.39,1972,10,-1.57000005245209
BM,36.06,-118.39,1972,11,-5.55700016021729
BM,36.06,-118.39,1972,12,-8.92599964141846
BM,36.06,-118.39,1973,1,-9.01599979400635
BM,36.06,-118.39,1973,2,-7.89400005340576
BM,36.06,-118.39,1973,3,-9.74699974060059
BM,36.06,-118.39,1973,4,-4.75699996948242
BM,36.06,-118.39,1973,5,1.00800001621246
BM,36.06,-118.39,1973,6,5.5149998664856
BM,36.06,-118.39,1973,7,7.99100017547607
BM,36.06,-118.39,1973,8,8.14299964904785
BM,36.06,-118.39,1973,9,5.53800010681152
BM,36.06,-118.39,1973,10,1.29900002479553
BM,36.06,-118.39,1973,11,-4.51900005340576
BM,36.06,-118.39,1973,12,-4.12900018692017
BM,36.06,-118.39,1974,1,-7.70100021362305
BM,36.06,-118.39,1974,2,-7.09200000762939
BM,36.06,-118.39,1974,3,-5.44399976730347
BM,36.06,-118.39,1974,4,-5.13000011444092
BM,36.06,-118.39,1974,5,0.337999999523163
BM,36.06,-118.39,1974,6,6.09000015258789
BM,36.06,-118.39,1974,7,8.02299976348877
BM,36.06,-118.39,1974,8,8.04500007629395
BM,36.06,-118.39,1974,9,8.01399993896484
BM,36.06,-118.39,1974,10,0.947000026702881
BM,36.06,-118.39,1974,11,-2.63100004196167
BM,36.06,-118.39,1974,12,-6.47100019454956
BM,36.06,-118.39,1976,1,-4.43499994277954
BM,36.06,-118.39,1976,2,-6.91300010681152
BM,36.06,-118.39,1976,3,-7.56599998474121
BM,36.06,-118.39,1976,4,-6.13000011444092
BM,36.06,-118.39,1976,5,1.27900004386902
BM,36.06,-118.39,1976,6,3.74900007247925
BM,36.06,-118.39,1976,7,7.58599996566772
BM,36.06,-118.39,1976,8,4.75699996948242
BM,36.06,-118.39,1976,9,4.67500019073486
BM,36.06,-118.39,1976,10,0.980000019073486
BM,36.06,-118.39,1976,11,-0.237000003457069
BM,36.06,-118.39,1976,12,-3.52099990844727
BM,36.06,-118.39,1977,1,-7.08900022506714
BM,36.06,-118.39,1977,2,-4.74700021743774
BM,36.06,-118.39,1977,3,-9.47700023651123
BM,36.06,-118.39,1977,4,-2.74399995803833
BM,36.06,-118.39,1977,5,-4.57800006866455
BM,36.06,-118.39,1977,6,5.69299983978271
BM,36.06,-118.39,1977,7,7.56699991226196
BM,36.06,-118.39,1977,8,8.80000019073486
BM,36.06,-118.39,1977,9,4.39699983596802
BM,36.06,-118.39,1977,10,2.95300006866455
BM,36.06,-118.39,1977,11,-0.717999994754791
BM,36.06,-118.39,1977,12,-2.59899997711182
BM,36.06,-118.39,1978,1,-6.17199993133545
BM,36.06,-118.39,1978,2,-6.7350001335144
BM,36.06,-118.39,1978,3,-3.96499991416931
BM,36.06,-118.39,1978,4,-5.37900018692017
BM,36.06,-118.39,1978,5,-0.517000019550323
BM,36.06,-118.39,1978,6,4.50400018692017
BM,36.06,-118.39,1978,7,8.04300022125244
BM,36.06,-118.39,1978,8,8.36499977111816
BM,36.06,-118.39,1978,9,4.09999990463257
BM,36.06,-118.39,1978,10,3.63599991798401
BM,36.06,-118.39,1978,11,-4.7039999961853
BM,36.06,-118.39,1978,12,-7.19399976730347
BM,36.06,-118.39,1979,1,-9.20100021362305
BM,36.06,-118.39,1979,2,-8.38799953460693
BM,36.06,-118.39,1979,3,-6.71999979019165
BM,36.06,-118.39,1979,4,-4.39699983596802
BM,36.06,-118.39,1979,5,0.614000022411346
BM,36.06,-118.39,1979,6,5.26300001144409
BM,36.06,-118.39,1979,7,7.84600019454956
BM,36.06,-118.39,1979,8,6.6710000038147
BM,36.06,-118.39,1979,9,7.32499980926514
BM,36.06,-118.39,1979,10,1.07200002670288
BM,36.06,-118.39,1979,11,-2.99699997901917
BM,36.06,-118.39,1979,12,-2.49699997901917
BM,36.06,-118.39,1981,1,-4.78999996185303
BM,36.06,-118.39,1981,2,-5.28399991989136
BM,36.06,-118.39,1981,3,-7
BM,36.06,-118.39,1981,4,-2.73000001907349
BM,36.06,-118.39,1981,5,0.316000014543533
BM,36.06,-118.39,1981,6,7.42999982833862
BM,36.06,-118.39,1981,7,8.12199974060059
BM,36.06,-118.39,1981,8,9.43299961090088
BM,36.06,-118.39,1981,9,6.22900009155273
BM,36.06,-118.39,1981,10,-1.7389999628067
BM,36.06,-118.39,1981,11,-1.88499999046326
BM,36.06,-118.39,1981,12,-3.03800010681152
BM,36.06,-118.39,1982,1,-7.11899995803833
BM,36.06,-118.39,1982,2,-5.78000020980835
BM,36.06,-118.39,1982,3,-7.7810001373291
BM,36.06,-118.39,1982,4,-4.73600006103516
BM,36.06,-118.39,1982,5,0.421000003814697
BM,36.06,-118.39,1982,6,3.06299996376038
BM,36.06,-118.39,1982,7,6.89200019836426
BM,36.06,-118.39,1982,8,7.88399982452393
BM,36.06,-118.39,1982,9,4.2960000038147
BM,36.06,-118.39,1982,10,0.13400000333786
BM,36.06,-118.39,1982,11,-3.8989999294281
BM,36.06,-118.39,1982,12,-5.98299980163574
BM,36.06,-118.39,1983,1,-5.45599985122681
BM,36.06,-118.39,1983,2,-6.23099994659424
BM,36.06,-118.39,1983,3,-6.92399978637695
BM,36.06,-118.39,1983,4,-6.69199991226196
BM,36.06,-118.39,1983,5,-0.935999989509583
BM,36.06,-118.39,1983,6,4.25299978256226
BM,36.06,-118.39,1983,7,6.27600002288818
BM,36.06,-118.39,1983,8,7.94299983978271
BM,36.06,-118.39,1983,9,7.47700023651123
BM,36.06,-118.39,1983,10,1.26600003242493
BM,36.06,-118.39,1983,11,-3.33500003814697
BM,36.06,-118.39,1983,12,-4.63100004196167
BM,36.06,-118.39,1984,1,-3.69700002670288
BM,36.06,-118.39,1984,2,-6.06500005722046
BM,36.06,-118.39,1984,3,-3.71099996566772
BM,36.06,-118.39,1984,4,-4.75299978256226
BM,36.06,-118.39,1984,5,3.17300009727478
BM,36.06,-118.39,1984,6,4.61399984359741
BM,36.06,-118.39,1984,7,9.79300022125244
BM,36.06,-118.39,1984,8,9.70199966430664
BM,36.06,-118.39,1984,9,7.67000007629395
BM,36.06,-118.39,1984,10,-1.70299994945526
BM,36.06,-118.39,1984,11,-5.08799982070923
BM,36.06,-118.39,1984,12,-7.26900005340576
BM,36.06,-118.39,1985,1,-6.2649998664856
BM,36.06,-118.39,1985,2,-6.55900001525879
BM,36.06,-118.39,1985,3,-8.16100025177002
BM,36.06,-118.39,1985,4,-1.51199996471405
BM,36.06,-118.39,1985,5,0.287999987602234
BM,36.06,-118.39,1985,6,6.76399993896484
BM,36.06,-118.39,1985,7,9.96399974822998
BM,36.06,-118.39,1985,8,8.54199981689453
BM,36.06,-118.39,1985,9,3.10700011253357
BM,36.06,-118.39,1985,10,0.727999985218048
BM,36.06,-118.39,1985,11,-4.26200008392334
BM,36.06,-118.39,1985,12,-3.39299988746643
BM,36.06,-118.39,1986,1,-1.80299997329712
BM,36.06,-118.39,1986,2,-5.24399995803833
BM,36.06,-118.39,1986,3,-3.6489999294281
BM,36.06,-118.39,1986,4,-3.23300004005432
BM,36.06,-118.39,1986,5,0.907000005245209
BM,36.06,-118.39,1986,6,6.27899980545044
BM,36.06,-118.39,1986,7,7.20800018310547
BM,36.06,-118.39,1986,8,9.63300037384033
BM,36.06,-118.39,1986,9,1.192999958992
BM,36.06,-118.39,1986,10,-0.0130000002682209
BM,36.06,-118.39,1986,11,-1.8639999628067
BM,36.06,-118.39,1986,12,-4.52899980545044
BM,36.06,-118.39,1987,1,-7.57999992370605
BM,36.06,-118.39,1987,2,-7.23000001907349
BM,36.06,-118.39,1987,3,-6.84700012207031
BM,36.06,-118.39,1987,4,-0.624000012874603
BM,36.06,-118.39,1987,5,0.879999995231628
BM,36.06,-118.39,1987,6,5.90000009536743
BM,36.06,-118.39,1987,7,6.13800001144409
BM,36.06,-118.39,1987,8,8.84200000762939
BM,36.06,-118.39,1987,9,6.36800003051758
BM,36.06,-118.39,1987,10,3.13000011444092
BM,36.06,-118.39,1987,11,-3.34500002861023
BM,36.06,-118.39,1987,12,-8.36200046539307
BM,36.06,-118.39,1988,1,-6.28999996185303
BM,36.06,-118.39,1988,2,-4.30999994277954
BM,36.06,-118.39,1988,3,-4.42600011825562
BM,36.06,-118.39,1988,4,-2.98200011253357
BM,36.06,-118.39,1988,5,-1.07500004768372
BM,36.06,-118.39,1988,6,4.48299980163574
BM,36.06,-118.39,1988,7,10.128999710083
BM,36.06,-118.39,1988,8,9.4399995803833
BM,36.06,-118.39,1988,9,6.65700006484985
BM,36.06,-118.39,1988,10,5.27799987792969
BM,36.06,-118.39,1988,11,-3.11800003051758
BM,36.06,-118.39,1988,12,-6.03399991989136
BM,36.06,-118.39,1989,1,-7.69299983978271
BM,36.06,-118.39,1989,2,-8.0959997177124
BM,36.06,-118.39,1989,3,-4.00699996948242
BM,36.06,-118.39,1989,4,0.181999996304512
BM,36.06,-118.39,1989,5,0.104000002145767
BM,36.06,-118.39,1989,6,4.81099987030029
BM,36.06,-118.39,1989,7,9.07699966430664
BM,36.06,-118.39,1989,8,7.67000007629395
BM,36.06,-118.39,1989,9,5.8600001335144
BM,36.06,-118.39,1989,10,0.418000012636185
BM,36.06,-118.39,1989,11,0.0700000002980232
BM,36.06,-118.39,1989,12,-2.05299997329712
BM,36.06,-118.39,1990,1,-6.6710000038147
BM,36.06,-118.39,1990,2,-8.34200000762939
BM,36.06,-118.39,1990,3,-4.55499982833862
BM,36.06,-118.39,1990,4,-1.57000005245209
BM,36.06,-118.39,1990,5,-0.791999995708466
BM,36.06,-118.39,1990,6,5.46600008010864
BM,36.06,-118.39,1990,7,9.44600009918213
BM,36.06,-118.39,1990,8,8.44900035858154
BM,36.06,-118.39,1990,9,6.05000019073486
BM,36.06,-118.39,1990,10,3.87800002098083
BM,36.06,-118.39,1990,11,-1.86500000953674
BM,36.06,-118.39,1990,12,-7.36600017547607
BM,36.06,-118.39,1991,1,-5.38899993896484
BM,36.06,-118.39,1991,2,-2.94300007820129
BM,36.06,-118.39,1991,3,-9.68599987030029
BM,36.06,-118.39,1991,4,-4.60500001907349
BM,36.06,-118.39,1991,5,-2.65400004386902
BM,36.06,-118.39,1991,6,3.45799994468689
BM,36.06,-118.39,1991,7,9.08600044250488
BM,36.06,-118.39,1991,8,8.13599967956543
BM,36.06,-118.39,1991,9,7.97399997711182
BM,36.06,-118.39,1991,10,4.05399990081787
BM,36.06,-118.39,1991,11,-0.712999999523163
BM,36.06,-118.39,1991,12,-3.82100009918213
BM,36.06,-118.39,1992,1,-4.99100017547607
BM,36.06,-118.39,1992,2,-6.34700012207031
BM,36.06,-118.39,1992,3,-5.80900001525879
BM,36.06,-118.39,1992,4,-0.104999996721745
BM,36.06,-118.39,1992,5,3.09599995613098
BM,36.06,-118.39,1992,6,4.71000003814697
BM,36.06,-118.39,1992,7,7.39799976348877
BM,36.06,-118.39,1992,8,10.1499996185303
BM,36.06,-118.39,1992,9,6.72399997711182
BM,36.06,-118.39,1992,10,3.78699994087219
BM,36.06,-118.39,1992,11,-2.45700001716614
BM,36.06,-118.39,1992,12,-7.84100008010864
BM,36.06,-118.39,1993,1,-7.49499988555908
BM,36.06,-118.39,1993,2,-8.69499969482422
BM,36.06,-118.39,1993,3,-4.08199977874756
BM,36.06,-118.39,1993,4,-3.2260000705719
BM,36.06,-118.39,1993,5,1.23099994659424
BM,36.06,-118.39,1993,6,4.33900022506714
BM,36.06,-118.39,1993,7,6.78000020980835
BM,36.06,-118.39,1993,8,7.9229998588562
BM,36.06,-118.39,1993,9,6.38800001144409
BM,36.06,-118.39,1993,10,2.07399988174438
BM,36.06,-118.39,1993,11,-2.48900008201599
BM,36.06,-118.39,1993,12,-5.19600009918213
BM,36.06,-118.39,1994,1,-3.94899988174438
BM,36.06,-118.39,1994,2,-8.4689998626709
BM,36.06,-118.39,1994,3,-3.75399994850159
BM,36.06,-118.39,1994,4,-3.32800006866455
BM,36.06,-118.39,1994,5,0.122000001370907
BM,36.06,-118.39,1994,6,6.96999979019165
BM,36.06,-118.39,1994,7,10.1569995880127
BM,36.06,-118.39,1994,8,10.5939998626709
BM,36.06,-118.39,1994,9,6.19099998474121
BM,36.06,-118.39,1994,10,0.114000000059605
BM,36.06,-118.39,1994,11,-7.00899982452393
BM,36.06,-118.39,1994,12,-5.66499996185303
BM,36.06,-118.39,1995,1,-7.25799989700317
BM,36.06,-118.39,1995,2,-3.40799999237061
BM,36.06,-118.39,1995,3,-6.15700006484985
BM,36.06,-118.39,1995,4,-4.96799993515015
BM,36.06,-118.39,1995,5,-2.33299994468689
BM,36.06,-118.39,1995,6,2.65899991989136
BM,36.06,-118.39,1995,7,8.32699966430664
BM,36.06,-118.39,1995,8,9.72000026702881
BM,36.06,-118.39,1995,9,7.98199987411499
BM,36.06,-118.39,1995,10,4.38600015640259
BM,36.06,-118.39,1995,11,1.65699994564056
BM,36.06,-118.39,1995,12,-4.49599981307983
BM,36.06,-118.39,1996,1,-5.18200016021729
BM,36.06,-118.39,1996,2,-6.50600004196167
BM,36.06,-118.39,1996,3,-5.37599992752075
BM,36.06,-118.39,1996,4,-2.15799999237061
BM,36.06,-118.39,1996,5,1.4190000295639
BM,36.06,-118.39,1996,6,5.97399997711182
BM,36.06,-118.39,1996,7,10.9130001068115
BM,36.06,-118.39,1996,8,10.7379999160767
BM,36.06,-118.39,1996,9,6.03000020980835
BM,36.06,-118.39,1996,10,1.18299996852875
BM,36.06,-118.39,1996,11,-2.03600001335144
BM,36.06,-118.39,1996,12,-3.62100005149841
BM,36.06,-118.39,1997,1,-6.53599977493286
BM,36.06,-118.39,1997,2,-6.26999998092651
BM,36.06,-118.39,1997,3,-2.48600006103516
BM,36.06,-118.39,1997,4,-3.15300011634827
BM,36.06,-118.39,1997,5,3.21199989318848
BM,36.06,-118.39,1997,6,4.98099994659424
BM,36.06,-118.39,1997,7,7.55999994277954
BM,36.06,-118.39,1997,8,10.0220003128052
BM,36.06,-118.39,1997,9,6.75500011444092
BM,36.06,-118.39,1997,10,1.67499995231628
BM,36.06,-118.39,1997,11,-1.96800005435944
BM,36.06,-118.39,1997,12,-6.15199995040894
BM,36.06,-118.39,1998,1,-5.83199977874756
BM,36.06,-118.39,1998,2,-8.75800037384033
BM,36.06,-118.39,1998,3,-5.69600009918213
BM,36.06,-118.39,1998,4,-6.29199981689453
BM,36.06,-118.39,1998,5,-3.9760000705719
BM,36.06,-118.39,1998,6,2.58999991416931
BM,36.06,-118.39,1998,7,10.3680000305176
BM,36.06,-118.39,1998,8,10.7150001525879
BM,36.06,-118.39,1998,9,4.60500001907349
BM,36.06,-118.39,1998,10,0.00800000037997961
BM,36.06,-118.39,1998,11,-2.41100001335144
BM,36.06,-118.39,1998,12,-5.95800018310547
BM,36.06,-118.39,1999,1,-4.33599996566772
BM,36.06,-118.39,1999,2,-6.27400016784668
BM,36.06,-118.39,1999,3,-6.13199996948242
BM,36.06,-118.39,1999,4,-5.94500017166138
BM,36.06,-118.39,1999,5,0.275999993085861
BM,36.06,-118.39,1999,6,4.72399997711182
BM,36.06,-118.39,1999,7,9.98099994659424
BM,36.06,-118.39,1999,8,9.22900009155273
BM,36.06,-118.39,1999,9,8.60599994659424
BM,36.06,-118.39,1999,10,5.97300004959106
BM,36.06,-118.39,1999,11,0.952000021934509
BM,36.06,-118.39,1999,12,-2.57999992370605
BM,36.06,-118.39,2000,1,-4.39799976348877
BM,36.06,-118.39,2000,2,-6.19399976730347
BM,36.06,-118.39,2000,3,-4.92899990081787
BM,36.06,-118.39,2000,4,-1.57500004768372
BM,36.06,-118.39,2000,5,3.03600001335144
BM,36.06,-118.39,2000,6,7.80600023269653
BM,36.06,-118.39,2000,7,9.9069995880127
BM,36.06,-118.39,2000,8,11.5220003128052
BM,36.06,-118.39,2000,9,7.72200012207031
BM,36.06,-118.39,2000,10,1.4889999628067
BM,36.06,-118.39,2000,11,-3.9909999370575
BM,36.06,-118.39,2000,12,-1.86099994182587
BM,36.06,-118.39,2001,1,-8.14700031280518
BM,36.06,-118.39,2001,2,-8.45699977874756
BM,36.06,-118.39,2001,3,-3.69099998474121
BM,36.06,-118.39,2001,4,-5.00099992752075
BM,36.06,-118.39,2001,5,5.01200008392334
BM,36.06,-118.39,2001,6,7.33599996566772
BM,36.06,-118.39,2001,7,10.0539999008179
BM,36.06,-118.39,2001,8,12.3839998245239
BM,36.06,-118.39,2001,9,9.26500034332275
BM,36.06,-118.39,2001,10,5.625
BM,36.06,-118.39,2001,11,-1.0440000295639
BM,36.06,-118.39,2001,12,-5.55999994277954
BM,36.06,-118.39,2002,1,-6.15199995040894
BM,36.06,-118.39,2002,2,-3.89299988746643
BM,36.06,-118.39,2002,3,-6.07100009918213
BM,36.06,-118.39,2002,4,-2.25
BM,36.06,-118.39,2002,5,0.372000008821487
BM,36.06,-118.39,2002,6,6.81199979782104
BM,36.06,-118.39,2002,7,11.7559995651245
BM,36.06,-118.39,2002,8,10.7130002975464
BM,36.06,-118.39,2002,9,7.88800001144409
BM,36.06,-118.39,2002,10,1.7039999961853
BM,36.06,-118.39,2002,11,-0.0970000028610229
BM,36.06,-118.39,2002,12,-5.94799995422363
BM,36.06,-118.39,2003,1,-2.22399997711182
BM,36.06,-118.39,2003,2,-6.61800003051758
BM,36.06,-118.39,2003,3,-4.69299983978271
BM,36.06,-118.39,2003,4,-5.88299989700317
BM,36.06,-118.39,2003,5,1.36800003051758
BM,36.06,-118.39,2003,6,6.84299993515015
BM,36.06,-118.39,2003,7,12.1499996185303
BM,36.06,-118.39,2003,8,11.0500001907349
BM,36.06,-118.39,2003,9,9.85200023651123
BM,36.06,-118.39,2003,10,7.5149998664856
BM,36.06,-118.39,2003,11,-3.67300009727478
BM,36.06,-118.39,2003,12,-4.85699987411499
BM,36.06,-118.39,2004,1,-6.03000020980835
BM,36.06,-118.39,2004,2,-8.04300022125244
BM,36.06,-118.39,2004,3,-1.35500001907349
BM,36.06,-118.39,2004,4,-2.13199996948242
BM,36.06,-118.39,2004,5,1.24800002574921
BM,36.06,-118.39,2004,6,6.43200016021729
BM,36.06,-118.39,2004,7,11.8610000610352
BM,36.06,-118.39,2004,8,11.0500001907349
BM,36.06,-118.39,2004,9,7.36299991607666
BM,36.06,-118.39,2004,10,0.962999999523163
BM,36.06,-118.39,2004,11,-0.73199999332428
BM,36.06,-118.39,2004,12,-2.56299996376038
