site,lat,long,year,month,tmin
BM,36.06,-118.39,2005,1,-5.64200019836426
BM,36.06,-118.39,2005,2,-5.73600006103516
BM,36.06,-118.39,2005,3,-4.79300022125244
BM,36.06,-118.39,2005,4,-4.34899997711182
BM,36.06,-118.39,2005,5,1.125
BM,36.06,-118.39,2005,6,3.85800004005432
BM,36.06,-118.39,2005,7,13.1569995880127
BM,36.06,-118.39,2005,8,11.0310001373291
BM,36.06,-118.39,2005,9,5.55499982833862
BM,36.06,-118.39,2005,10,2.12400007247925
BM,36.06,-118.39,2005,11,0.504000008106232
BM,36.06,-118.39,2005,12,-2.18499994277954
BM,36.06,-118.39,2006,1,-5.24499988555908
BM,36.06,-118.39,2006,2,-5.04899978637695
BM,36.06,-118.39,2006,3,-9.58199977874756
BM,36.06,-118.39,2006,4,-4.05299997329712
BM,36.06,-118.39,2006,5,2.42000007629395
BM,36.06,-118.39,2006,6,8.93200016021729
BM,36.06,-118.39,2006,7,11.8509998321533
BM,36.06,-118.39,2006,8,9.23099994659424
BM,36.06,-118.39,2006,9,7.1729998588562
BM,36.06,-118.39,2006,10,1.95099997520447
BM,36.06,-118.39,2006,11,0.483000010251999
BM,36.06,-118.39,2006,12,-3.91400003433228
BM,36.06,-118.39,2007,1,-7.41499996185303
BM,36.06,-118.39,2007,2,-4.38500022888184
BM,36.06,-118.39,2007,3,-2.10899996757507
BM,36.06,-118.39,2007,4,-1.23099994659424
BM,36.06,-118.39,2007,5,3.02099990844727
BM,36.06,-118.39,2007,6,7.73000001907349
BM,36.06,-118.39,2007,7,11.3730001449585
BM,36.06,-118.39,2007,8,11.5150003433228
BM,36.06,-118.39,2007,9,5.74300003051758
BM,36.06,-118.39,2007,10,2.22900009155273
BM,36.06,-118.39,2007,11,1.88699996471405
BM,36.06,-118.39,2007,12,-6.31699991226196
BM,36.06,-118.39,2008,1,-5.2189998626709
BM,36.06,-118.39,2008,2,-4.79500007629395
BM,36.06,-118.39,2008,3,-4.42799997329712
BM,36.06,-118.39,2008,4,-2.54800009727478
BM,36.06,-118.39,2008,5,0.646000027656555
BM,36.06,-118.39,2008,6,7.76700019836426
BM,36.06,-118.39,2008,7,10.9040002822876
BM,36.06,-118.39,2008,8,11.5129995346069
BM,36.06,-118.39,2008,9,8.24400043487549
BM,36.06,-118.39,2008,10,3.7960000038147
BM,36.06,-118.39,2008,11,1.26600003242493
BM,36.06,-118.39,2008,12,-4.84700012207031
BM,36.06,-118.39,2009,1,-1.73199999332428
BM,36.06,-118.39,2009,2,-6.05399990081787
BM,36.06,-118.39,2009,3,-4.59499979019165
BM,36.06,-118.39,2009,4,-2.8289999961853
BM,36.06,-118.39,2009,5,4.90899991989136
BM,36.06,-118.39,2009,6,4.85400009155273
BM,36.06,-118.39,2009,7,11.4060001373291
BM,36.06,-118.39,2009,8,9.53899955749512
BM,36.06,-118.39,2009,9,9.32699966430664
BM,36.06,-118.39,2009,10,1.06400001049042
BM,36.06,-118.39,2009,11,-0.552999973297119
BM,36.06,-118.39,2009,12,-5.16300010681152
BM,36.06,-118.39,2010,1,-5.13299989700317
BM,36.06,-118.39,2010,2,-6.29699993133545
BM,36.06,-118.39,2010,3,-5.5789999961853
BM,36.06,-118.39,2010,4,-5.29699993133545
BM,36.06,-118.39,2010,5,-2.28200006484985
BM,36.06,-118.39,2010,6,5.74399995803833
BM,36.06,-118.39,2010,7,10.3479995727539
BM,36.06,-118.39,2010,8,9.0290002822876
BM,36.06,-118.39,2010,9,7.88100004196167
BM,36.06,-118.39,2010,10,3.08500003814697
BM,36.06,-118.39,2010,11,-2.73799991607666
BM,36.06,-118.39,2010,12,-3.14800000190735
BM,36.06,-118.39,2011,1,-3.82599997520447
BM,36.06,-118.39,2011,2,-6.85799980163574
BM,36.06,-118.39,2011,3,-6.04199981689453
BM,36.06,-118.39,2011,4,-3.13499999046326
BM,36.06,-118.39,2011,5,-0.846000015735626
BM,36.06,-118.39,2011,6,5.12200021743774
BM,36.06,-118.39,2011,7,8.66499996185303
BM,36.06,-118.39,2011,8,9.94699954986572
BM,36.06,-118.39,2011,9,8.3730001449585
BM,36.06,-118.39,2011,10,3.72900009155273
BM,36.06,-118.39,2011,11,-2.01600003242493
BM,36.06,-118.39,2011,12,-4.45699977874756
BM,36.06,-118.39,2012,1,-1.25300002098083
BM,36.06,-118.39,2012,2,-4.89499998092651
BM,36.06,-118.39,2012,3,-4.40399980545044
BM,36.06,-118.39,2012,4,-1.80299997329712
BM,36.06,-118.39,2012,5,2.43700003623962
BM,36.06,-118.39,2012,6,5.88399982452393
BM,36.06,-118.39,2012,7,9.58199977874756
BM,36.06,-118.39,2012,8,12.9870004653931
BM,36.06,-118.39,2012,9,9.69600009918213
BM,36.06,-118.39,2012,10,4.02199983596802
BM,36.06,-118.39,2012,11,0.407999992370605
BM,36.06,-118.39,2012,12,-5.6560001373291
BM,36.06,-118.39,1900,1,-2.87700009346008
BM,36.06,-118.39,1900,2,-6.02699995040894
BM,36.06,-118.39,1900,3,-3.25099992752075
BM,36.06,-118.39,1900,4,-5.24100017547607
BM,36.06,-118.39,1900,5,0.805000007152557
BM,36.06,-118.39,1900,6,6.56799983978271
BM,36.06,-118.39,1900,7,7.70699977874756
BM,36.06,-118.39,1900,8,6.30000019073486
BM,36.06,-118.39,1900,9,3.72300004959106
BM,36.06,-118.39,1900,10,2.57500004768372
BM,36.06,-118.39,1900,11,0.703999996185303
BM,36.06,-118.39,1900,12,-2.79900002479553
BM,36.06,-118.39,1904,1,-9.86800003051758
BM,36.06,-118.39,1904,2,-3.98000001907349
BM,36.06,-118.39,1904,3,-6.45300006866455
BM,36.06,-118.39,1904,4,-3.66499996185303
BM,36.06,-118.39,1904,5,0.314000010490417
BM,36.06,-118.39,1904,6,3.50399994850159
BM,36.06,-118.39,1904,7,8.35200023651123
BM,36.06,-118.39,1904,8,8.79100036621094
BM,36.06,-118.39,1904,9,6.2189998626709
BM,36.06,-118.39,1904,10,0.845000028610229
BM,36.06,-118.39,1904,11,-2.78399991989136
BM,36.06,-118.39,1904,12,-5.36499977111816
BM,36.06,-118.39,1906,1,-6.6729998588562
BM,36.06,-118.39,1906,2,-5.18499994277954
BM,36.06,-118.39,1906,3,-6.61899995803833
BM,36.06,-118.39,1906,4,-5.58300018310547
BM,36.06,-118.39,1906,5,-1.59599995613098
BM,36.06,-118.39,1906,6,2.3289999961853
BM,36.06,-118.39,1906,7,7.58400011062622
BM,36.06,-118.39,1906,8,7.86100006103516
BM,36.06,-118.39,1906,9,3.84200000762939
BM,36.06,-118.39,1906,10,1.19500005245209
BM,36.06,-118.39,1906,11,-5.14799976348877
BM,36.06,-118.39,1906,12,-3.72000002861023
BM,36.06,-118.39,1907,1,-8.20699977874756
BM,36.06,-118.39,1907,2,-4.86899995803833
BM,36.06,-118.39,1907,3,-6.89599990844727
BM,36.06,-118.39,1907,4,-3.22300004959106
BM,36.06,-118.39,1907,5,-1.85599994659424
BM,36.06,-118.39,1907,6,2.04699993133545
BM,36.06,-118.39,1907,7,6.08199977874756
BM,36.06,-118.39,1907,8,6.34999990463257
BM,36.06,-118.39,1907,9,3.12299990653992
BM,36.06,-118.39,1907,10,1.63900005817413
BM,36.06,-118.39,1907,11,-3.53399991989136
BM,36.06,-118.39,1907,12,-5.55000019073486
BM,36.06,-118.39,1910,1,-7.26200008392334
BM,36.06,-118.39,1910,2,-7.39799976348877
BM,36.06,-118.39,1910,3,-2.52600002288818
BM,36.06,-118.39,1910,4,-0.148000001907349
BM,36.06,-118.39,1910,5,0.541000008583069
BM,36.06,-118.39,1910,6,4.95300006866455
BM,36.06,-118.39,1910,7,8.76900005340576
BM,36.06,-118.39,1910,8,9.66499996185303
BM,36.06,-118.39,1910,9,6.92999982833862
BM,36.06,-118.39,1910,10,1.05099999904633
BM,36.06,-118.39,1910,11,-3.22300004959106
BM,36.06,-118.39,1910,12,-4.33699989318848
BM,36.06,-118.39,1915,1,-6.22200012207031
BM,36.06,-118.39,1915,2,-6.79699993133545
BM,36.06,-118.39,1915,3,-4.76100015640259
BM,36.06,-118.39,1915,4,-3.79699993133545
BM,36.06,-118.39,1915,5,-1.69200003147125
BM,36.06,-118.39,1915,6,4.11999988555908
BM,36.06,-118.39,1915,7,6.18900012969971
BM,36.06,-118.39,1915,8,8.67199993133545
BM,36.06,-118.39,1915,9,4.25400018692017
BM,36.06,-118.39,1915,10,3.39599990844727
BM,36.06,-118.39,1915,11,-3.46600008010864
BM,36.06,-118.39,1915,12,-4.09899997711182
BM,36.06,-118.39,1922,1,-11.2569999694824
BM,36.06,-118.39,1922,2,-10.0659999847412
BM,36.06,-118.39,1922,3,-9.04599952697754
BM,36.06,-118.39,1922,4,-4.95699977874756
BM,36.06,-118.39,1922,5,-2.03699994087219
BM,36.06,-118.39,1922,6,5.97100019454956
BM,36.06,-118.39,1922,7,9.68099975585938
BM,36.06,-118.39,1922,8,8.77400016784668
BM,36.06,-118.39,1922,9,6.39599990844727
BM,36.06,-118.39,1922,10,0.206000000238419
BM,36.06,-118.39,1922,11,-3.36700010299683
BM,36.06,-118.39,1922,12,-3.46799993515015
BM,36.06,-118.39,1927,1,-7.86199998855591
BM,36.06,-118.39,1927,2,-7.70599985122681
BM,36.06,-118.39,1927,3,-7.7020001411438
BM,36.06,-118.39,1927,4,-5.24599981307983
BM,36.06,-118.39,1927,5,-1.56400001049042
BM,36.06,-118.39,1927,6,3.71499991416931
BM,36.06,-118.39,1927,7,8.12100028991699
BM,36.06,-118.39,1927,8,6.69299983978271
BM,36.06,-118.39,1927,9,2.53699994087219
BM,36.06,-118.39,1927,10,0.802999973297119
BM,36.06,-118.39,1927,11,-2.57800006866455
BM,36.06,-118.39,1927,12,-7.15000009536743
BM,36.06,-118.39,1928,1,-7.81300020217896
BM,36.06,-118.39,1928,2,-8.53400039672852
BM,36.06,-118.39,1928,3,-5.56400012969971
BM,36.06,-118.39,1928,4,-5.15399980545044
BM,36.06,-118.39,1928,5,0.848999977111816
BM,36.06,-118.39,1928,6,3.25600004196167
BM,36.06,-118.39,1928,7,7.53299999237061
BM,36.06,-118.39,1928,8,7.50600004196167
BM,36.06,-118.39,1928,9,5.31699991226196
BM,36.06,-118.39,1928,10,-0.679000020027161
BM,36.06,-118.39,1928,11,-4.66300010681152
BM,36.06,-118.39,1928,12,-8.53899955749512
BM,36.06,-118.39,1931,1,-7.59000015258789
BM,36.06,-118.39,1931,2,-7.96700000762939
BM,36.06,-118.39,1931,3,-6.18900012969971
BM,36.06,-118.39,1931,4,-2.75699996948242
BM,36.06,-118.39,1931,5,1.49300003051758
BM,36.06,-118.39,1931,6,3.23300004005432
BM,36.06,-118.39,1931,7,10.5139999389648
BM,36.06,-118.39,1931,8,10.0659999847412
BM,36.06,-118.39,1931,9,3.63599991798401
BM,36.06,-118.39,1931,10,-0.49099999666214
BM,36.06,-118.39,1931,11,-6.27299976348877
BM,36.06,-118.39,1931,12,-8.04300022125244
BM,36.06,-118.39,1933,1,-11.1770000457764
BM,36.06,-118.39,1933,2,-12.875
BM,36.06,-118.39,1933,3,-7.44600009918213
BM,36.06,-118.39,1933,4,-5.76999998092651
BM,36.06,-118.39,1933,5,-1.16499996185303
BM,36.06,-118.39,1933,6,3.05599999427795
BM,36.06,-118.39,1933,7,10.5410003662109
BM,36.06,-118.39,1933,8,9.54300022125244
BM,36.06,-118.39,1933,9,5.40799999237061
BM,36.06,-118.39,1933,10,3.75500011444092
BM,36.06,-118.39,1933,11,-0.832000017166138
BM,36.06,-118.39,1933,12,-5.13399982452393
BM,36.06,-118.39,1936,1,-6.92999982833862
BM,36.06,-118.39,1936,2,-9.20499992370605
BM,36.06,-118.39,1936,3,-6.38800001144409
BM,36.06,-118.39,1936,4,-4.23099994659424
BM,36.06,-118.39,1936,5,-0.257999986410141
BM,36.06,-118.39,1936,6,4.02899980545044
BM,36.06,-118.39,1936,7,9.00599956512451
BM,36.06,-118.39,1936,8,9.2209997177124
BM,36.06,-118.39,1936,9,5.53200006484985
BM,36.06,-118.39,1936,10,0.388999998569489
BM,36.06,-118.39,1936,11,-1.88900005817413
BM,36.06,-118.39,1936,12,-6.07200002670288
BM,36.06,-118.39,1940,1,-5.8600001335144
BM,36.06,-118.39,1940,2,-8.0310001373291
BM,36.06,-118.39,1940,3,-5.67399978637695
BM,36.06,-118.39,1940,4,-3.87700009346008
BM,36.06,-118.39,1940,5,1.3289999961853
BM,36.06,-118.39,1940,6,6.56400012969971
BM,36.06,-118.39,1940,7,9.40499973297119
BM,36.06,-118.39,1940,8,8.51099967956543
BM,36.06,-118.39,1940,9,3.01200008392334
BM,36.06,-118.39,1940,10,0.732999980449677
BM,36.06,-118.39,1940,11,-4.04099988937378
BM,36.06,-118.39,1940,12,-4.10599994659424
BM,36.06,-118.39,1955,1,-11.3179998397827
BM,36.06,-118.39,1955,2,-9.92500019073486
BM,36.06,-118.39,1955,3,-7.48899984359741
BM,36.06,-118.39,1955,4,-7.06799983978271
BM,36.06,-118.39,1955,5,-2.12700009346008
BM,36.06,-118.39,1955,6,2.45300006866455
BM,36.06,-118.39,1955,7,5.90399980545044
BM,36.06,-118.39,1955,8,8.79199981689453
BM,36.06,-118.39,1955,9,4.92399978637695
BM,36.06,-118.39,1955,10,1.37199997901917
BM,36.06,-118.39,1955,11,-4.05499982833862
BM,36.06,-118.39,1955,12,-4.58699989318848
BM,36.06,-118.39,1962,1,-7.37599992752075
BM,36.06,-118.39,1962,2,-8.73200035095215
BM,36.06,-118.39,1962,3,-10.7309999465942
BM,36.06,-118.39,1962,4,-2.58899998664856
BM,36.06,-118.39,1962,5,-2.71900010108948
BM,36.06,-118.39,1962,6,3.52999997138977
BM,36.06,-118.39,1962,7,6.7979998588562
BM,36.06,-118.39,1962,8,7.28399991989136
BM,36.06,-118.39,1962,9,4.99599981307983
BM,36.06,-118.39,1962,10,1.62300002574921
BM,36.06,-118.39,1962,11,-2.29200005531311
BM,36.06,-118.39,1962,12,-3.2960000038147
BM,36.06,-118.39,1966,1,-8.73400020599365
BM,36.06,-118.39,1966,2,-9.41399955749512
BM,36.06,-118.39,1966,3,-4.77299976348877
BM,36.06,-118.39,1966,4,-1.40900003910065
BM,36.06,-118.39,1966,5,2.51399993896484
BM,36.06,-118.39,1966,6,4.87099981307983
BM,36.06,-118.39,1966,7,7.58900022506714
BM,36.06,-118.39,1966,8,9.70199966430664
BM,36.06,-118.39,1966,9,5.48799991607666
BM,36.06,-118.39,1966,10,2.09100008010864
BM,36.06,-118.39,1966,11,-2.14000010490417
BM,36.06,-118.39,1966,12,-4.72900009155273
BM,36.06,-118.39,1980,1,-5.01999998092651
BM,36.06,-118.39,1980,2,-4.5789999961853
BM,36.06,-118.39,1980,3,-7.48799991607666
BM,36.06,-118.39,1980,4,-3.18600010871887
BM,36.06,-118.39,1980,5,-2.12599992752075
BM,36.06,-118.39,1980,6,2.94300007820129
BM,36.06,-118.39,1980,7,8.73999977111816
BM,36.06,-118.39,1980,8,8.24600028991699
BM,36.06,-118.39,1980,9,5.61600017547607
BM,36.06,-118.39,1980,10,2.48799991607666
BM,36.06,-118.39,1980,11,-0.426999986171722
BM,36.06,-118.39,1980,12,-1.86800003051758
BM,36.06,-118.39,1967,1,-5.06899976730347
BM,36.06,-118.39,1967,2,-5.27199983596802
BM,36.06,-118.39,1967,3,-6.56300020217896
BM,36.06,-118.39,1967,4,-9.98799991607666
BM,36.06,-118.39,1967,5,-1.38499999046326
BM,36.06,-118.39,1967,6,2.36800003051758
BM,36.06,-118.39,1967,7,9.5939998626709
BM,36.06,-118.39,1967,8,10.3870000839233
BM,36.06,-118.39,1967,9,5.95900011062622
BM,36.06,-118.39,1967,10,3.13499999046326
BM,36.06,-118.39,1967,11,-0.428999990224838
BM,36.06,-118.39,1967,12,-8.87899971008301
BM,36.06,-118.39,1975,1,-5.41300010681152
BM,36.06,-118.39,1975,2,-8.09500026702881
BM,36.06,-118.39,1975,3,-8.70899963378906
BM,36.06,-118.39,1975,4,-9.21100044250488
BM,36.06,-118.39,1975,5,-1.69799995422363
BM,36.06,-118.39,1975,6,4.39400005340576
BM,36.06,-118.39,1975,7,8.5290002822876
BM,36.06,-118.39,1975,8,7.32600021362305
BM,36.06,-118.39,1975,9,7.22200012207031
BM,36.06,-118.39,1975,10,-0.862999975681305
BM,36.06,-118.39,1975,11,-3.49699997901917
BM,36.06,-118.39,1975,12,-4.09899997711182
