site,lat,long,year,month,tmean
BM,36.06,-118.39,1909,1,-0.108000002801418
BM,36.06,-118.39,1909,2,-3.08900022506714
BM,36.06,-118.39,1909,3,-1.8840000629425
BM,36.06,-118.39,1909,4,3.18100023269653
BM,36.06,-118.39,1909,5,5.11300039291382
BM,36.06,-118.39,1909,6,11.1410007476807
BM,36.06,-118.39,1909,7,14.5820007324219
BM,36.06,-118.39,1909,8,15.8450012207031
BM,36.06,-118.39,1909,9,9.66100025177002
BM,36.06,-118.39,1909,10,4.6850004196167
BM,36.06,-118.39,1909,11,1.66800010204315
BM,36.06,-118.39,1909,12,-3.45800018310547
BM,36.06,-118.39,1910,1,-3.37600016593933
BM,36.06,-118.39,1910,2,-1.7810001373291
BM,36.06,-118.39,1910,3,2.05100011825562
BM,36.06,-118.39,1910,4,6.19600009918213
BM,36.06,-118.39,1910,5,7.76000022888184
BM,36.06,-118.39,1910,6,11.0710000991821
BM,36.06,-118.39,1910,7,14.7210006713867
BM,36.06,-118.39,1910,8,15.6790008544922
BM,36.06,-118.39,1910,9,10.8610000610352
BM,36.06,-118.39,1910,10,5.19200038909912
BM,36.06,-118.39,1910,11,1.56900012493134
BM,36.06,-118.39,1910,12,0.419000029563904
BM,36.06,-118.39,1914,1,0.285000026226044
BM,36.06,-118.39,1914,2,-0.766000032424927
BM,36.06,-118.39,1914,3,2.25400018692017
BM,36.06,-118.39,1914,4,2.47100019454956
BM,36.06,-118.39,1914,5,5.83200025558472
BM,36.06,-118.39,1914,6,10.6560001373291
BM,36.06,-118.39,1914,7,14.2270002365112
BM,36.06,-118.39,1914,8,15.7440004348755
BM,36.06,-118.39,1914,9,10.6090002059937
BM,36.06,-118.39,1914,10,7.02400016784668
BM,36.06,-118.39,1914,11,2.91500020027161
BM,36.06,-118.39,1914,12,-2.95600008964539
BM,36.06,-118.39,1915,1,-1.1120001077652
BM,36.06,-118.39,1915,2,-2.007000207901
BM,36.06,-118.39,1915,3,1.14300000667572
BM,36.06,-118.39,1915,4,1.61700010299683
BM,36.06,-118.39,1915,5,2.94300007820129
BM,36.06,-118.39,1915,6,10.2620000839233
BM,36.06,-118.39,1915,7,12.8870010375977
BM,36.06,-118.39,1915,8,15.5200004577637
BM,36.06,-118.39,1915,9,9.95100021362305
BM,36.06,-118.39,1915,10,9.74900054931641
BM,36.06,-118.39,1915,11,1.84200012683868
BM,36.06,-118.39,1915,12,0.605000019073486
BM,36.06,-118.39,1916,1,-8.07900047302246
BM,36.06,-118.39,1916,2,-0.0390000008046627
BM,36.06,-118.39,1916,3,0.996000051498413
BM,36.06,-118.39,1916,4,2.64500021934509
BM,36.06,-118.39,1916,5,4.60200023651123
BM,36.06,-118.39,1916,6,9.41700077056885
BM,36.06,-118.39,1916,7,13.3840007781982
BM,36.06,-118.39,1916,8,14.2620010375977
BM,36.06,-118.39,1916,9,11.1340007781982
BM,36.06,-118.39,1916,10,3.05900025367737
BM,36.06,-118.39,1916,11,1.00300002098083
BM,36.06,-118.39,1916,12,-2.33900022506714
BM,36.06,-118.39,1917,1,-4.26999998092651
BM,36.06,-118.39,1917,2,-2.19600009918213
BM,36.06,-118.39,1917,3,-2.63300013542175
BM,36.06,-118.39,1917,4,-0.0370000004768372
BM,36.06,-118.39,1917,5,2.24000000953674
BM,36.06,-118.39,1917,6,11.4480009078979
BM,36.06,-118.39,1917,7,15.3550004959106
BM,36.06,-118.39,1917,8,14.3290004730225
BM,36.06,-118.39,1917,9,11.6020002365112
BM,36.06,-118.39,1917,10,9.11300086975098
BM,36.06,-118.39,1917,11,4.30000019073486
BM,36.06,-118.39,1917,12,3.66600012779236
BM,36.06,-118.39,1918,1,-1.56900012493134
BM,36.06,-118.39,1918,2,-1.6100001335144
BM,36.06,-118.39,1918,3,0.681000053882599
BM,36.06,-118.39,1918,4,2.16200017929077
BM,36.06,-118.39,1918,5,3.6340000629425
BM,36.06,-118.39,1918,6,14.7200002670288
BM,36.06,-118.39,1918,7,13.7370004653931
BM,36.06,-118.39,1918,8,13.5130004882812
BM,36.06,-118.39,1918,9,10.8360004425049
BM,36.06,-118.39,1918,10,6.75400018692017
BM,36.06,-118.39,1918,11,1.46200001239777
BM,36.06,-118.39,1918,12,-1.42800009250641
BM,36.06,-118.39,1919,1,-1.07600009441376
BM,36.06,-118.39,1919,2,-5.91300010681152
BM,36.06,-118.39,1919,3,-2.79400014877319
BM,36.06,-118.39,1919,4,2.78000020980835
BM,36.06,-118.39,1919,5,7.00700044631958
BM,36.06,-118.39,1919,6,11.9700002670288
BM,36.06,-118.39,1919,7,15.5010004043579
BM,36.06,-118.39,1919,8,15.2920007705688
BM,36.06,-118.39,1919,9,10.3480005264282
BM,36.06,-118.39,1919,10,3.44700026512146
BM,36.06,-118.39,1919,11,1.79600012302399
BM,36.06,-118.39,1919,12,1.08300006389618
BM,36.06,-118.39,1921,1,-3.21700024604797
BM,36.06,-118.39,1921,2,-0.77400004863739
BM,36.06,-118.39,1921,3,1.66800010204315
BM,36.06,-118.39,1921,4,1.31500005722046
BM,36.06,-118.39,1921,5,4.2480001449585
BM,36.06,-118.39,1921,6,11.9620008468628
BM,36.06,-118.39,1921,7,15.2100009918213
BM,36.06,-118.39,1921,8,15.3230009078979
BM,36.06,-118.39,1921,9,9.37600040435791
BM,36.06,-118.39,1921,10,8.85500049591064
BM,36.06,-118.39,1921,11,3.54300022125244
BM,36.06,-118.39,1921,12,-0.0370000004768372
BM,36.06,-118.39,1925,1,-2.26900005340576
BM,36.06,-118.39,1925,2,-1.31200003623962
BM,36.06,-118.39,1925,3,-0.309000015258789
BM,36.06,-118.39,1925,4,1.47000002861023
BM,36.06,-118.39,1925,5,5.61300039291382
BM,36.06,-118.39,1925,6,9.85300064086914
BM,36.06,-118.39,1925,7,14.3750009536743
BM,36.06,-118.39,1925,8,12.3490009307861
BM,36.06,-118.39,1925,9,8.23700046539307
BM,36.06,-118.39,1925,10,4.1850004196167
BM,36.06,-118.39,1925,11,3.18200016021729
BM,36.06,-118.39,1925,12,2.13499999046326
BM,36.06,-118.39,1926,1,-0.428000032901764
BM,36.06,-118.39,1926,2,0.504000008106232
BM,36.06,-118.39,1926,3,1.93500006198883
BM,36.06,-118.39,1926,4,3.77400016784668
BM,36.06,-118.39,1926,5,6.97200012207031
BM,36.06,-118.39,1926,6,14.8460006713867
BM,36.06,-118.39,1926,7,15.3480005264282
BM,36.06,-118.39,1926,8,14.7630004882812
BM,36.06,-118.39,1926,9,8.8100004196167
BM,36.06,-118.39,1926,10,7.02400016784668
BM,36.06,-118.39,1926,11,4.48800039291382
BM,36.06,-118.39,1926,12,-3.10400009155273
BM,36.06,-118.39,1927,1,-2.40100002288818
BM,36.06,-118.39,1927,2,-2.89800024032593
BM,36.06,-118.39,1927,3,-1.72100007534027
BM,36.06,-118.39,1927,4,0.851000010967255
BM,36.06,-118.39,1927,5,4.72600030899048
BM,36.06,-118.39,1927,6,10.4690008163452
BM,36.06,-118.39,1927,7,14.6180009841919
BM,36.06,-118.39,1927,8,12.8470010757446
BM,36.06,-118.39,1927,9,7.74700021743774
BM,36.06,-118.39,1927,10,7.07800054550171
BM,36.06,-118.39,1927,11,4.01800012588501
BM,36.06,-118.39,1927,12,-0.855000019073486
BM,36.06,-118.39,1928,1,0.63100004196167
BM,36.06,-118.39,1928,2,-0.862000048160553
BM,36.06,-118.39,1928,3,1.22300004959106
BM,36.06,-118.39,1928,4,1.65900003910065
BM,36.06,-118.39,1928,5,7.36900043487549
BM,36.06,-118.39,1928,6,10.3570003509521
BM,36.06,-118.39,1928,7,14.0750007629395
BM,36.06,-118.39,1928,8,14.0600004196167
BM,36.06,-118.39,1928,9,11.5310001373291
BM,36.06,-118.39,1928,10,5.8600001335144
BM,36.06,-118.39,1928,11,2.5770001411438
BM,36.06,-118.39,1928,12,-1.0200001001358
BM,36.06,-118.39,1930,1,-3.27400016784668
BM,36.06,-118.39,1930,2,0.721000015735626
BM,36.06,-118.39,1930,3,0.467000007629395
BM,36.06,-118.39,1930,4,2.63000011444092
BM,36.06,-118.39,1930,5,1.8270001411438
BM,36.06,-118.39,1930,6,11.3540000915527
BM,36.06,-118.39,1930,7,14.1990003585815
BM,36.06,-118.39,1930,8,13.7160005569458
BM,36.06,-118.39,1930,9,7.7180004119873
BM,36.06,-118.39,1930,10,5.82500028610229
BM,36.06,-118.39,1930,11,2.8360002040863
BM,36.06,-118.39,1930,12,1.23300004005432
BM,36.06,-118.39,1931,1,-1.0110000371933
BM,36.06,-118.39,1931,2,-1.99200010299683
BM,36.06,-118.39,1931,3,1.31200003623962
BM,36.06,-118.39,1931,4,4.48200035095215
BM,36.06,-118.39,1931,5,8.40100002288818
BM,36.06,-118.39,1931,6,8.98300075531006
BM,36.06,-118.39,1931,7,17.109001159668
BM,36.06,-118.39,1931,8,15.7800006866455
BM,36.06,-118.39,1931,9,9.35200023651123
BM,36.06,-118.39,1931,10,5.53900003433228
BM,36.06,-118.39,1931,11,0.587999999523163
BM,36.06,-118.39,1931,12,-1.81300008296967
BM,36.06,-118.39,1932,1,-4.4850001335144
BM,36.06,-118.39,1932,2,-2.82500004768372
BM,36.06,-118.39,1932,3,0.684000015258789
BM,36.06,-118.39,1932,4,0.824000060558319
BM,36.06,-118.39,1932,5,4.24400043487549
BM,36.06,-118.39,1932,6,10.8650007247925
BM,36.06,-118.39,1932,7,13.7540006637573
BM,36.06,-118.39,1932,8,14.0830011367798
BM,36.06,-118.39,1932,9,12.9990005493164
BM,36.06,-118.39,1932,10,6.39300012588501
BM,36.06,-118.39,1932,11,5.73700046539307
BM,36.06,-118.39,1932,12,-3.45100021362305
BM,36.06,-118.39,1933,1,-3.70300006866455
BM,36.06,-118.39,1933,2,-4.28900003433228
BM,36.06,-118.39,1933,3,-0.0800000056624413
BM,36.06,-118.39,1933,4,1.04900002479553
BM,36.06,-118.39,1933,5,2.83400011062622
BM,36.06,-118.39,1933,6,9.43400001525879
BM,36.06,-118.39,1933,7,16.4980010986328
BM,36.06,-118.39,1933,8,15.2710008621216
BM,36.06,-118.39,1933,9,10.7120008468628
BM,36.06,-118.39,1933,10,9.72500038146973
BM,36.06,-118.39,1933,11,5.62800025939941
BM,36.06,-118.39,1933,12,1.73300004005432
BM,36.06,-118.39,1936,1,-0.303000003099442
BM,36.06,-118.39,1936,2,-2.39100003242493
BM,36.06,-118.39,1936,3,1.79200005531311
BM,36.06,-118.39,1936,4,3.05200004577637
BM,36.06,-118.39,1936,5,7.04100036621094
BM,36.06,-118.39,1936,6,10.9670009613037
BM,36.06,-118.39,1936,7,15.4360008239746
BM,36.06,-118.39,1936,8,15.6880006790161
BM,36.06,-118.39,1936,9,11.9630002975464
BM,36.06,-118.39,1936,10,6.75100040435791
BM,36.06,-118.39,1936,11,5.62200021743774
BM,36.06,-118.39,1936,12,-0.118000008165836
BM,36.06,-118.39,1937,1,-8.18600082397461
BM,36.06,-118.39,1937,2,-2.08700013160706
BM,36.06,-118.39,1937,3,-0.0390000008046627
BM,36.06,-118.39,1937,4,0.951000034809113
BM,36.06,-118.39,1937,5,6.7350001335144
BM,36.06,-118.39,1937,6,10.2320003509521
BM,36.06,-118.39,1937,7,15.1050004959106
BM,36.06,-118.39,1937,8,15.6500005722046
BM,36.06,-118.39,1937,9,12.2940006256104
BM,36.06,-118.39,1937,10,7.24300050735474
BM,36.06,-118.39,1937,11,4.22200012207031
BM,36.06,-118.39,1937,12,2.09800004959106
BM,36.06,-118.39,1938,1,0.302000015974045
BM,36.06,-118.39,1938,2,-3.11200022697449
BM,36.06,-118.39,1938,3,-2.56700015068054
BM,36.06,-118.39,1938,4,0.981000065803528
BM,36.06,-118.39,1938,5,4.7039999961853
BM,36.06,-118.39,1938,6,11.4250001907349
BM,36.06,-118.39,1938,7,14.4640007019043
BM,36.06,-118.39,1938,8,15.0260009765625
BM,36.06,-118.39,1938,9,12.5590009689331
BM,36.06,-118.39,1938,10,4.94200038909912
BM,36.06,-118.39,1938,11,2.48800015449524
BM,36.06,-118.39,1938,12,2.09200000762939
BM,36.06,-118.39,1939,1,-0.936000049114227
BM,36.06,-118.39,1939,2,-5.01200008392334
BM,36.06,-118.39,1939,3,0.695000052452087
BM,36.06,-118.39,1939,4,4.60200023651123
BM,36.06,-118.39,1939,5,7.40900039672852
BM,36.06,-118.39,1939,6,10.988000869751
BM,36.06,-118.39,1939,7,14.8300008773804
BM,36.06,-118.39,1939,8,16.1760005950928
BM,36.06,-118.39,1939,9,11.1480007171631
BM,36.06,-118.39,1939,10,6.0310001373291
BM,36.06,-118.39,1939,11,5.68800020217896
BM,36.06,-118.39,1939,12,3.50600028038025
BM,36.06,-118.39,1940,1,-0.0350000001490116
BM,36.06,-118.39,1940,2,-1.43900001049042
BM,36.06,-118.39,1940,3,1.4300000667572
BM,36.06,-118.39,1940,4,2.41900014877319
BM,36.06,-118.39,1940,5,8.31100082397461
BM,36.06,-118.39,1940,6,13.6430006027222
BM,36.06,-118.39,1940,7,14.8840007781982
BM,36.06,-118.39,1940,8,15.3610010147095
BM,36.06,-118.39,1940,9,8.90900039672852
BM,36.06,-118.39,1940,10,6.7810001373291
BM,36.06,-118.39,1940,11,2.66000008583069
BM,36.06,-118.39,1940,12,1.54900002479553
BM,36.06,-118.39,1941,1,-0.984000027179718
BM,36.06,-118.39,1941,2,-1.04000008106232
BM,36.06,-118.39,1941,3,-0.0940000042319298
BM,36.06,-118.39,1941,4,-0.574000000953674
BM,36.06,-118.39,1941,5,5.55000019073486
BM,36.06,-118.39,1941,6,8.64900016784668
BM,36.06,-118.39,1941,7,15.3980007171631
BM,36.06,-118.39,1941,8,14.2410011291504
BM,36.06,-118.39,1941,9,8.65000057220459
BM,36.06,-118.39,1941,10,3.66500020027161
BM,36.06,-118.39,1941,11,4.39600038528442
BM,36.06,-118.39,1941,12,-1.21600008010864
BM,36.06,-118.39,1942,1,-1.56700003147125
BM,36.06,-118.39,1942,2,-4.99000024795532
BM,36.06,-118.39,1942,3,-1.49300003051758
BM,36.06,-118.39,1942,4,0.497000008821487
BM,36.06,-118.39,1942,5,2.99500012397766
BM,36.06,-118.39,1942,6,9.67500019073486
BM,36.06,-118.39,1942,7,15.5450010299683
BM,36.06,-118.39,1942,8,14.7180004119873
BM,36.06,-118.39,1942,9,10.1770000457764
BM,36.06,-118.39,1942,10,7.74900054931641
BM,36.06,-118.39,1942,11,3.44400024414062
BM,36.06,-118.39,1942,12,1.12800002098083
BM,36.06,-118.39,1945,1,-1.7830001115799
BM,36.06,-118.39,1945,2,-2.84100008010864
BM,36.06,-118.39,1945,3,-3.86800026893616
BM,36.06,-118.39,1945,4,0.741000056266785
BM,36.06,-118.39,1945,5,3.55400013923645
BM,36.06,-118.39,1945,6,9.75
BM,36.06,-118.39,1945,7,15.3870010375977
BM,36.06,-118.39,1945,8,14.1230010986328
BM,36.06,-118.39,1945,9,11.5020008087158
BM,36.06,-118.39,1945,10,6.53800010681152
BM,36.06,-118.39,1945,11,0.782000064849854
BM,36.06,-118.39,1945,12,-2.07400012016296
BM,36.06,-118.39,1946,1,-2.35800004005432
BM,36.06,-118.39,1946,2,-3.6800000667572
BM,36.06,-118.39,1946,3,-1.11500000953674
BM,36.06,-118.39,1946,4,3.26200008392334
BM,36.06,-118.39,1946,5,5.31800031661987
BM,36.06,-118.39,1946,6,9.53900051116943
BM,36.06,-118.39,1946,7,13.5610008239746
BM,36.06,-118.39,1946,8,16.0850009918213
BM,36.06,-118.39,1946,9,10.4630002975464
BM,36.06,-118.39,1946,10,2.90200018882751
BM,36.06,-118.39,1946,11,-0.802000045776367
BM,36.06,-118.39,1946,12,-0.573000013828278
BM,36.06,-118.39,1947,1,-3.06700015068054
BM,36.06,-118.39,1947,2,-0.278000026941299
BM,36.06,-118.39,1947,3,1.29100000858307
BM,36.06,-118.39,1947,4,2.59500002861023
BM,36.06,-118.39,1947,5,8.19099998474121
BM,36.06,-118.39,1947,6,9.21900081634521
BM,36.06,-118.39,1947,7,12.0370006561279
BM,36.06,-118.39,1947,8,11.9970006942749
BM,36.06,-118.39,1947,9,12.3150005340576
BM,36.06,-118.39,1947,10,5.72400045394897
BM,36.06,-118.39,1947,11,-0.635000050067902
BM,36.06,-118.39,1947,12,-2.07600021362305
BM,36.06,-118.39,1949,1,-8.4660005569458
BM,36.06,-118.39,1949,2,-5.32500028610229
BM,36.06,-118.39,1949,3,-3.39300012588501
BM,36.06,-118.39,1949,4,3.66100025177002
BM,36.06,-118.39,1949,5,4.88200044631958
