wateryear,wy_ppt,wy_tmin,wy_tmax,wy_tmean,wy_td_mean,wy_vpdmin,wy_vpdmax
1973,1010.0589981079096,-1.605999966462455,10.31566669543585,4.354750188688437,-5.4744166235129,1.9358333006093746,9.652750074863437
1974,893.3919861316682,-0.18383336563905142,11.482250094413748,5.648916852427649,-6.589916646480558,2.7299999892711626,10.801000118255624
1975,783.9239917526721,-1.1508333285649608,10.525416890780134,4.687083438038827,-6.458750019470852,2.2789166625589137,9.819666703542062
1976,572.3400039672855,-0.9547499865293513,11.037166873613991,5.0409169631699715,-6.746999939282727,2.153083344300588,9.879666686058046
1977,388.9810025393963,-0.4130000683168577,11.679333408673601,5.632666930556299,-7.203499980270868,2.5793333301941552,10.910666664441427
1978,1315.488997995852,0.15666666626930217,11.218583365281413,5.687500186264509,-5.394583284854889,2.472083320220312,9.989166557788849
1979,676.4999980926522,-0.7707499315341313,11.118999784191438,5.173916945854821,-6.04491669808825,2.3297500014305106,10.451750079790756
1980,1177.4720020294192,-0.1063332955042533,10.696333348751079,5.294833600521088,-6.673499941825861,2.5757499970495714,9.772916754086815
1981,566.5699970722198,0.993249940375486,12.720499992370598,6.856333633263903,-6.167500042831916,2.9647500092784576,11.64649995168051
1982,1147.0050001144425,-0.7935000360012043,10.30366677045823,4.754750170434516,-5.592249949773149,1.8293333401282628,9.03941671053569
1983,1524.9950258731851,-0.8364999443292619,10.090916693210584,4.627250277747701,-6.315833255648614,1.8690000176429749,9.057916780312855
1984,827.8930017501104,0.8355000019073492,11.544666608174657,6.189833675821618,-5.005416681369152,2.0333333313465127,9.606750011444092
1985,737.205995082855,-0.6576666931311297,10.394083420435594,4.868083576361339,-7.146166563034063,2.1485833177963904,9.599999904632572
1986,1190.989001274109,0.36366670330365475,11.376666744550066,5.869750320911408,-5.210666686296466,2.1748333026965443,9.702166716257732
1987,535.3420057296752,-0.046583308838308114,11.305000027020784,5.629083608587582,-6.420083373785014,2.2264166722695045,10.27699999014536
1988,676.0750076770784,0.254083216190336,11.616749991973242,5.934916958212849,-5.059333338712652,2.198833331465721,10.143583416938785
1989,855.6280112266545,0.33616667861739824,11.672583440939587,6.004083544015888,-6.110583369930586,2.8100000123182918,10.774666786193853
1990,614.5929974317548,0.493000073358416,11.773166706164686,6.132833669583,-5.833999986449877,2.6682499746481585,10.164333264032994
1991,715.047980785369,-0.16466667254765752,11.094166676203415,5.464416874262194,-7.026833320657403,2.6712499757607793,9.674333333969123
1992,678.6729955673219,1.1954999038328753,12.289833426475523,6.742250358064971,-4.3654166062672894,2.252250008673096,10.130249957243603
1993,1064.3739981651304,-0.27899994452794424,11.189083268245058,5.454750329256061,-6.265499964356421,2.596583306789399,10.17108337084452
1994,634.2849996089931,0.7435832638293507,11.829749941825863,6.286166968444984,-6.810000055857624,2.84641667207082,11.084500153859448
1995,1000.1959996223457,-0.666333324586352,10.422833323478702,4.878166784842806,-4.812083236252268,2.5240833561401805,9.405083239078518
1996,901.9669814109809,1.4499167005221056,12.981750090916954,7.215417042374614,-5.48066663742065,2.8366666518074157,11.762166539827986
1997,996.1949892044071,0.80091668168704,11.980083187421169,6.39000034332275,-4.616916637867693,2.3666666795810065,10.823916594187416
1998,1162.3410010337832,-0.7267500062783543,10.314833412567774,4.794000230729583,-4.57641663495451,2.31866668149208,8.790083169937132
1999,674.0629978179932,0.14733329035031353,11.571499824523924,5.8590836015840395,-6.486083328723902,2.9494166374206547,10.510583360989884
2000,653.8419916629797,2.2701667447884892,14.607583204905202,8.438417086998612,-6.676916712274151,3.6526666978995017,14.22708316644033
2001,694.6109905242924,1.1993333498636867,13.400166610876715,7.2995003759860975,-6.156500058869523,3.507499972979227,13.198999921480823
2002,727.4999936856331,1.5163333142797146,14.037000060081489,7.776500307023522,-6.643166691064832,3.5761666496594757,13.886499802271532
2003,879.9500035345555,1.4586666921774607,13.64641668399175,7.552167060474548,-5.494750003019971,2.939666648705801,12.653583208719894
2004,687.0600109696394,1.6149166524410326,13.807666659355165,7.711000351856148,-6.339416613181433,3.418833325306574,14.589416662851972
2005,1070.2889947891251,0.9894999315341304,12.43458322683971,6.711750236650309,-5.679000134269396,2.462833310166996,11.659999966621397
2006,885.5230233743791,1.3434167156616845,13.382416834433874,7.362583631649611,-6.1947500395278166,3.043083320061365,12.322499990463244
2007,409.48599982261635,1.8968333577116374,14.549583315849299,8.22283383707205,-6.923916670183341,3.5832499961058275,14.472333391507469
2008,622.372994482517,1.6569167176882396,13.905166705449423,7.780667141079899,-7.473333388566964,3.6169166763623566,13.484416643778486
2009,460.74099976010655,2.086666633685431,14.002416610717761,8.044000270466015,-6.402416596810025,3.6774166822433485,13.43508346875508
2010,775.9789964966473,0.31349999705950493,12.90591661135356,6.609333612024787,-6.738500017672783,2.863499979178111,12.411416769027714
2011,1126.6109752655032,0.7165833661953602,12.63091667493185,6.6735003118713685,-5.558166652917862,2.585833330949147,11.426249821980797
2012,419.5950025916103,2.12391672531764,14.040249903996788,8.08175033330917,-7.459833456203341,3.784166634082794,13.234500050544737
2013,168.90959501266468,-0.4086667696634915,9.87866640090942,4.734667023022957,-7.281333287556968,2.4073333342870096,9.942666848500593
