site,lat,long,year,month,vpdmin
BM,36.06,-118.39,2010,2,0.794000029563904
BM,36.06,-118.39,2010,3,1.64400005340576
BM,36.06,-118.39,2010,4,1.26699995994568
BM,36.06,-118.39,2010,5,1.54499995708466
BM,36.06,-118.39,2010,6,3.00999999046326
BM,36.06,-118.39,2010,7,4.35099983215332
BM,36.06,-118.39,2010,8,5.93400001525879
BM,36.06,-118.39,2010,9,6.40999984741211
BM,36.06,-118.39,2010,10,1.9099999666214
BM,36.06,-118.39,2010,11,2.11299991607666
BM,36.06,-118.39,2010,12,1.15600001811981
BM,36.06,-118.39,2011,1,2.44099998474121
BM,36.06,-118.39,2011,2,1.31599998474121
BM,36.06,-118.39,2011,3,1.10699999332428
BM,36.06,-118.39,2011,4,1.50100004673004
BM,36.06,-118.39,2011,5,1.78600001335144
BM,36.06,-118.39,2011,6,3.19600009918213
BM,36.06,-118.39,2011,7,3.66899991035461
BM,36.06,-118.39,2011,8,5.98199987411499
BM,36.06,-118.39,2011,9,4.85300016403198
BM,36.06,-118.39,2011,10,3.35500001907349
BM,36.06,-118.39,2011,11,2.36400008201599
BM,36.06,-118.39,2011,12,2.55599999427795
BM,36.06,-118.39,2012,1,3.18700003623962
BM,36.06,-118.39,2012,2,1.56700003147125
BM,36.06,-118.39,2012,3,1.6360000371933
BM,36.06,-118.39,2012,4,2.08200001716614
BM,36.06,-118.39,2012,5,3.62299990653992
BM,36.06,-118.39,2012,6,4.62799978256226
BM,36.06,-118.39,2012,7,7.1729998588562
BM,36.06,-118.39,2012,8,6.94700002670288
BM,36.06,-118.39,2012,9,6.29199981689453
BM,36.06,-118.39,2012,10,3.41400003433228
BM,36.06,-118.39,2012,11,2.86199998855591
BM,36.06,-118.39,2012,12,0.945999979972839
BM,36.06,-118.39,1898,1,1.32299995422363
BM,36.06,-118.39,1898,2,1.66499996185303
BM,36.06,-118.39,1898,3,1.30299997329712
BM,36.06,-118.39,1898,4,2.54500007629395
BM,36.06,-118.39,1898,5,1.90600001811981
BM,36.06,-118.39,1898,6,3.19600009918213
BM,36.06,-118.39,1898,7,3.92600011825562
BM,36.06,-118.39,1898,8,3.86100006103516
BM,36.06,-118.39,1898,9,5.44600009918213
BM,36.06,-118.39,1898,10,3.57399988174438
BM,36.06,-118.39,1898,11,1.62100005149841
BM,36.06,-118.39,1898,12,1.2960000038147
BM,36.06,-118.39,1901,1,1.47300004959106
BM,36.06,-118.39,1901,2,0.671000003814697
BM,36.06,-118.39,1901,3,1.26999998092651
BM,36.06,-118.39,1901,4,1.83700001239777
BM,36.06,-118.39,1901,5,1.45000004768372
BM,36.06,-118.39,1901,6,2.86100006103516
BM,36.06,-118.39,1901,7,4.09600019454956
BM,36.06,-118.39,1901,8,4.16900014877319
BM,36.06,-118.39,1901,9,2.59999990463257
BM,36.06,-118.39,1901,10,3.10899996757507
BM,36.06,-118.39,1901,11,2.06100010871887
BM,36.06,-118.39,1901,12,1.567999958992
BM,36.06,-118.39,1902,1,1.80999994277954
BM,36.06,-118.39,1902,2,0.796999990940094
BM,36.06,-118.39,1902,3,1.33200001716614
BM,36.06,-118.39,1902,4,1.68900001049042
BM,36.06,-118.39,1902,5,2.13100004196167
BM,36.06,-118.39,1902,6,2.84899997711182
BM,36.06,-118.39,1902,7,2.69300007820129
BM,36.06,-118.39,1902,8,2.84899997711182
BM,36.06,-118.39,1902,9,3.01799988746643
BM,36.06,-118.39,1902,10,2.78399991989136
BM,36.06,-118.39,1902,11,1.2389999628067
BM,36.06,-118.39,1902,12,1.44200003147125
BM,36.06,-118.39,1903,1,1.32799994945526
BM,36.06,-118.39,1903,2,0.507000029087067
BM,36.06,-118.39,1903,3,0.646000027656555
BM,36.06,-118.39,1903,4,1.03400003910065
BM,36.06,-118.39,1903,5,1.64999997615814
BM,36.06,-118.39,1903,6,2.68700003623962
BM,36.06,-118.39,1903,7,4.56500005722046
BM,36.06,-118.39,1903,8,4.00600004196167
BM,36.06,-118.39,1903,9,3.11400008201599
BM,36.06,-118.39,1903,10,3.01399993896484
BM,36.06,-118.39,1903,11,1.98800003528595
BM,36.06,-118.39,1903,12,1.4099999666214
BM,36.06,-118.39,1907,1,1.52100002765656
BM,36.06,-118.39,1907,2,1.07500004768372
BM,36.06,-118.39,1907,3,1.07799994945526
BM,36.06,-118.39,1907,4,1.29100000858307
BM,36.06,-118.39,1907,5,1.10599994659424
BM,36.06,-118.39,1907,6,2.20600008964539
BM,36.06,-118.39,1907,7,2.44700002670288
BM,36.06,-118.39,1907,8,2.77300000190735
BM,36.06,-118.39,1907,9,2.49499988555908
BM,36.06,-118.39,1907,10,2.21799993515015
BM,36.06,-118.39,1907,11,1.97399997711182
BM,36.06,-118.39,1907,12,1.52600002288818
BM,36.06,-118.39,1924,1,1.567999958992
BM,36.06,-118.39,1924,2,1.44700002670288
BM,36.06,-118.39,1924,3,1.02600002288818
BM,36.06,-118.39,1924,4,1.36000001430511
BM,36.06,-118.39,1924,5,2.37100005149841
BM,36.06,-118.39,1924,6,3.11299991607666
BM,36.06,-118.39,1924,7,3.43600010871887
BM,36.06,-118.39,1924,8,4.11100006103516
BM,36.06,-118.39,1924,9,4.19099998474121
BM,36.06,-118.39,1924,10,1.79200005531311
BM,36.06,-118.39,1924,11,2.19899988174438
BM,36.06,-118.39,1924,12,1.42299997806549
BM,36.06,-118.39,1936,1,1.39499998092651
BM,36.06,-118.39,1936,2,0.533999979496002
BM,36.06,-118.39,1936,3,1.33299994468689
BM,36.06,-118.39,1936,4,1.27199995517731
BM,36.06,-118.39,1936,5,1.61699998378754
BM,36.06,-118.39,1936,6,2.0239999294281
BM,36.06,-118.39,1936,7,2.33999991416931
BM,36.06,-118.39,1936,8,4.31199979782104
BM,36.06,-118.39,1936,9,3.75099992752075
BM,36.06,-118.39,1936,10,2.19400000572205
BM,36.06,-118.39,1936,11,2.81800007820129
BM,36.06,-118.39,1936,12,1.46599996089935
BM,36.06,-118.39,1937,1,0.609000027179718
BM,36.06,-118.39,1937,2,0.824999988079071
BM,36.06,-118.39,1937,3,0.686999976634979
BM,36.06,-118.39,1937,4,1.15600001811981
BM,36.06,-118.39,1937,5,1.62999999523163
BM,36.06,-118.39,1937,6,1.86600005626678
BM,36.06,-118.39,1937,7,3.30100011825562
BM,36.06,-118.39,1937,8,5.08799982070923
BM,36.06,-118.39,1937,9,4.65799999237061
BM,36.06,-118.39,1937,10,2.70199990272522
BM,36.06,-118.39,1937,11,1.82799994945526
BM,36.06,-118.39,1937,12,1.96000003814697
BM,36.06,-118.39,1939,1,1.40799999237061
BM,36.06,-118.39,1939,2,0.541000008583069
BM,36.06,-118.39,1939,3,1.15100002288818
BM,36.06,-118.39,1939,4,1.85300004482269
BM,36.06,-118.39,1939,5,2.84899997711182
BM,36.06,-118.39,1939,6,2.60500001907349
BM,36.06,-118.39,1939,7,3.59899997711182
BM,36.06,-118.39,1939,8,4.97100019454956
BM,36.06,-118.39,1939,9,3.08699989318848
BM,36.06,-118.39,1939,10,2.14599990844727
BM,36.06,-118.39,1939,11,2.83500003814697
BM,36.06,-118.39,1939,12,2.20199990272522
BM,36.06,-118.39,1944,1,0.800999999046326
BM,36.06,-118.39,1944,2,0.00800000037997961
BM,36.06,-118.39,1944,3,0.824000000953674
BM,36.06,-118.39,1944,4,0.830999970436096
BM,36.06,-118.39,1944,5,0.657999992370605
BM,36.06,-118.39,1944,6,0.474999994039536
BM,36.06,-118.39,1944,7,2.0460000038147
BM,36.06,-118.39,1944,8,3.91599988937378
BM,36.06,-118.39,1944,9,2.80100011825562
BM,36.06,-118.39,1944,10,1.74000000953674
BM,36.06,-118.39,1944,11,0.639999985694885
BM,36.06,-118.39,1944,12,1.1139999628067
BM,36.06,-118.39,1949,1,0.305999994277954
BM,36.06,-118.39,1949,2,0.228000000119209
BM,36.06,-118.39,1949,3,0.0149999996647239
BM,36.06,-118.39,1949,4,0.996999979019165
BM,36.06,-118.39,1949,5,0.495999991893768
BM,36.06,-118.39,1949,6,1.55999994277954
BM,36.06,-118.39,1949,7,2.15199995040894
BM,36.06,-118.39,1949,8,3.75399994850159
BM,36.06,-118.39,1949,9,3.46399998664856
BM,36.06,-118.39,1949,10,1.2389999628067
BM,36.06,-118.39,1949,11,2.00399994850159
BM,36.06,-118.39,1949,12,0.989000022411346
BM,36.06,-118.39,1954,1,0.903999984264374
BM,36.06,-118.39,1954,2,1.31400001049042
BM,36.06,-118.39,1954,3,0.347000002861023
BM,36.06,-118.39,1954,4,0.949000000953674
BM,36.06,-118.39,1954,5,2.70300006866455
BM,36.06,-118.39,1954,6,2.38899993896484
BM,36.06,-118.39,1954,7,1.98000001907349
BM,36.06,-118.39,1954,8,3.86400008201599
BM,36.06,-118.39,1954,9,4.46199989318848
BM,36.06,-118.39,1954,10,2.5550000667572
BM,36.06,-118.39,1954,11,1.25600004196167
BM,36.06,-118.39,1954,12,1.56599998474121
BM,36.06,-118.39,1956,1,0.926999986171722
BM,36.06,-118.39,1956,2,0.575999975204468
BM,36.06,-118.39,1956,3,1.29299998283386
BM,36.06,-118.39,1956,4,0.0020000000949949
BM,36.06,-118.39,1956,5,1.15600001811981
BM,36.06,-118.39,1956,6,2.4210000038147
BM,36.06,-118.39,1956,7,1.65499997138977
BM,36.06,-118.39,1956,8,3.99799990653992
BM,36.06,-118.39,1956,9,2.76999998092651
BM,36.06,-118.39,1956,10,1.03799998760223
BM,36.06,-118.39,1956,11,2.29299998283386
BM,36.06,-118.39,1956,12,2.11199998855591
BM,36.06,-118.39,1957,1,0.483999997377396
BM,36.06,-118.39,1957,2,0
BM,36.06,-118.39,1957,3,0.164000004529953
BM,36.06,-118.39,1957,4,0.703000009059906
BM,36.06,-118.39,1957,5,0.00100000004749745
BM,36.06,-118.39,1957,6,1.44599997997284
BM,36.06,-118.39,1957,7,2.09500002861023
BM,36.06,-118.39,1957,8,2.4300000667572
BM,36.06,-118.39,1957,9,2.49699997901917
BM,36.06,-118.39,1957,10,0.0860000029206276
BM,36.06,-118.39,1957,11,0.77700001001358
BM,36.06,-118.39,1957,12,1.31900000572205
BM,36.06,-118.39,1960,1,0.172000005841255
BM,36.06,-118.39,1960,2,0.28999999165535
BM,36.06,-118.39,1960,3,0.779999971389771
BM,36.06,-118.39,1960,4,1.02600002288818
BM,36.06,-118.39,1960,5,1.66199994087219
BM,36.06,-118.39,1960,6,2.49200010299683
BM,36.06,-118.39,1960,7,3.31900000572205
BM,36.06,-118.39,1960,8,4.17600011825562
BM,36.06,-118.39,1960,9,3.07500004768372
BM,36.06,-118.39,1960,10,1.63900005817413
BM,36.06,-118.39,1960,11,0.497000008821487
BM,36.06,-118.39,1960,12,1.38399994373322
BM,36.06,-118.39,1964,1,1.1690000295639
BM,36.06,-118.39,1964,2,1.37399995326996
BM,36.06,-118.39,1964,3,0.546999990940094
BM,36.06,-118.39,1964,4,0.412999987602234
BM,36.06,-118.39,1964,5,0.978999972343445
BM,36.06,-118.39,1964,6,1.41499996185303
BM,36.06,-118.39,1964,7,2.36800003051758
BM,36.06,-118.39,1964,8,3.32299995422363
BM,36.06,-118.39,1964,9,3.67499995231628
BM,36.06,-118.39,1964,10,2.82599997520447
BM,36.06,-118.39,1964,11,0.748000025749207
BM,36.06,-118.39,1964,12,0.828000009059906
BM,36.06,-118.39,1965,1,0.574000000953674
BM,36.06,-118.39,1965,2,0.977999985218048
BM,36.06,-118.39,1965,3,0.654999971389771
BM,36.06,-118.39,1965,4,0.0199999995529652
BM,36.06,-118.39,1965,5,0.71399998664856
BM,36.06,-118.39,1965,6,0.455000013113022
BM,36.06,-118.39,1965,7,2.50200009346008
BM,36.06,-118.39,1965,8,3.28699994087219
BM,36.06,-118.39,1965,9,2.97099995613098
BM,36.06,-118.39,1965,10,3.9300000667572
BM,36.06,-118.39,1965,11,1.0349999666214
BM,36.06,-118.39,1965,12,0.994000017642975
BM,36.06,-118.39,1969,1,0.873000025749207
BM,36.06,-118.39,1969,2,0
BM,36.06,-118.39,1969,3,0.564000010490417
BM,36.06,-118.39,1969,4,1.00699996948242
BM,36.06,-118.39,1969,5,1.51300001144409
BM,36.06,-118.39,1969,6,0.505999982357025
BM,36.06,-118.39,1969,7,2.33100008964539
BM,36.06,-118.39,1969,8,4.52099990844727
BM,36.06,-118.39,1969,9,3.26600003242493
BM,36.06,-118.39,1969,10,1.96200001239777
BM,36.06,-118.39,1969,11,1.43400001525879
BM,36.06,-118.39,1969,12,1.27699995040894
BM,36.06,-118.39,1971,1,0.834999978542328
BM,36.06,-118.39,1971,2,1.10800004005432
BM,36.06,-118.39,1971,3,1.32400000095367
BM,36.06,-118.39,1971,4,0.947000026702881
BM,36.06,-118.39,1971,5,0.0379999987781048
BM,36.06,-118.39,1971,6,2.79500007629395
BM,36.06,-118.39,1971,7,4.27299976348877
BM,36.06,-118.39,1971,8,4.04400014877319
BM,36.06,-118.39,1971,9,5.10099983215332
BM,36.06,-118.39,1971,10,1.67999994754791
BM,36.06,-118.39,1971,11,1.02499997615814
BM,36.06,-118.39,1971,12,0.375
BM,36.06,-118.39,1975,1,2.00399994850159
BM,36.06,-118.39,1975,2,0.703000009059906
BM,36.06,-118.39,1975,3,0.0399999991059303
BM,36.06,-118.39,1975,4,0.29899999499321
BM,36.06,-118.39,1975,5,1.84399998188019
BM,36.06,-118.39,1975,6,2.78399991989136
BM,36.06,-118.39,1975,7,4.55900001525879
BM,36.06,-118.39,1975,8,5.33699989318848
BM,36.06,-118.39,1975,9,4.3270001411438
BM,36.06,-118.39,1975,10,2.41199994087219
BM,36.06,-118.39,1975,11,1.96899998188019
BM,36.06,-118.39,1975,12,1.84399998188019
BM,36.06,-118.39,1977,1,1.47300004959106
BM,36.06,-118.39,1977,2,2.05299997329712
BM,36.06,-118.39,1977,3,0.981000006198883
BM,36.06,-118.39,1977,4,2.31900000572205
BM,36.06,-118.39,1977,5,0.601999998092651
BM,36.06,-118.39,1977,6,2.68799996376038
BM,36.06,-118.39,1977,7,4.27699995040894
BM,36.06,-118.39,1977,8,4.38800001144409
BM,36.06,-118.39,1977,9,3.54699993133545
BM,36.06,-118.39,1977,10,4.02099990844727
BM,36.06,-118.39,1977,11,2.5090000629425
BM,36.06,-118.39,1977,12,1.91799998283386
BM,36.06,-118.39,1978,1,0.545000016689301
BM,36.06,-118.39,1978,2,0.698000013828278
BM,36.06,-118.39,1978,3,0.605000019073486
BM,36.06,-118.39,1978,4,1.0900000333786
BM,36.06,-118.39,1978,5,2.29500007629395
BM,36.06,-118.39,1978,6,3.37299990653992
BM,36.06,-118.39,1978,7,4.01300001144409
BM,36.06,-118.39,1978,8,5.53399991989136
BM,36.06,-118.39,1978,9,3.06399989128113
BM,36.06,-118.39,1978,10,3.67899990081787
BM,36.06,-118.39,1978,11,0.559000015258789
BM,36.06,-118.39,1978,12,1.32400000095367
