site,lat,long,year,month,vpdmin
BM,36.06,-118.39,1952,5,1.06400001049042
BM,36.06,-118.39,1952,6,1.0460000038147
BM,36.06,-118.39,1952,7,1.14699995517731
BM,36.06,-118.39,1952,8,2.51699995994568
BM,36.06,-118.39,1952,9,2.125
BM,36.06,-118.39,1952,10,3.87199997901917
BM,36.06,-118.39,1952,11,0.824999988079071
BM,36.06,-118.39,1952,12,0.368000000715256
BM,36.06,-118.39,1953,1,1.09399998188019
BM,36.06,-118.39,1953,2,1.08800005912781
BM,36.06,-118.39,1953,3,0.723999977111816
BM,36.06,-118.39,1953,4,0.29899999499321
BM,36.06,-118.39,1953,5,0.324999988079071
BM,36.06,-118.39,1953,6,2.54999995231628
BM,36.06,-118.39,1953,7,2.31900000572205
BM,36.06,-118.39,1953,8,2.84200000762939
BM,36.06,-118.39,1953,9,4.31400012969971
BM,36.06,-118.39,1953,10,1.67599999904633
BM,36.06,-118.39,1953,11,0.477999985218048
BM,36.06,-118.39,1953,12,1.87000000476837
BM,36.06,-118.39,1955,1,0.517000019550323
BM,36.06,-118.39,1955,2,0.602999985218048
BM,36.06,-118.39,1955,3,0.634999990463257
BM,36.06,-118.39,1955,4,0.453999996185303
BM,36.06,-118.39,1955,5,0.202000007033348
BM,36.06,-118.39,1955,6,1.01900005340576
BM,36.06,-118.39,1955,7,2.35700011253357
BM,36.06,-118.39,1955,8,2.46199989318848
BM,36.06,-118.39,1955,9,3.45799994468689
BM,36.06,-118.39,1955,10,2.38299989700317
BM,36.06,-118.39,1955,11,1.10500001907349
BM,36.06,-118.39,1955,12,0.620999991893768
BM,36.06,-118.39,1958,1,1.08800005912781
BM,36.06,-118.39,1958,2,0
BM,36.06,-118.39,1958,3,0
BM,36.06,-118.39,1958,4,0.451999992132187
BM,36.06,-118.39,1958,5,0.603999972343445
BM,36.06,-118.39,1958,6,1.09300005435944
BM,36.06,-118.39,1958,7,2.65799999237061
BM,36.06,-118.39,1958,8,1.57599997520447
BM,36.06,-118.39,1958,9,2.66700005531311
BM,36.06,-118.39,1958,10,2.37700009346008
BM,36.06,-118.39,1958,11,1.34200000762939
BM,36.06,-118.39,1958,12,2.42899990081787
BM,36.06,-118.39,1959,1,1.14100003242493
BM,36.06,-118.39,1959,2,0
BM,36.06,-118.39,1959,3,1.26499998569489
BM,36.06,-118.39,1959,4,1.46599996089935
BM,36.06,-118.39,1959,5,0.518999993801117
BM,36.06,-118.39,1959,6,1.75399994850159
BM,36.06,-118.39,1959,7,2.53600001335144
BM,36.06,-118.39,1959,8,2.77099990844727
BM,36.06,-118.39,1959,9,2.95499992370605
BM,36.06,-118.39,1959,10,2.57299995422363
BM,36.06,-118.39,1959,11,2.44400000572205
BM,36.06,-118.39,1959,12,1.63999998569489
BM,36.06,-118.39,1961,1,1.95500004291534
BM,36.06,-118.39,1961,2,0.485000014305115
BM,36.06,-118.39,1961,3,0.181999996304512
BM,36.06,-118.39,1961,4,1.25600004196167
BM,36.06,-118.39,1961,5,1.22000002861023
BM,36.06,-118.39,1961,6,2.1949999332428
BM,36.06,-118.39,1961,7,2.98499989509583
BM,36.06,-118.39,1961,8,1.59500002861023
BM,36.06,-118.39,1961,9,3.55699992179871
BM,36.06,-118.39,1961,10,2.44899988174438
BM,36.06,-118.39,1961,11,1.28299999237061
BM,36.06,-118.39,1961,12,0.834999978542328
BM,36.06,-118.39,1962,1,1.22200000286102
BM,36.06,-118.39,1962,2,0
BM,36.06,-118.39,1962,3,0.526000022888184
BM,36.06,-118.39,1962,4,2.06200003623962
BM,36.06,-118.39,1962,5,1.08000004291534
BM,36.06,-118.39,1962,6,2.10999989509583
BM,36.06,-118.39,1962,7,2.83100008964539
BM,36.06,-118.39,1962,8,4.26900005340576
BM,36.06,-118.39,1962,9,3.68499994277954
BM,36.06,-118.39,1962,10,2.47099995613098
BM,36.06,-118.39,1962,11,1.66400003433228
BM,36.06,-118.39,1962,12,2.05200004577637
BM,36.06,-118.39,1963,1,1.72599995136261
BM,36.06,-118.39,1963,2,0.903999984264374
BM,36.06,-118.39,1963,3,0.915000021457672
BM,36.06,-118.39,1963,4,0.681999981403351
BM,36.06,-118.39,1963,5,1.77799999713898
BM,36.06,-118.39,1963,6,0.666000008583069
BM,36.06,-118.39,1963,7,3.28099989891052
BM,36.06,-118.39,1963,8,2.54699993133545
BM,36.06,-118.39,1963,9,2.44799995422363
BM,36.06,-118.39,1963,10,1.44700002670288
BM,36.06,-118.39,1963,11,1.13800001144409
BM,36.06,-118.39,1963,12,2.00699996948242
BM,36.06,-118.39,1966,1,1.18700003623962
BM,36.06,-118.39,1966,2,0.783999979496002
BM,36.06,-118.39,1966,3,1.36600005626678
BM,36.06,-118.39,1966,4,2.44300007820129
BM,36.06,-118.39,1966,5,2.01799988746643
BM,36.06,-118.39,1966,6,2.73000001907349
BM,36.06,-118.39,1966,7,3.39499998092651
BM,36.06,-118.39,1966,8,4.64400005340576
BM,36.06,-118.39,1966,9,3.37299990653992
BM,36.06,-118.39,1966,10,2.83400011062622
BM,36.06,-118.39,1966,11,0.792999982833862
BM,36.06,-118.39,1966,12,1.40299999713898
BM,36.06,-118.39,1967,1,1.41799998283386
BM,36.06,-118.39,1967,2,1.48500001430511
BM,36.06,-118.39,1967,3,0.857999980449677
BM,36.06,-118.39,1967,4,0.0599999986588955
BM,36.06,-118.39,1967,5,0.879999995231628
BM,36.06,-118.39,1967,6,0.609000027179718
BM,36.06,-118.39,1967,7,3.17300009727478
BM,36.06,-118.39,1967,8,4.2649998664856
BM,36.06,-118.39,1967,9,2.08500003814697
BM,36.06,-118.39,1967,10,4.15199995040894
BM,36.06,-118.39,1967,11,1.24199998378754
BM,36.06,-118.39,1967,12,0.598999977111816
BM,36.06,-118.39,1968,1,1.16299998760223
BM,36.06,-118.39,1968,2,0
BM,36.06,-118.39,1968,3,0.493000000715256
BM,36.06,-118.39,1968,4,1.17299997806549
BM,36.06,-118.39,1968,5,1.58700001239777
BM,36.06,-118.39,1968,6,3.31900000572205
BM,36.06,-118.39,1968,7,3.11800003051758
BM,36.06,-118.39,1968,8,2.81699991226196
BM,36.06,-118.39,1968,9,4.47700023651123
BM,36.06,-118.39,1968,10,2.83699989318848
BM,36.06,-118.39,1968,11,1.29100000858307
BM,36.06,-118.39,1968,12,0.921999990940094
BM,36.06,-118.39,1970,1,0.856000006198883
BM,36.06,-118.39,1970,2,0.479999989271164
BM,36.06,-118.39,1970,3,0.808000028133392
BM,36.06,-118.39,1970,4,0.953000009059906
BM,36.06,-118.39,1970,5,1.91499996185303
BM,36.06,-118.39,1970,6,1.86300003528595
BM,36.06,-118.39,1970,7,2.66700005531311
BM,36.06,-118.39,1970,8,3.67300009727478
BM,36.06,-118.39,1970,9,4.86100006103516
BM,36.06,-118.39,1970,10,2.95900011062622
BM,36.06,-118.39,1970,11,1.0900000333786
BM,36.06,-118.39,1970,12,0.514999985694885
BM,36.06,-118.39,1972,1,1.36099994182587
BM,36.06,-118.39,1972,2,0.541999995708466
BM,36.06,-118.39,1972,3,1.67900002002716
BM,36.06,-118.39,1972,4,1.44400000572205
BM,36.06,-118.39,1972,5,1.76300001144409
BM,36.06,-118.39,1972,6,1.30200004577637
BM,36.06,-118.39,1972,7,4.52400016784668
BM,36.06,-118.39,1972,8,4.44799995422363
BM,36.06,-118.39,1972,9,2.625
BM,36.06,-118.39,1972,10,0.467999994754791
BM,36.06,-118.39,1972,11,0.555000007152557
BM,36.06,-118.39,1972,12,0.629000008106232
BM,36.06,-118.39,1973,1,0.658999979496002
BM,36.06,-118.39,1973,2,0.00100000004749745
BM,36.06,-118.39,1973,3,0.0640000030398369
BM,36.06,-118.39,1973,4,1.33299994468689
BM,36.06,-118.39,1973,5,1.33899998664856
BM,36.06,-118.39,1973,6,3.92700004577637
BM,36.06,-118.39,1973,7,4.27799987792969
BM,36.06,-118.39,1973,8,4.73999977111816
BM,36.06,-118.39,1973,9,5.23699998855591
BM,36.06,-118.39,1973,10,3.75200009346008
BM,36.06,-118.39,1973,11,0.685000002384186
BM,36.06,-118.39,1973,12,1.65499997138977
BM,36.06,-118.39,1974,1,0.782000005245209
BM,36.06,-118.39,1974,2,1.32799994945526
BM,36.06,-118.39,1974,3,0.575999975204468
BM,36.06,-118.39,1974,4,1.55599999427795
BM,36.06,-118.39,1974,5,2.68799996376038
BM,36.06,-118.39,1974,6,4.71700000762939
BM,36.06,-118.39,1974,7,3.44899988174438
BM,36.06,-118.39,1974,8,5.78999996185303
BM,36.06,-118.39,1974,9,5.78200006484985
BM,36.06,-118.39,1974,10,2.10800004005432
BM,36.06,-118.39,1974,11,1.89400005340576
BM,36.06,-118.39,1974,12,1.44799995422363
BM,36.06,-118.39,1976,1,2.29699993133545
BM,36.06,-118.39,1976,2,0.871999979019165
BM,36.06,-118.39,1976,3,1.4539999961853
BM,36.06,-118.39,1976,4,1.06599998474121
BM,36.06,-118.39,1976,5,2.49600005149841
BM,36.06,-118.39,1976,6,3.30100011825562
BM,36.06,-118.39,1976,7,2.88100004196167
BM,36.06,-118.39,1976,8,3.17300009727478
BM,36.06,-118.39,1976,9,2.07200002670288
BM,36.06,-118.39,1976,10,2.69300007820129
BM,36.06,-118.39,1976,11,2.58899998664856
BM,36.06,-118.39,1976,12,3.34200000762939
BM,36.06,-118.39,1979,1,0.795000016689301
BM,36.06,-118.39,1979,2,1.12999999523163
BM,36.06,-118.39,1979,3,0.25900000333786
BM,36.06,-118.39,1979,4,1.61899995803833
BM,36.06,-118.39,1979,5,1.58399999141693
BM,36.06,-118.39,1979,6,3.90000009536743
BM,36.06,-118.39,1979,7,4.61499977111816
BM,36.06,-118.39,1979,8,3.77800011634827
BM,36.06,-118.39,1979,9,4.71500015258789
BM,36.06,-118.39,1979,10,2.79500007629395
BM,36.06,-118.39,1979,11,2.27300000190735
BM,36.06,-118.39,1979,12,2.60899996757507
BM,36.06,-118.39,1980,1,1.25699996948242
BM,36.06,-118.39,1980,2,1.39699995517731
BM,36.06,-118.39,1980,3,0.916999995708466
BM,36.06,-118.39,1980,4,1.89100003242493
BM,36.06,-118.39,1980,5,0.0359999984502792
BM,36.06,-118.39,1980,6,3.74799990653992
BM,36.06,-118.39,1980,7,4.44399976730347
BM,36.06,-118.39,1980,8,5.22800016403198
BM,36.06,-118.39,1980,9,4.31400012969971
BM,36.06,-118.39,1980,10,3.44400000572205
BM,36.06,-118.39,1980,11,3.67700004577637
BM,36.06,-118.39,1980,12,2.83400011062622
BM,36.06,-118.39,1981,1,1.13399994373322
BM,36.06,-118.39,1981,2,1.58200001716614
BM,36.06,-118.39,1981,3,0.31700000166893
BM,36.06,-118.39,1981,4,1.82700002193451
BM,36.06,-118.39,1981,5,1.71899998188019
BM,36.06,-118.39,1981,6,4.27500009536743
BM,36.06,-118.39,1981,7,5.08799982070923
BM,36.06,-118.39,1981,8,5.84800004959106
BM,36.06,-118.39,1981,9,3.83200001716614
BM,36.06,-118.39,1981,10,1.63800001144409
BM,36.06,-118.39,1981,11,1.4099999666214
BM,36.06,-118.39,1981,12,1.79100000858307
BM,36.06,-118.39,1982,1,1.29700005054474
BM,36.06,-118.39,1982,2,0.809000015258789
BM,36.06,-118.39,1982,3,0.337999999523163
BM,36.06,-118.39,1982,4,1.3400000333786
BM,36.06,-118.39,1982,5,2.22699999809265
BM,36.06,-118.39,1982,6,1.89199995994568
BM,36.06,-118.39,1982,7,2.71000003814697
BM,36.06,-118.39,1982,8,3.71399998664856
BM,36.06,-118.39,1982,9,2.78600001335144
BM,36.06,-118.39,1982,10,2.5789999961853
BM,36.06,-118.39,1982,11,1.60300004482269
BM,36.06,-118.39,1982,12,1.47899997234344
BM,36.06,-118.39,1983,1,1.5460000038147
BM,36.06,-118.39,1983,2,0.578000009059906
BM,36.06,-118.39,1983,3,0.125
BM,36.06,-118.39,1983,4,0.606000006198883
BM,36.06,-118.39,1983,5,2.0220000743866
BM,36.06,-118.39,1983,6,3.01600003242493
BM,36.06,-118.39,1983,7,3.16499996185303
BM,36.06,-118.39,1983,8,2.47000002861023
BM,36.06,-118.39,1983,9,3.23900008201599
BM,36.06,-118.39,1983,10,1.85599994659424
BM,36.06,-118.39,1983,11,1.04700005054474
BM,36.06,-118.39,1983,12,0.899999976158142
BM,36.06,-118.39,1984,1,2.21199989318848
BM,36.06,-118.39,1984,2,1.82200002670288
BM,36.06,-118.39,1984,3,1.80900001525879
BM,36.06,-118.39,1984,4,1.30999994277954
BM,36.06,-118.39,1984,5,3.19700002670288
BM,36.06,-118.39,1984,6,2.80299997329712
BM,36.06,-118.39,1984,7,1.932000041008
BM,36.06,-118.39,1984,8,2.49600005149841
BM,36.06,-118.39,1984,9,3.01600003242493
BM,36.06,-118.39,1984,10,1.60500001907349
BM,36.06,-118.39,1984,11,1.15900003910065
BM,36.06,-118.39,1984,12,1.05599999427795
BM,36.06,-118.39,1985,1,1.49800002574921
BM,36.06,-118.39,1985,2,1.31500005722046
BM,36.06,-118.39,1985,3,0.624000012874603
BM,36.06,-118.39,1985,4,1.77199995517731
BM,36.06,-118.39,1985,5,2.44600009918213
BM,36.06,-118.39,1985,6,3.47199988365173
BM,36.06,-118.39,1985,7,3.23099994659424
BM,36.06,-118.39,1985,8,5.0939998626709
BM,36.06,-118.39,1985,9,2.51099991798401
BM,36.06,-118.39,1985,10,2.22699999809265
BM,36.06,-118.39,1985,11,0.948000013828278
BM,36.06,-118.39,1985,12,2.21799993515015
BM,36.06,-118.39,1986,1,2.15599989891052
BM,36.06,-118.39,1986,2,0.514999985694885
BM,36.06,-118.39,1986,3,0.845000028610229
BM,36.06,-118.39,1986,4,1.27499997615814
BM,36.06,-118.39,1986,5,2.59800004959106
BM,36.06,-118.39,1986,6,3.63899993896484
BM,36.06,-118.39,1986,7,2.57299995422363
BM,36.06,-118.39,1986,8,4.56699991226196
BM,36.06,-118.39,1986,9,2.53699994087219
BM,36.06,-118.39,1986,10,1.95700001716614
BM,36.06,-118.39,1986,11,1.70299994945526
BM,36.06,-118.39,1986,12,1.90199995040894
BM,36.06,-118.39,1987,1,1.41400003433228
BM,36.06,-118.39,1987,2,1.1139999628067
BM,36.06,-118.39,1987,3,0.870000004768372
BM,36.06,-118.39,1987,4,2.09400010108948
BM,36.06,-118.39,1987,5,0.522000014781952
BM,36.06,-118.39,1987,6,3.03900003433228
BM,36.06,-118.39,1987,7,3.08999991416931
BM,36.06,-118.39,1987,8,4.70599985122681
BM,36.06,-118.39,1987,9,4.30600023269653
BM,36.06,-118.39,1987,10,2.20600008964539
BM,36.06,-118.39,1987,11,1.09899997711182
BM,36.06,-118.39,1987,12,0.694999992847443
BM,36.06,-118.39,1988,1,1.48599994182587
BM,36.06,-118.39,1988,2,1.76900005340576
BM,36.06,-118.39,1988,3,1.60099995136261
BM,36.06,-118.39,1988,4,1.69000005722046
BM,36.06,-118.39,1988,5,2.40700006484985
BM,36.06,-118.39,1988,6,2.38899993896484
BM,36.06,-118.39,1988,7,3.59200000762939
BM,36.06,-118.39,1988,8,2.90400004386902
BM,36.06,-118.39,1988,9,4.5479998588562
BM,36.06,-118.39,1988,10,4.66200017929077
BM,36.06,-118.39,1988,11,1.05900001525879
BM,36.06,-118.39,1988,12,1.62699997425079
BM,36.06,-118.39,1989,1,1.37100005149841
BM,36.06,-118.39,1989,2,0.649999976158142
BM,36.06,-118.39,1989,3,1.54100000858307
BM,36.06,-118.39,1989,4,3.21099996566772
BM,36.06,-118.39,1989,5,2.03099989891052
BM,36.06,-118.39,1989,6,2.90899991989136
BM,36.06,-118.39,1989,7,6.82200002670288
BM,36.06,-118.39,1989,8,3.76500010490417
BM,36.06,-118.39,1989,9,4.07200002670288
BM,36.06,-118.39,1989,10,2.50099992752075
BM,36.06,-118.39,1989,11,3.20700001716614
BM,36.06,-118.39,1989,12,3.48699998855591
BM,36.06,-118.39,1990,1,1.7960000038147
BM,36.06,-118.39,1990,2,0.929000020027161
BM,36.06,-118.39,1990,3,1.7960000038147
BM,36.06,-118.39,1990,4,1.15799999237061
BM,36.06,-118.39,1990,5,1.94400000572205
BM,36.06,-118.39,1990,6,4.36899995803833
BM,36.06,-118.39,1990,7,3.15100002288818
BM,36.06,-118.39,1990,8,4.98199987411499
BM,36.06,-118.39,1990,9,2.69899988174438
BM,36.06,-118.39,1990,10,5.01300001144409
BM,36.06,-118.39,1990,11,2.60999989509583
BM,36.06,-118.39,1990,12,2.28800010681152
BM,36.06,-118.39,1991,1,1.76800000667572
BM,36.06,-118.39,1991,2,2.36100006103516
BM,36.06,-118.39,1991,3,0.25
BM,36.06,-118.39,1991,4,1.54499995708466
BM,36.06,-118.39,1991,5,1.42599999904633
BM,36.06,-118.39,1991,6,3.53399991989136
BM,36.06,-118.39,1991,7,4.00099992752075
BM,36.06,-118.39,1991,8,3.43199992179871
BM,36.06,-118.39,1991,9,3.82699990272522
BM,36.06,-118.39,1991,10,3.90599989891052
BM,36.06,-118.39,1991,11,2.18600010871887
BM,36.06,-118.39,1991,12,2.26799988746643
BM,36.06,-118.39,1992,1,2.3510000705719
BM,36.06,-118.39,1992,2,0.316000014543533
BM,36.06,-118.39,1992,3,0.00499999988824129
BM,36.06,-118.39,1992,4,1.60099995136261
BM,36.06,-118.39,1992,5,1.88999998569489
BM,36.06,-118.39,1992,6,1.22800004482269
BM,36.06,-118.39,1992,7,1.77400004863739
BM,36.06,-118.39,1992,8,3.78099989891052
BM,36.06,-118.39,1992,9,5.72100019454956
BM,36.06,-118.39,1992,10,2.95700001716614
BM,36.06,-118.39,1992,11,2.51399993896484
BM,36.06,-118.39,1992,12,1.15699994564056
BM,36.06,-118.39,1993,1,1.00899994373322
BM,36.06,-118.39,1993,2,0
BM,36.06,-118.39,1993,3,1.22000002861023
BM,36.06,-118.39,1993,4,1.86899995803833
BM,36.06,-118.39,1993,5,2.29099988937378
BM,36.06,-118.39,1993,6,3.08899998664856
BM,36.06,-118.39,1993,7,5.96799993515015
BM,36.06,-118.39,1993,8,3.91400003433228
BM,36.06,-118.39,1993,9,5.1710000038147
BM,36.06,-118.39,1993,10,2.38899993896484
BM,36.06,-118.39,1993,11,2.7279999256134
BM,36.06,-118.39,1993,12,2.1470000743866
BM,36.06,-118.39,1994,1,2.62599992752075
BM,36.06,-118.39,1994,2,0.629999995231628
BM,36.06,-118.39,1994,3,1.22599995136261
BM,36.06,-118.39,1994,4,0.824000000953674
BM,36.06,-118.39,1994,5,0.616999983787537
BM,36.06,-118.39,1994,6,4.72900009155273
BM,36.06,-118.39,1994,7,6.41800022125244
BM,36.06,-118.39,1994,8,6.44000005722046
BM,36.06,-118.39,1994,9,3.38299989700317
BM,36.06,-118.39,1994,10,1.99699997901917
BM,36.06,-118.39,1994,11,1.17400002479553
BM,36.06,-118.39,1994,12,1.19799995422363
BM,36.06,-118.39,1995,1,0.52700001001358
BM,36.06,-118.39,1995,2,1.7960000038147
BM,36.06,-118.39,1995,3,0.493999987840652
BM,36.06,-118.39,1995,4,1.31099998950958
BM,36.06,-118.39,1995,5,0.00700000021606684
BM,36.06,-118.39,1995,6,1.63100004196167
BM,36.06,-118.39,1995,7,5.45499992370605
BM,36.06,-118.39,1995,8,7.79300022125244
BM,36.06,-118.39,1995,9,6.9060001373291
BM,36.06,-118.39,1995,10,2.93199992179871
BM,36.06,-118.39,1995,11,2.81599998474121
BM,36.06,-118.39,1995,12,1.51699995994568
BM,36.06,-118.39,1996,1,1.63699996471405
BM,36.06,-118.39,1996,2,0.00300000002607703
BM,36.06,-118.39,1996,3,1.35599994659424
BM,36.06,-118.39,1996,4,2.46499991416931
BM,36.06,-118.39,1996,5,2.11700010299683
BM,36.06,-118.39,1996,6,3.53900003433228
BM,36.06,-118.39,1996,7,4.53499984741211
BM,36.06,-118.39,1996,8,5.92500019073486
BM,36.06,-118.39,1996,9,5.19799995422363
BM,36.06,-118.39,1996,10,3.36100006103516
BM,36.06,-118.39,1996,11,1.72699999809265
BM,36.06,-118.39,1996,12,1.45200002193451
BM,36.06,-118.39,1997,1,0.609000027179718
BM,36.06,-118.39,1997,2,1.39100003242493
BM,36.06,-118.39,1997,3,3.13100004196167
BM,36.06,-118.39,1997,4,1.45799994468689
BM,36.06,-118.39,1997,5,2.875
BM,36.06,-118.39,1997,6,2.43400001525879
BM,36.06,-118.39,1997,7,3.12899994850159
BM,36.06,-118.39,1997,8,4.97900009155273
BM,36.06,-118.39,1997,9,1.85399997234344
BM,36.06,-118.39,1997,10,3.18400001525879
BM,36.06,-118.39,1997,11,2.37199997901917
BM,36.06,-118.39,1997,12,1.82500004768372
BM,36.06,-118.39,1998,1,1.12699997425079
BM,36.06,-118.39,1998,2,0.0160000007599592
BM,36.06,-118.39,1998,3,1.15100002288818
BM,36.06,-118.39,1998,4,1.1599999666214
BM,36.06,-118.39,1998,5,0.418999999761581
BM,36.06,-118.39,1998,6,1.47300004959106
BM,36.06,-118.39,1998,7,5.89300012588501
BM,36.06,-118.39,1998,8,7.61199998855591
BM,36.06,-118.39,1998,9,1.59200000762939
BM,36.06,-118.39,1998,10,2.75
BM,36.06,-118.39,1998,11,2.13299989700317
BM,36.06,-118.39,1998,12,2.42400002479553
BM,36.06,-118.39,1999,1,1.64199995994568
BM,36.06,-118.39,1999,2,0.991999983787537
BM,36.06,-118.39,1999,3,1.52699995040894
BM,36.06,-118.39,1999,4,1.26199996471405
BM,36.06,-118.39,1999,5,2.05699992179871
BM,36.06,-118.39,1999,6,4.05800008773804
BM,36.06,-118.39,1999,7,5.38299989700317
BM,36.06,-118.39,1999,8,5.62400007247925
BM,36.06,-118.39,1999,9,5.54099988937378
BM,36.06,-118.39,1999,10,5.48699998855591
BM,36.06,-118.39,1999,11,3.67600011825562
BM,36.06,-118.39,1999,12,3.02900004386902
BM,36.06,-118.39,2000,1,1.20000004768372
BM,36.06,-118.39,2000,2,0.758000016212463
BM,36.06,-118.39,2000,3,1.15499997138977
BM,36.06,-118.39,2000,4,2.01699995994568
BM,36.06,-118.39,2000,5,3.18300008773804
BM,36.06,-118.39,2000,6,4.16900014877319
BM,36.06,-118.39,2000,7,6.37400007247925
BM,36.06,-118.39,2000,8,6.75500011444092
BM,36.06,-118.39,2000,9,6.02899980545044
BM,36.06,-118.39,2000,10,2.27600002288818
BM,36.06,-118.39,2000,11,2.00699996948242
BM,36.06,-118.39,2000,12,3.30299997329712
BM,36.06,-118.39,2001,1,1.6139999628067
BM,36.06,-118.39,2001,2,0.814000010490417
BM,36.06,-118.39,2001,3,1.12999999523163
BM,36.06,-118.39,2001,4,1.52799999713898
BM,36.06,-118.39,2001,5,3.97499990463257
BM,36.06,-118.39,2001,6,5.49200010299683
BM,36.06,-118.39,2001,7,5.22900009155273
BM,36.06,-118.39,2001,8,8.16699981689453
BM,36.06,-118.39,2001,9,6.55499982833862
BM,36.06,-118.39,2001,10,4.80999994277954
BM,36.06,-118.39,2001,11,1.49199998378754
BM,36.06,-118.39,2001,12,1.14600002765656
BM,36.06,-118.39,2002,1,1.86699998378754
BM,36.06,-118.39,2002,2,2.08299994468689
BM,36.06,-118.39,2002,3,1.5900000333786
BM,36.06,-118.39,2002,4,2.01200008392334
BM,36.06,-118.39,2002,5,2.34400010108948
BM,36.06,-118.39,2002,6,4.22499990463257
BM,36.06,-118.39,2002,7,7.42600011825562
BM,36.06,-118.39,2002,8,7.93699979782104
BM,36.06,-118.39,2002,9,5.98199987411499
BM,36.06,-118.39,2002,10,3.25999999046326
BM,36.06,-118.39,2002,11,2.71700000762939
BM,36.06,-118.39,2002,12,0.930999994277954
BM,36.06,-118.39,2003,1,2.39599990844727
BM,36.06,-118.39,2003,2,0.773000001907349
BM,36.06,-118.39,2003,3,1.25800001621246
BM,36.06,-118.39,2003,4,0.652999997138977
BM,36.06,-118.39,2003,5,2.53200006484985
BM,36.06,-118.39,2003,6,2.85700011253357
BM,36.06,-118.39,2003,7,6.19399976730347
BM,36.06,-118.39,2003,8,4.82499980926514
BM,36.06,-118.39,2003,9,6.88000011444092
BM,36.06,-118.39,2003,10,6.47599983215332
BM,36.06,-118.39,2003,11,1.41700005531311
BM,36.06,-118.39,2003,12,1.50199997425079
BM,36.06,-118.39,2004,1,1.4539999961853
BM,36.06,-118.39,2004,2,0.546000003814697
BM,36.06,-118.39,2004,3,2.41199994087219
BM,36.06,-118.39,2004,4,2.01600003242493
BM,36.06,-118.39,2004,5,3.06599998474121
BM,36.06,-118.39,2004,6,3.93300008773804
BM,36.06,-118.39,2004,7,6.91099977493286
BM,36.06,-118.39,2004,8,5.7350001335144
BM,36.06,-118.39,2004,9,5.55800008773804
BM,36.06,-118.39,2004,10,2.20099997520447
BM,36.06,-118.39,2004,11,1.28299999237061
BM,36.06,-118.39,2004,12,1.86800003051758
BM,36.06,-118.39,2005,1,0.620000004768372
BM,36.06,-118.39,2005,2,0.477999985218048
BM,36.06,-118.39,2005,3,1.16299998760223
BM,36.06,-118.39,2005,4,1.56900000572205
BM,36.06,-118.39,2005,5,1.67799997329712
BM,36.06,-118.39,2005,6,1.92799997329712
BM,36.06,-118.39,2005,7,6.31899976730347
BM,36.06,-118.39,2005,8,6.28000020980835
BM,36.06,-118.39,2005,9,4.16699981689453
BM,36.06,-118.39,2005,10,2.64499998092651
BM,36.06,-118.39,2005,11,3.04699993133545
BM,36.06,-118.39,2005,12,1.71200001239777
BM,36.06,-118.39,2006,1,1.58000004291534
BM,36.06,-118.39,2006,2,1.94500005245209
BM,36.06,-118.39,2006,3,0.617999970912933
BM,36.06,-118.39,2006,4,0.685000002384186
BM,36.06,-118.39,2006,5,2.13299989700317
BM,36.06,-118.39,2006,6,4.66099977493286
BM,36.06,-118.39,2006,7,4.97900009155273
BM,36.06,-118.39,2006,8,6.52799987792969
BM,36.06,-118.39,2006,9,5.98400020599365
BM,36.06,-118.39,2006,10,2.84100008010864
BM,36.06,-118.39,2006,11,2.74499988555908
BM,36.06,-118.39,2006,12,2.33599996566772
BM,36.06,-118.39,2007,1,2.07399988174438
BM,36.06,-118.39,2007,2,1.32000005245209
BM,36.06,-118.39,2007,3,2.56200003623962
BM,36.06,-118.39,2007,4,1.90499997138977
BM,36.06,-118.39,2007,5,3.81500005722046
BM,36.06,-118.39,2007,6,5.66300010681152
BM,36.06,-118.39,2007,7,6.68699979782104
BM,36.06,-118.39,2007,8,7.03700017929077
BM,36.06,-118.39,2007,9,4.01399993896484
BM,36.06,-118.39,2007,10,3.31299996376038
BM,36.06,-118.39,2007,11,3.79299998283386
BM,36.06,-118.39,2007,12,1.20000004768372
BM,36.06,-118.39,2008,1,1.67200005054474
BM,36.06,-118.39,2008,2,1.65199995040894
BM,36.06,-118.39,2008,3,1.85099995136261
BM,36.06,-118.39,2008,4,2.61700010299683
BM,36.06,-118.39,2008,5,2.53600001335144
BM,36.06,-118.39,2008,6,6.0939998626709
BM,36.06,-118.39,2008,7,5.50600004196167
BM,36.06,-118.39,2008,8,6.7020001411438
BM,36.06,-118.39,2008,9,6.46700000762939
BM,36.06,-118.39,2008,10,4.34999990463257
BM,36.06,-118.39,2008,11,2.75300002098083
BM,36.06,-118.39,2008,12,1.98300004005432
BM,36.06,-118.39,2009,1,2.94400000572205
BM,36.06,-118.39,2009,2,1.15400004386902
BM,36.06,-118.39,2009,3,1.60599994659424
BM,36.06,-118.39,2009,4,1.81900000572205
BM,36.06,-118.39,2009,5,3.11100006103516
BM,36.06,-118.39,2009,6,2.68799996376038
BM,36.06,-118.39,2009,7,7.39599990844727
BM,36.06,-118.39,2009,8,7.09800004959106
BM,36.06,-118.39,2009,9,7.22700023651123
BM,36.06,-118.39,2009,10,3.04800009727478
BM,36.06,-118.39,2009,11,3.44799995422363
BM,36.06,-118.39,2009,12,1.56500005722046
BM,36.06,-118.39,2010,1,1.34599995613098
