n,sigma,betas,model,rmse_forecast,rmse_beta,rmse_phi,rmse_sigma,divergent_trans,fr_true_pos,fr_false_pos,phi_true_pos,phi_false_pos,beta_true_pos,beta_false_pos,TPR_threshold,mod_run,prior
730,1,4,hs,2.19632891295432,0.563505613234273,0.0336198065701241,0.0263907714091679,2,0.5,0,0.8,0,0.75,0,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run593.rds,NA
730,1,4,gauss,2.47430563508326,6.2026655933072,0.0646506707028559,0.0285976527863567,8,0.75,0.208121827411168,0.8,0.1,0.75,0,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run593.rds,NA
730,1,4,arima,1.82922292934261,2.04207785400716,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,4,hs,2.59213160895231,0.77762427563673,0.0494278075867113,0.0193096123276531,13,0,0,1,0.2,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run594.rds,NA
1095,1,4,gauss,2.74628448067505,6302.07500000104,0.077933557606427,0.019943992102495,103,0,0.157360406091371,1,0.4,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run594.rds,NA
1095,1,4,arima,2.86127675183768,3.46717930136339,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,0,hs,2.42005831305785,2.10802625949914,0.0717064889086627,0.12103367734636,2,0.5,0.00529100529100529,1,0.2,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run596.rds,NA
730,1,0,gauss,2.78406998415382,34362.6286410394,0.0925511072221179,0.135953148048703,199,0.5,0.19047619047619,1,0.3,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run596.rds,NA
730,1,0,arima,3.84817431784504,1.24797719037703,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,2,hs,2.5653184816158,1.288931607826,0.308862174786881,0.0916850167399184,0,0.428571428571429,0.00515463917525773,0.4,0,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run598.rds,NA
365,1,2,gauss,4.32723843644078,1.3881691232603,0.383575731823092,0.189053186259497,0,0.571428571428571,0.15979381443299,0.2,0.4,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run598.rds,NA
365,1,2,arima,7.74884389824335,1.50105314644871,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,2,hs,4.00442970471511,1.22841124144868,0.189757356188932,0.313176706284123,0,0.25,0.00518134715025907,0.8,0.3,1,0,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run599.rds,NA
730,1,2,gauss,8.6865036387173,5299.0269755006,0.230295529023482,0.442990645510589,156,0.25,0.150259067357513,0.8,0.4,1,1,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run599.rds,NA
730,1,2,arima,6.51293468246212,4.25764987514208,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,2,hs,2.43903919160454,0.990705689371497,0.038571024531582,0.14295532680578,4,0.25,0,1,0,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run6.rds,NA
1095,1,2,gauss,2.74192515089005,1.43291351935863,0.0596458847977824,0.15616616600981,63,0.25,0.217616580310881,1,0.1,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run6.rds,NA
1095,1,2,arima,4.06285458765258,1.93851646299364,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,2,hs,2.40375593953546,0.582891010706843,0.0436362334612957,0.0616536579716509,1,0.25,0.0103626943005181,1,0,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run60.rds,NA
1095,1,2,gauss,3.65207195268268,5435.40597956383,0.0577249283324015,0.0942323751333217,116,0.25,0.181347150259067,1,0.3,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run60.rds,NA
1095,1,2,arima,3.18057135393147,2.39827367253571,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,2,hs,2.84681059898311,1.08169005065546,0.253697257166759,0.480564568200149,20,0.375,0.00518134715025907,0.6,0.3,0.333333333333333,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run600.rds,NA
1095,1,2,gauss,11.5316687081822,2.28367167388899,0.454643524484815,0.881502913907928,0,0.375,0.150259067357513,0.4,0.8,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run600.rds,NA
1095,1,2,arima,7.4659613393103,1.666142306462,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,4,hs,2.47388821376648,0.898802296969821,0.0778009583758424,0.0590119196432995,1,0,0,0.8,0.1,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run601.rds,NA
365,1,4,gauss,4.34009193517326,467.588587285389,0.208293203817697,0.130281939458526,62,0,0.0303030303030303,0.4,0,0.6,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run601.rds,NA
365,1,4,arima,1.82307930243401,4.96222302153445,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,4,hs,2.06558056349813,0.301743094691451,0.0356905666811886,0.0269163498559828,1,0,0,1,0,1,0,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run602.rds,NA
730,1,4,gauss,2.34378218604368,0.682564616229334,0.0615243226219757,0.0274851662989591,19,0,0.147208121827411,1,0,1,0,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run602.rds,NA
730,1,4,arima,3.18239911146747,2.48645161901332,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,4,hs,4.49750646647783,0.902361901785023,0.113631645760956,0.0882601570241553,0,0.333333333333333,0,1,0.3,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run603.rds,NA
1095,1,4,gauss,4.33708550744806,6289.49238540327,0.13385259983667,0.0835281484535068,99,0.333333333333333,0.181818181818182,1,0.4,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run603.rds,NA
1095,1,4,arima,5.45041319197133,37.1079366625091,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,0,hs,3.72543496841424,3.70268337729975,0.0600340890748139,0.147084151301039,0,0.333333333333333,0.00529100529100529,0.6,0,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run604.rds,NA
365,1,0,gauss,17.6978183012045,37477.3246853407,0.26301561598146,0.504393452242194,216,0.166666666666667,0.121693121693122,0.2,0.3,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run604.rds,NA
365,1,0,arima,7.24102762227806,3.69693346463088,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,0,hs,2.69784903004496,2.17563676190155,0.0789115943865969,0.221822183209086,0,0.272727272727273,0.00526315789473684,0.8,0.1,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run605.rds,NA
730,1,0,gauss,3.71057212853811,5.57773061537518,0.199092730064556,0.379079649900131,45,0.181818181818182,0.147368421052632,0.4,0.5,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run605.rds,NA
730,1,0,arima,5.67340956262433,0.397255176753108,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,0,hs,2.72625662367643,1.44230005685087,0.176774851274591,0.351756018738318,6,0.25,0,0.8,0.3,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run606.rds,NA
1095,1,0,gauss,2.80650703088832,4986.80482897253,0.186417542263015,0.353992804277837,209,0.166666666666667,0.232804232804233,0.8,0.5,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run606.rds,NA
1095,1,0,arima,2.38198535156657,1.18343962049199,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,2,hs,3.14049856994755,1.19376378597384,0.0982221766670384,0.0808617822260396,2,0.125,0,1,0.1,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run607.rds,NA
365,1,2,gauss,4.02472426629282,14.1680172240308,0.230206635235454,0.185786330672494,154,0.25,0.0673575129533679,0.4,0.1,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run607.rds,NA
365,1,2,arima,3.32356773491682,2.54620194590411,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,2,hs,3.01253177719346,1.2020176248333,0.0757275907677972,0.168450198384132,0,0.5,0,1,0.2,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run608.rds,NA
730,1,2,gauss,3.85637775370718,5951.95894380212,0.101925722786239,0.233054461163092,66,0.375,0.217616580310881,1,0.4,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run608.rds,NA
730,1,2,arima,5.17838212928418,2.65777500850631,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,4,hs,3.29413388021982,1.0491503744913,0.0688925249405879,0.101090163321958,1,0,0,0.6,0,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run610.rds,NA
365,1,4,gauss,6.98010157629283,3138.60366900212,0.210571794300794,0.224337011626501,159,0,0.294416243654822,0.2,0.4,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run610.rds,NA
365,1,4,arima,6.02670248683918,6.34521570196088,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,4,hs,2.21153727406224,0.635368543420552,0.0540977664473372,0.0389828350056572,1,0.5,0,0.8,0.1,0.6,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run611.rds,NA
730,1,4,gauss,2.90024396847924,279.398934348342,0.0872875666709196,0.0310418268730078,354,0.5,0.177664974619289,0.8,0.2,0.4,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run611.rds,NA
730,1,4,arima,1.51761941062628,2.46904359132732,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,4,hs,3.05124081908506,0.871818766506711,0.0408778220529621,0.0334898423920199,5,0,0,1,0,1,0,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run612.rds,NA
1095,1,4,gauss,3.52536990942867,1585.89670403347,0.0650644667779451,0.0437438336487406,2128,0,0.282828282828283,1,0.6,1,0,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run612.rds,NA
1095,1,4,arima,7.14335714667843,3.88052220953815,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,0,hs,3.5627579806627,1.72264456591997,0.0552210317848061,0.103619461784699,0,0.25,0,0.8,0,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run614.rds,NA
730,1,0,gauss,4.73345265978454,13611.338692402,0.115580919555799,0.159553205665529,182,0.333333333333333,0.243386243386243,1,0.5,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run614.rds,NA
730,1,0,arima,5.6684740203926,0.279656996156076,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,2,hs,3.22536971998726,1.28773969184202,0.192062362932649,0.0807643692777811,0,0,0,0.6,0.1,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run616.rds,NA
365,1,2,gauss,5.30482510530822,840.943408941614,0.400345795832269,0.184451625383206,140,0,0.117948717948718,0.2,0.4,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run616.rds,NA
365,1,2,arima,3.36248560380928,3.99813676369665,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,2,hs,2.73321776380491,1.47948126401552,0.0730629046150997,0.213729017810692,0,0.428571428571429,0.00515463917525773,0.4,0.1,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run617.rds,NA
730,1,2,gauss,6.98502391102181,13230.4057695097,0.146599250810521,0.361420045190229,164,0.142857142857143,0.170103092783505,0.8,0.6,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run617.rds,NA
730,1,2,arima,6.17912302950677,4.06885771052403,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,2,hs,2.06583997706248,1.64537188377871,0.0588165021561156,0.066485571959638,4,0,0.00518134715025907,1,0.1,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run618.rds,NA
1095,1,2,gauss,2.25961648915413,21.4856317883175,0.084947641452424,0.0779744458829099,80,0,0.176165803108808,1,0.2,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run618.rds,NA
1095,1,2,arima,4.22185031577715,1.9906343268254,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,4,hs,2.03350280937968,0.480794006462929,0.063646637959158,0.0650849760936884,3,0.5,0,0.6,0,0.5,0,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run619.rds,NA
365,1,4,gauss,3.13868864450698,6.48617606993303,0.153782323114212,0.156481914833404,80,0.5,0.152284263959391,0,0,0.5,0,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run619.rds,NA
365,1,4,arima,1.89475352412204,1.63875775745141,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,4,hs,2.26999997743641,0.935164890841112,0.0477639311633096,0.0327116823904012,13,0,0,1,0,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run62.rds,NA
730,1,4,gauss,3.06041466167126,3658.7131152817,0.0994323653164051,0.0327616975566665,1194,0,0.232323232323232,1,0.1,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run62.rds,NA
730,1,4,arima,3.1266693508661,2.48334161145714,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,4,hs,2.74576291836727,0.882574544432515,0.0470809278710797,0.0402696471838916,30,0.75,0,0.8,0.1,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run620.rds,NA
730,1,4,gauss,3.01713519682217,6023.94558504002,0.0702698118777211,0.0347309636772712,230,0.5,0.228426395939086,1,0.2,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run620.rds,NA
730,1,4,arima,6.72626886373415,1.79027424426527,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,4,hs,2.49315302031586,0.500325048232706,0.0270366951961564,0.0213849914542714,0,0,0,0.8,0,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run621.rds,NA
1095,1,4,gauss,2.8205879005013,1.64060000657439,0.0431036676427383,0.0201153494499952,76,0,0.203045685279188,1,0,0.6,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run621.rds,NA
1095,1,4,arima,2.96193098404708,2.80162628626747,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,0,hs,3.70174763747335,1.44910777161021,0.123795016179383,0.303238024353472,0,0,0.0158730158730159,0.4,0.2,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run622.rds,NA
365,1,0,gauss,9.59273819152053,2.51380356390866,0.268974469120116,0.460526932934689,0,0.0833333333333333,0.148148148148148,0.4,0.4,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run622.rds,NA
365,1,0,arima,5.95549588323261,3.3163116492041,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,0,hs,4.24136030801998,2.35688227215923,0.26147205175189,0.54936891114454,0,0.5,0.0105820105820106,1,0.5,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run623.rds,NA
730,1,0,gauss,8.05006537159358,29457.1976668245,0.445283184028766,1.02460630545437,153,0.416666666666667,0.100529100529101,0.6,0.5,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run623.rds,NA
730,1,0,arima,7.978934211344,1.68981269572875,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,0,hs,3.04576986319394,1.5370150471153,0.107095797426962,0.290082382706046,0,0.416666666666667,0.0105820105820106,0.8,0.4,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run624.rds,NA
1095,1,0,gauss,3.64070848840612,14346.1515712467,0.194497989174734,0.450759791222901,144,0.5,0.211640211640212,0.4,0.9,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run624.rds,NA
1095,1,0,arima,7.96874093899662,0.859583263087015,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,2,hs,2.57868236746012,0.823029820316734,0.0655805051022203,0.139779896970406,3,0.5,0.00518134715025907,0.8,0.1,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run626.rds,NA
730,1,2,gauss,3.65242259249282,23457.0155710797,0.295186416352126,0.378242201359174,158,0.25,0.176165803108808,0.4,0.9,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run626.rds,NA
730,1,2,arima,5.97132830212393,0.637690336801062,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,4,hs,2.51869974928737,0.764410919575072,0.0577759010226407,0.0368620395661463,9,0.333333333333333,0.00505050505050505,0.6,0,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run628.rds,NA
365,1,4,gauss,4.12639182346564,51.3651010383341,0.214222660709115,0.110703958361355,253,0.333333333333333,0.141414141414141,0.2,0.1,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run628.rds,NA
365,1,4,arima,2.21643059580553,2.58847612919421,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,4,hs,2.09604485677498,0.379806883747367,0.0803119464721701,0.247766858558337,0,0,0.0050761421319797,0.4,0,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run629.rds,NA
730,1,4,gauss,3.59750508544357,10880.3182176337,0.200489626289339,0.40651847250064,67,0,0.192893401015228,0.4,0.7,0.4,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run629.rds,NA
730,1,4,arima,3.38183309243124,0.997733127756283,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,4,hs,2.05893164211992,0.370946756233354,0.0347866039978481,0.0185792437407407,8,0.5,0,0.8,0,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run630.rds,NA
1095,1,4,gauss,2.3233211048488,1.33707431185229,0.0556031443255534,0.0216814688335905,47,0.5,0.177664974619289,0.8,0.2,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run630.rds,NA
1095,1,4,arima,1.4369553446895,2.14164983182401,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,0,hs,3.69978272996529,1.80525618997349,0.0584230064878909,0.102595070133172,1,0.5,0.0264550264550265,0.4,0,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run631.rds,NA
365,1,0,gauss,26.9903658092045,10099.4988313336,0.249917678938996,0.729136123604607,56,0.333333333333333,0.0740740740740741,0.6,0.3,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run631.rds,NA
365,1,0,arima,6.67868313988378,1.11232700223795,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,0,hs,2.84396550878683,2.70452175373878,0.0805851588953906,0.161423165689574,1,0.363636363636364,0,1,0,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run632.rds,NA
730,1,0,gauss,3.35341348286619,4713.30764060913,0.103455556171958,0.192966861473531,316,0.454545454545455,0.173684210526316,1,0.1,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run632.rds,NA
730,1,0,arima,4.02595209142419,0.506771516016209,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,0,hs,2.78383786955576,1.50714214789959,0.0908236874368577,0.1966765154783,1,0.5,0,1,0.3,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run633.rds,NA
1095,1,0,gauss,2.84801412649851,15.2139972259599,0.103859913274714,0.21098229380798,180,0.5,0.193717277486911,1,0.3,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run633.rds,NA
1095,1,0,arima,4.43010720320966,0.276773987804316,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,2,hs,7.20426626469542,1.25563198898054,0.142928604998647,0.591502715767516,0,0.375,0,0.2,0.2,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run634.rds,NA
365,1,2,gauss,34.557352084848,3274.63031357701,0.244810705119757,0.419634137135255,167,0.25,0.264248704663212,0.4,0.4,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run634.rds,NA
365,1,2,arima,14.4505208783478,1.59800777871495,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,2,hs,2.99861921350258,1.08906277758288,0.0834729330462599,0.086990377787289,0,0.375,0.00518134715025907,0.8,0.2,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run635.rds,NA
730,1,2,gauss,4.10119715161977,4789.71765871989,0.209101246289231,0.192042686808028,154,0.5,0.238341968911917,1,0.8,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run635.rds,NA
730,1,2,arima,3.54059342895716,1.98314229934873,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,2,hs,2.82388113518572,1.03642960891255,0.14964921220552,0.217089172590209,1,0.375,0,1,0.3,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run636.rds,NA
1095,1,2,gauss,3.11435444547737,22872.6827694211,0.183886622898185,0.22245241952727,224,0.625,0.160621761658031,1,0.4,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run636.rds,NA
1095,1,2,arima,3.87693495598381,2.48795705846603,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,4,hs,5.57546598526143,0.940787887131991,0.0684569515574903,0.0458726052763224,0,0.5,0,0.8,0,0.6,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run637.rds,NA
365,1,4,gauss,4.3894894539488,15.3030168404392,0.21335005659952,0.324741740701423,207,0.75,0.223350253807107,0.4,0,0.6,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run637.rds,NA
365,1,4,arima,3.69748097669775,2.16748451050394,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,4,hs,2.52586809679189,0.275958373365771,0.039613162025582,0.0262994608038365,0,0.666666666666667,0,1,0,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run638.rds,NA
730,1,4,gauss,2.67078658419746,1.533800323488,0.0655430101996906,0.0294764603866582,35,0.666666666666667,0.222222222222222,1,0.1,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run638.rds,NA
730,1,4,arima,2.849196450605,4.1760944526022,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,0,hs,3.36133214320695,2.12471548336525,0.12494366516425,0.210511845181695,0,0.166666666666667,0,0.6,0.1,NA,0,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run64.rds,NA
365,1,0,gauss,4.88270929546479,3126.95948256354,0.232598053739655,0.321757325773593,140,0.25,0.153439153439153,0.2,0.5,NA,0,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run64.rds,NA
365,1,0,arima,10.9343436022257,3.14836974778581,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,0,hs,3.78475985181202,1.61763428265778,0.185741674797614,0.67072012576294,1,0.181818181818182,0.00526315789473684,0.8,0.2,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run640.rds,NA
365,1,0,gauss,7.0559997301496,14777.3889320623,0.292269622571744,0.704265166526396,161,0.363636363636364,0.0842105263157895,0.4,0.3,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run640.rds,NA
365,1,0,arima,4.91239137585007,1.53355904761596,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,0,hs,3.10744884428627,1.32816167876349,0.214579525482864,0.361035217101268,0,0.2,0.0104712041884817,1,0.4,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run641.rds,NA
730,1,0,gauss,5.31109592374755,17241.5530480221,0.276489133136782,0.556449042818212,40,0.2,0.146596858638743,0.8,0.5,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run641.rds,NA
730,1,0,arima,4.73812767422935,0.375551236336207,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,0,hs,2.32963760968271,0.543848113012624,0.0778599825446614,0.285950245983186,1,0.25,0.0105820105820106,1,0.1,NA,0,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run642.rds,NA
1095,1,0,gauss,12.6193094155219,24373.0113015176,0.107462377160382,0.410860437870416,165,0.25,0.174603174603175,1,0.5,NA,0,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run642.rds,NA
1095,1,0,arima,4.39710462815729,0.0554280612472679,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,2,hs,3.04461650117949,1.04772428241238,0.0802131393544367,0.0402394517511454,0,0.25,0,1,0,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run643.rds,NA
365,1,2,gauss,5.20370175940404,154.185107437694,0.42341769342806,0.617398341900917,193,0.125,0.0259067357512953,0.4,0.2,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run643.rds,NA
365,1,2,arima,5.4866162626091,5.92638332087229,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,2,hs,4.59577240490898,1.61272196583176,0.0918848127978054,0.421056756921444,0,0.25,0,1,0.1,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run644.rds,NA
730,1,2,gauss,5.07201835174015,0.393074565530584,0.238878492017329,0.585552445635343,0,0.25,0.186528497409326,0.8,1,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run644.rds,NA
730,1,2,arima,8.90459287505026,3.33257685185562,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,2,hs,2.36860315620957,0.663800071589666,0.0400324870826127,0.078956192457896,2,0.25,0,0.8,0,0.5,1,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run645.rds,NA
1095,1,2,gauss,4.08351285217961,0.568177200001238,0.0692864687612308,0.143230212509022,0,0.375,0.16580310880829,0.8,0.3,0.5,0,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run645.rds,NA
