n,sigma,betas,model,rmse_forecast,rmse_beta,rmse_phi,rmse_sigma,divergent_trans,fr_true_pos,fr_false_pos,phi_true_pos,phi_false_pos,beta_true_pos,beta_false_pos,TPR_threshold,mod_run,prior
730,1,2,gauss,2.56599920278587,5.76285783192318,0.069618441806257,0.0310496079263477,60,0.833333333333333,0.205128205128205,0.8,0.1,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1157.rds,NA
730,1,2,arima,5.75932893376526,1.84381271611673,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,2,hs,2.77329007892403,0.91854835359261,0.0487177330816305,0.0538561009475673,0,0.285714285714286,0,1,0.2,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1158.rds,NA
1095,1,2,gauss,3.11065490995176,1.32467204695245,0.0745124287960353,0.0484504112850805,27,0.285714285714286,0.231958762886598,1,0.6,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1158.rds,NA
1095,1,2,arima,3.66695691434664,3.54057875760797,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,4,hs,3.04683511630516,1.1678304687289,0.0637847773602737,0.0453085723896758,0,0.5,0,0.6,0,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1159.rds,NA
365,1,4,gauss,3.87225519164084,205.867073049885,0.218135008182194,0.168606603899933,190,0.25,0.16751269035533,0,0.1,0.6,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1159.rds,NA
365,1,4,arima,4.87899894754952,10.1098566696356,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,4,hs,2.18623277421414,0.823577927511078,0.134098131169929,0.0416622832787553,3,0,0,0.8,0.4,0.6,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1160.rds,NA
730,1,4,gauss,2.42839212030336,11232.163616999,0.169704857846597,0.0373569642594644,144,0,0.228426395939086,0.8,0.5,0.6,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1160.rds,NA
730,1,4,arima,1.54584814053029,3.28795611862688,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,4,hs,4.94299494909988,0.693689865283893,0.0474246891273906,0.018150334765099,0,0.5,0,1,0.1,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1161.rds,NA
1095,1,4,gauss,4.59459688208864,12679.5710135522,0.0734281282655619,0.0206473911177868,140,0.5,0.17258883248731,1,0.4,0.6,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1161.rds,NA
1095,1,4,arima,4.1102685753125,1.52738202599705,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,0,hs,6.63082503092468,2.27704554814506,0.10200568985635,0.401258599728985,0,0.5,0,0.4,0.3,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1163.rds,NA
730,1,0,gauss,7.67606793674087,9896.96819494014,0.179212028347973,0.626129052004871,334,0.333333333333333,0.169312169312169,0.6,0.7,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1163.rds,NA
730,1,0,arima,8.84299358795108,2.10168488136855,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,2,hs,3.02079028685338,1.52779311982273,0.293154063524722,0.224525023915276,0,0.25,0.0103626943005181,0.6,0,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1165.rds,NA
365,1,2,gauss,13.7729846976837,15859.3767447147,0.396786055890215,1.06666941546535,38,0.125,0.0207253886010363,1,0.9,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1165.rds,NA
365,1,2,arima,9.51669993993995,5.87687329553516,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,2,hs,2.55393069290787,2.06978643873776,0.127948876210404,0.189531196542286,0,0.285714285714286,0,0.8,0.2,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1166.rds,NA
730,1,2,gauss,3.42675053326845,865.738882286215,0.210971718183146,0.260408776877785,341,0.285714285714286,0.190721649484536,0.8,0.9,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1166.rds,NA
730,1,2,arima,8.08148955502338,5.24148131449423,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,2,hs,2.22643307891371,0.621508079699804,0.0568324955147589,0.0209781964098328,11,0.25,0,0.8,0.1,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1167.rds,NA
1095,1,2,gauss,2.76814403444838,4627.78071536774,0.104105369699188,0.028799694465557,301,0.375,0.196891191709845,0.8,0.4,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1167.rds,NA
1095,1,2,arima,1.76461626617601,1.49905128884451,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,4,hs,2.74764698568422,0.715765061311668,0.0549117870308219,0.0537893091492989,0,0.5,0,0.8,0,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1168.rds,NA
365,1,4,gauss,3.95304293112349,347.560590364296,0.315748721852621,0.455376858784132,244,0.5,0.0355329949238579,0.2,0.2,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1168.rds,NA
365,1,4,arima,5.64809072579744,3.23924338346814,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,4,hs,2.68386410391768,0.815008022976458,0.0527944549786716,0.0238151638048267,0,0,0,0.8,0.1,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1169.rds,NA
730,1,4,gauss,3.15971929803987,4650.39955615937,0.129059956477021,0.0354238567953409,200,0,0.182741116751269,0.8,0.3,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1169.rds,NA
730,1,4,arima,5.27989900628218,3.37030239056689,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,4,hs,2.07885037699596,0.371508749480805,0.0404218970915882,0.0180603482967425,12,0.75,0,0.8,0,1,0,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run117.rds,NA
1095,1,4,gauss,2.08959815650325,0.460173267966653,0.0455296685276776,0.020195890450448,0,0.75,0.177664974619289,1,0.1,1,0,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run117.rds,NA
1095,1,4,arima,2.5986676223685,2.73549880737841,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,4,hs,2.38835808321495,0.431258542104457,0.0417648652546213,0.0184557344664314,3,0,0,1,0.1,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1170.rds,NA
1095,1,4,gauss,2.58827286227617,13.7014076451044,0.0771679817362628,0.0195513028957535,39,0,0.192893401015228,1,0.3,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1170.rds,NA
1095,1,4,arima,2.19534480331038,2.8683240555094,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,0,hs,4.12814908187283,1.2252753216909,0.071074071345883,0.185314151692084,2,0.166666666666667,0.00529100529100529,0.6,0,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1171.rds,NA
365,1,0,gauss,5.6380733792208,5533.09048471858,0.189711175887332,0.127098185333004,1187,0.333333333333333,0.227513227513228,0.2,0.2,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1171.rds,NA
365,1,0,arima,4.22475717433364,0.233503446059192,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,0,hs,5.87574980771005,2.83101084042364,0.126771264736581,0.327013131231918,0,0.555555555555556,0,0.4,0.1,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1172.rds,NA
730,1,0,gauss,5.91788650937276,94966.1629455923,0.246542588166587,0.484391575463294,11,0.444444444444444,0.208333333333333,0.4,0.5,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1172.rds,NA
730,1,0,arima,8.91679933822211,1.57811578644434,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,0,hs,2.51964333486315,1.41932094301105,0.0556136610608608,0.072471112423855,4,0.777777777777778,0.00520833333333333,0.6,0,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1173.rds,NA
1095,1,0,gauss,3.56146301099559,3034.48411104237,0.0623720117879678,0.087037607887473,252,0.666666666666667,0.229166666666667,0.8,0.3,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1173.rds,NA
1095,1,0,arima,3.63922486080426,0.317214716879737,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,2,hs,2.84438346434743,1.04955755167832,0.0939025540864898,0.0920282115206338,0,0.25,0,1,0.1,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1174.rds,NA
365,1,2,gauss,3.85862242791122,2.98494827126962,0.26260705514497,0.0991070221385822,18,0.125,0.196891191709845,0.2,0.2,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1174.rds,NA
365,1,2,arima,3.95679857974049,2.85495648203869,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,2,hs,3.14296007647066,0.930723543435524,0.071470213674167,0.146053238580143,1,0.285714285714286,0.00515463917525773,1,0,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1175.rds,NA
730,1,2,gauss,3.5833979926121,23242.9503539533,0.110057011562747,0.162637556125467,1211,0.428571428571429,0.201030927835052,1,0.1,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1175.rds,NA
730,1,2,arima,4.97225830016955,3.24616022352574,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,2,hs,2.18063100599629,0.555984546006409,0.0606617691866434,0.0424323133339058,0,0.125,0.00518134715025907,0.8,0.2,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1176.rds,NA
1095,1,2,gauss,2.21658773181212,1.09492622729072,0.220676520439267,0.116335485821414,7,0.125,0.217616580310881,0.4,0.4,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1176.rds,NA
1095,1,2,arima,4.81564410096431,2.68818256176212,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,4,hs,2.7819742659702,0.735528687426216,0.0896924250265985,0.0990290087206592,0,0.25,0,0.6,0,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1177.rds,NA
365,1,4,gauss,8.4279285114385,6405.1250621102,0.215498531410868,0.153642260703685,97,0.25,0.0913705583756345,0.2,0.1,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1177.rds,NA
365,1,4,arima,3.58151099952286,2.77037678531343,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,4,hs,2.5762716906512,0.499731023005701,0.04272736875344,0.0287117307813036,6,0.666666666666667,0,0.8,0.1,1,0,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1178.rds,NA
730,1,4,gauss,3.22545801246715,1939.24605754167,0.063874893239384,0.0266332490006527,205,0.666666666666667,0.161616161616162,0.8,0.1,1,0,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1178.rds,NA
730,1,4,arima,2.21546081215633,1.77407126423395,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,4,hs,2.68609358344611,0.733758675089926,0.0214150329570994,0.0283422164532587,11,0.333333333333333,0,0.8,0,1,0,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1179.rds,NA
1095,1,4,gauss,2.95172457836199,6207.25440441573,0.0447416008399971,0.0415310407917632,148,0.333333333333333,0.161616161616162,0.8,0,1,0,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1179.rds,NA
1095,1,4,arima,1.60471862624748,2.0432286647078,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,0,hs,3.75177444644071,2.0168633283392,0.0582129074081277,0.102000857384064,0,0.2,0.00523560209424084,0.4,0,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run118.rds,NA
365,1,0,gauss,15.0274970854177,21034.2391471288,0.227836213258553,0.177039280939155,71,0.4,0.162303664921466,0.4,0.5,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run118.rds,NA
365,1,0,arima,6.36853751234265,2.12030823538891,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,0,hs,3.9106896741633,1.28518404854624,0.275873279979567,0.526536083167924,0,0.166666666666667,0,0.6,0,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1180.rds,NA
365,1,0,gauss,5.3361555850743,1689.93028307447,0.552505871741553,1.40525323724454,79,0.166666666666667,0.0158730158730159,0.2,0.1,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1180.rds,NA
365,1,0,arima,5.8002039231154,1.76164332328933,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,0,hs,3.85311888024475,1.658571803302,0.196059225869929,0.321423508886449,2,0.5,0.0105820105820106,1,0.4,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1181.rds,NA
730,1,0,gauss,4.10226881169364,12476.9117033671,0.317008724846243,0.457466160662101,266,0.5,0.148148148148148,1,0.8,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1181.rds,NA
730,1,0,arima,6.15248281056337,0.731798812294833,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,0,hs,2.16452142504937,0.207797588540845,0.0772301770941391,0.186034150568533,0,0.166666666666667,0.00529100529100529,1,0,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1182.rds,NA
1095,1,0,gauss,3.66708061027287,23.4489965328897,0.117539176941653,0.301501775266946,645,0.166666666666667,0.164021164021164,0.8,0.6,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1182.rds,NA
1095,1,0,arima,5.13894526263675,1.89621049266002,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,2,hs,4.00329560116327,0.809180236163092,0.0750366739382369,0.0357132939278863,0,0.142857142857143,0.00515463917525773,1,0,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1183.rds,NA
365,1,2,gauss,6.58049642470649,10999.0434071831,0.263128223003973,0.277284955115029,303,0.142857142857143,0.041237113402061903,0.8,0.1,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1183.rds,NA
365,1,2,arima,2.90860405508493,3.35179835697938,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,2,hs,2.36080118942715,1.45030873772759,0.048261465436454,0.126114508740908,0,0.714285714285714,0,0.6,0,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1184.rds,NA
730,1,2,gauss,2.88700587767133,0.625515343980506,0.0986966905708759,0.17123656064089,0,0.571428571428571,0.231958762886598,0.8,0.5,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1184.rds,NA
730,1,2,arima,5.86807446165322,1.91048985394586,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,2,hs,2.65724831111882,0.84234007917127,0.0842174845309263,0.133224646779378,18,0.625,0,0.8,0.2,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1185.rds,NA
1095,1,2,gauss,2.89136543689554,9123.25352116489,0.124744848205193,0.147853159183749,229,0.5,0.217616580310881,0.8,0.5,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1185.rds,NA
1095,1,2,arima,2.77926404478273,3.16133363083887,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,4,hs,3.11728564627352,0.721633259249401,0.102343261819289,0.119137109505887,0,0.5,0,0.8,0,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1186.rds,NA
365,1,4,gauss,4.32996646254872,247.237745587502,0.247328718596635,0.411482566699789,81,0.25,0.0203045685279188,0.4,0.3,0.6,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1186.rds,NA
365,1,4,arima,3.23728231129791,2.2072258710959902,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,4,hs,1.85514368182093,0.246085924934336,0.0709113200953064,0.123480745099076,3,0.5,0.0050761421319797,0.6,0,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1187.rds,NA
730,1,4,gauss,2.44354855548488,0.451875623015821,0.127954223743749,0.180518266424207,0,0,0.263959390862944,0.6,0.5,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1187.rds,NA
730,1,4,arima,5.91135988178075,2.99362006406574,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,4,hs,2.50358486740147,0.71085174935047,0.0349192034325639,0.0211749425357327,34,0.5,0,1,0,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1188.rds,NA
1095,1,4,gauss,3.15817837200475,2.84665161572284,0.0617985960124234,0.0203954339288022,175,0.5,0.192893401015228,1,0.1,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1188.rds,NA
1095,1,4,arima,3.0872915284696,4.67906058396289,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,0,hs,3.39574090947954,2.74590489333157,0.239495678520248,0.418005927598507,0,0.5,0.0261780104712042,0.6,0.2,NA,0,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1189.rds,NA
365,1,0,gauss,16.8454043631113,15492.8019754676,0.316367989525808,0.474119677206782,67,0.6,0.240837696335079,0.4,0.4,NA,1,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1189.rds,NA
365,1,0,arima,5.8688160078058,10.051699546503,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,0,hs,2.62237239188959,1.66737530971039,0.105136967151233,0.110264304605,1,0.3,0.0104712041884817,1,0.2,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run119.rds,NA
730,1,0,gauss,4.07579862133025,30692.9734109056,0.133321664243945,0.160530014354276,179,0.3,0.162303664921466,1,0.2,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run119.rds,NA
730,1,0,arima,2.53105278056975,0.604288295958106,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,0,hs,4.13961566154933,2.00498912278564,0.101720145346654,0.290838016160914,0,0.636363636363636,0,0.8,0.2,NA,0,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1190.rds,NA
730,1,0,gauss,5.28639541648589,519.2569054429,0.119120409484223,0.387405417447508,139,0.545454545454545,0.178947368421053,0.8,0,NA,0,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1190.rds,NA
730,1,0,arima,5.84899091723112,0.0674390864894648,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,0,hs,2.85841465161326,0.803459348164467,0.0944580024301454,0.181658316393275,2,0.25,0.0105820105820106,0.8,0.1,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1191.rds,NA
1095,1,0,gauss,3.20157213608621,19847.2636150915,0.238842851716572,0.279395211542935,141,0.166666666666667,0.238095238095238,0.4,0.9,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1191.rds,NA
1095,1,0,arima,6.10156261295629,0.282385651275656,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,2,hs,4.2905462235042,2.70943625701169,0.299691428203281,0.658093772376368,0,0.714285714285714,0.00515463917525773,0.4,0,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1192.rds,NA
365,1,2,gauss,10.5035064298234,8.00862243604285,0.404530170367281,1.61961874862384,61,0.428571428571429,0.0618556701030928,0.8,0.4,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1192.rds,NA
365,1,2,arima,8.24988743030572,4.62978178070521,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,2,hs,2.70184566452017,0.974470616453198,0.0574898052283807,0.0371652812963313,6,0.428571428571429,0.0103092783505155,1,0.2,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1193.rds,NA
730,1,2,gauss,4.04290975320949,20871.6317125555,0.083143914662721,0.0401222010898448,45,0.428571428571429,0.247422680412371,1,0.2,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1193.rds,NA
730,1,2,arima,6.56714066878252,4.1170485352357,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,2,hs,2.01233631016424,0.397698146068442,0.0315612251747516,0.0188546540341873,0,0.375,0,1,0,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1194.rds,NA
1095,1,2,gauss,2.2621168527327,529.061457670595,0.0550871589410121,0.022865119990002,198,0.5,0.207253886010363,1,0.2,0.333333333333333,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1194.rds,NA
1095,1,2,arima,4.2309469380661,1.27568945741996,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,4,hs,3.00998588718531,0.835862887924858,0.291932209047693,0.397941556502699,0,0,0,0.6,0.4,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1195.rds,NA
365,1,4,gauss,5.31493942469949,2.25744574125481,0.404697779800594,0.843232209954576,32,0,0.0253807106598985,0.4,0.3,0.4,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1195.rds,NA
365,1,4,arima,6.27581067423184,2.91609971136507,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,4,hs,2.93225470076083,0.911426732788108,0.0753504582769889,0.0701298861262459,0,0.5,0.0050761421319797,0.8,0.1,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1196.rds,NA
730,1,4,gauss,2.28304860894936,6.3070238815929,0.149739411529171,0.0950636422562251,0,0.5,0.208121827411168,0.6,0.2,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1196.rds,NA
730,1,4,arima,3.7661354207214,15.1945284656386,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,4,hs,3.3823959455856,1.11654466360773,0.0603872223018147,0.0784649967633598,0,0.666666666666667,0,1,0.1,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1197.rds,NA
1095,1,4,gauss,4.49002128368109,16494.9828162811,0.0600357567348842,0.0924530741523618,14,0.666666666666667,0.181818181818182,1,0.1,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1197.rds,NA
1095,1,4,arima,13.6411749620286,2.55704747631234,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,0,hs,3.12870573058851,4.52464541049825,0.143540295304435,0.378317915336964,0,0.181818181818182,0,0.8,0.2,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1199.rds,NA
730,1,0,gauss,6.33139090592161,4.86954681637747,0.28516706901414,0.805551083245548,0,0.181818181818182,0.136842105263158,0.8,1,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1199.rds,NA
730,1,0,arima,11.1684140129289,0.817946392225572,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,0,hs,2.86887800220071,1.26043695953104,0.0276924878563553,0.019058462980952,6,0.333333333333333,0,0.6,0,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run120.rds,NA
1095,1,0,gauss,3.24730141976299,411.720013816642,0.0496532533262076,0.0236031410061449,1019,0.333333333333333,0.259259259259259,0.6,0.1,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run120.rds,NA
1095,1,0,arima,2.11507656614862,0.740368515657451,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,0,hs,10.8982430955913,2.09871318975682,0.535318181469149,0.663652668615677,0,0.454545454545455,0.0105263157894737,0.8,0.8,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1200.rds,NA
1095,1,0,gauss,10.9317218580508,16978.579624246,0.702304859028381,0.824626943256671,104,0.545454545454545,0.136842105263158,0.4,0.7,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1200.rds,NA
1095,1,0,arima,9.34457170710455,1.50927071445291,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,2,hs,2.66118892774838,3.06909505569252,0.105192846296431,0.184062199088418,0,0.571428571428571,0.0103092783505155,1,0,1,1,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1201.rds,NA
365,1,2,gauss,15.8865939691975,13767.6573282221,0.371713370445625,0.454697711759691,29,0.571428571428571,0.154639175257732,0,0.4,1,1,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1201.rds,NA
365,1,2,arima,6.60172789559727,7.02046522728926,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,2,hs,2.79971971844771,1.3069859885245,0.0568763881956701,0.0863673111727512,0,0.5,0.00518134715025907,1,0.1,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1202.rds,NA
730,1,2,gauss,3.39860643244133,8610.67171000322,0.0966923107633158,0.109027215723604,151,0.5,0.196891191709845,1,0.3,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1202.rds,NA
730,1,2,arima,5.00008438600781,2.37804592511598,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,2,hs,2.26488682276792,0.311974131503711,0.0732056375282219,0.26866126269899,0,0.625,0.00518134715025907,0.6,0.1,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1203.rds,NA
1095,1,2,gauss,2.55887898721657,0.856492141788684,0.078465852869216507,0.301542568336845,16,0.75,0.150259067357513,0.6,0.1,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1203.rds,NA
1095,1,2,arima,3.64852426145064,2.88689445997055,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,4,hs,2.72511735082139,0.810959622700929,0.0842313695239308,0.0428962083207954,0,0.5,0,1,0,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_02_12/simdat_run1204.rds,NA
