"","ArrayTaskID","numTrials","n","K","num_strong","prob_cycle","trend_fraction","freq","sigma","probWeakCorr","numStrongCorr","strongSelf","corrLevel","nameID","RMSEaic","RMSEstan","TPRaic","TNRaic","TPRstan","TNRstan"
"2545",51,50,100,50,5,0.5,0.5,1,0.5,0.5,1,TRUE,0.9,"ACPtrial51",0.983779500454594,0.951789245024164,1,0.711111111111111,0.714285714285714,0.976744186046512
"2546",51,50,100,50,5,0.5,0.5,1,0.5,0.5,1,TRUE,0.9,"ACPtrial51",0.892372302560727,0.81230481550962,1,0.311111111111111,0.714285714285714,0.953488372093023
"2547",51,50,100,50,5,0.5,0.5,1,0.5,0.5,1,TRUE,0.9,"ACPtrial51",0.88436879126523,0.939684963693646,1,0.711111111111111,0.714285714285714,0.930232558139535
"2548",51,50,100,50,5,0.5,0.5,1,0.5,0.5,1,TRUE,0.9,"ACPtrial51",0.85657291222111,0.969330253971368,1,0.444444444444444,0.545454545454545,0.846153846153846
"2549",51,50,100,50,5,0.5,0.5,1,0.5,0.5,1,TRUE,0.9,"ACPtrial51",0.726825164138677,0.890833200770127,1,0.577777777777778,0.75,0.904761904761905
"2550",51,50,100,50,5,0.5,0.5,1,0.5,0.5,1,TRUE,0.9,"ACPtrial51",0.81163707879159,0.842847867449909,1,0.644444444444444,0.833333333333333,0.954545454545455
"2551",52,50,100,50,5,0.5,0.5,1,0.5,0.5,1,FALSE,0.5,"ACPtrial52",0.729515627892987,0.94164018960992,1,0.577777777777778,0.714285714285714,0.976744186046512
"2552",52,50,100,50,5,0.5,0.5,1,0.5,0.5,1,FALSE,0.5,"ACPtrial52",0.811221492170865,0.992191657229854,1,0.6,0.75,0.928571428571429
"2553",52,50,100,50,5,0.5,0.5,1,0.5,0.5,1,FALSE,0.5,"ACPtrial52",0.734092001718771,0.864615726109185,1,0.6,0.6,0.9
"2554",52,50,100,50,5,0.5,0.5,1,0.5,0.5,1,FALSE,0.5,"ACPtrial52",0.885225554322954,0.83796226555267,1,0.488888888888889,0.571428571428571,0.976744186046512
"2555",52,50,100,50,5,0.5,0.5,1,0.5,0.5,1,FALSE,0.5,"ACPtrial52",0.983381020838569,0.964778127035732,1,0.444444444444444,0.833333333333333,0.977272727272727
"2556",52,50,100,50,5,0.5,0.5,1,0.5,0.5,1,FALSE,0.5,"ACPtrial52",0.754345802065717,0.857538470284052,1,0.733333333333333,0.666666666666667,0.926829268292683
"2557",52,50,100,50,5,0.5,0.5,1,0.5,0.5,1,FALSE,0.5,"ACPtrial52",0.717578931167766,0.839705635618766,1,0.755555555555556,0.666666666666667,0.975609756097561
"2558",52,50,100,50,5,0.5,0.5,1,0.5,0.5,1,FALSE,0.5,"ACPtrial52",0.752355717779357,0.841577735654653,1,0.555555555555556,0.714285714285714,0.906976744186046
"2559",52,50,100,50,5,0.5,0.5,1,0.5,0.5,1,FALSE,0.5,"ACPtrial52",0.917563250472724,0.793463436655285,1,0.333333333333333,0.857142857142857,0.883720930232558
"2560",52,50,100,50,5,0.5,0.5,1,0.5,0.5,1,FALSE,0.5,"ACPtrial52",0.937896603683583,1.03762031970846,1,0.533333333333333,0.857142857142857,0.86046511627907
"2561",52,50,100,50,5,0.5,0.5,1,0.5,0.5,1,FALSE,0.5,"ACPtrial52",1.1282075161123,0.860613614752147,1,0.355555555555556,0.875,0.952380952380952
"2562",52,50,100,50,5,0.5,0.5,1,0.5,0.5,1,FALSE,0.5,"ACPtrial52",0.907656596654029,0.975884339281712,1,0.622222222222222,0.714285714285714,0.976744186046512
"2563",52,50,100,50,5,0.5,0.5,1,0.5,0.5,1,FALSE,0.5,"ACPtrial52",0.972535293284975,0.914042536486134,1,0.311111111111111,0.875,0.880952380952381
"2564",52,50,100,50,5,0.5,0.5,1,0.5,0.5,1,FALSE,0.5,"ACPtrial52",0.804126246669382,0.899350697455309,1,0.644444444444444,0.875,0.952380952380952
"2565",52,50,100,50,5,0.5,0.5,1,0.5,0.5,1,FALSE,0.5,"ACPtrial52",0.848246921125547,1.05130942960579,1,0.688888888888889,0.666666666666667,0.954545454545455
"2566",52,50,100,50,5,0.5,0.5,1,0.5,0.5,1,FALSE,0.5,"ACPtrial52",0.72920359729604,0.913311106811522,1,0.755555555555556,1,0.977777777777778
"2567",52,50,100,50,5,0.5,0.5,1,0.5,0.5,1,FALSE,0.5,"ACPtrial52",1.18624359780176,1.10881633692095,1,0.688888888888889,0.714285714285714,0.906976744186046
"2568",52,50,100,50,5,0.5,0.5,1,0.5,0.5,1,FALSE,0.5,"ACPtrial52",0.798456606698623,0.897782769496162,1,0.488888888888889,0.833333333333333,0.954545454545455
"2569",52,50,100,50,5,0.5,0.5,1,0.5,0.5,1,FALSE,0.5,"ACPtrial52",1.16274842205702,0.977323056971292,1,0.355555555555556,0.875,0.952380952380952
"2570",52,50,100,50,5,0.5,0.5,1,0.5,0.5,1,FALSE,0.5,"ACPtrial52",0.895368455771801,0.966402594659948,1,0.577777777777778,0.777777777777778,0.975609756097561
"2571",52,50,100,50,5,0.5,0.5,1,0.5,0.5,1,FALSE,0.5,"ACPtrial52",1.24619029454045,0.831824997290611,1,0.177777777777778,0.833333333333333,0.909090909090909
"2572",52,50,100,50,5,0.5,0.5,1,0.5,0.5,1,FALSE,0.5,"ACPtrial52",0.709238455001742,0.844514315973919,1,0.6,0.888888888888889,0.951219512195122
"2573",52,50,100,50,5,0.5,0.5,1,0.5,0.5,1,FALSE,0.5,"ACPtrial52",0.713367971945608,0.956592263664313,1,0.755555555555556,0.714285714285714,1
"2574",52,50,100,50,5,0.5,0.5,1,0.5,0.5,1,FALSE,0.5,"ACPtrial52",1.31841009426356,0.991460242620669,1,0.2,0.555555555555556,1
"2575",52,50,100,50,5,0.5,0.5,1,0.5,0.5,1,FALSE,0.5,"ACPtrial52",0.920033166239156,0.961513003269829,0.8,0.466666666666667,0.714285714285714,0.837209302325581
"2576",52,50,100,50,5,0.5,0.5,1,0.5,0.5,1,FALSE,0.5,"ACPtrial52",0.642759922429937,0.835402486417189,1,0.644444444444444,0.75,0.928571428571429
"2577",52,50,100,50,5,0.5,0.5,1,0.5,0.5,1,FALSE,0.5,"ACPtrial52",0.760350592286496,1.00622541710904,1,0.733333333333333,0.625,0.904761904761905
"2578",52,50,100,50,5,0.5,0.5,1,0.5,0.5,1,FALSE,0.5,"ACPtrial52",0.948039963002325,0.849020951583423,1,0.466666666666667,0.714285714285714,0.953488372093023
"2579",52,50,100,50,5,0.5,0.5,1,0.5,0.5,1,FALSE,0.5,"ACPtrial52",0.885095122457901,1.15110589968889,1,0.488888888888889,0.666666666666667,0.951219512195122
"2580",52,50,100,50,5,0.5,0.5,1,0.5,0.5,1,FALSE,0.5,"ACPtrial52",1.18396013345015,1.16613283013876,1,0.555555555555556,0.8,0.955555555555556
